# beta  beta  delta  delta  beta  delta  energy
1.193019409002398813e-03 1.193019409002398813e-03 3.910968116521274310e-03 3.910968116521274310e-03 1.193019409002398813e-03 3.910968116521274310e-03 2.869632903290129775e+02
1.192945924289720442e-03 1.192945924289720442e-03 3.910140249354752441e-03 3.910140249354752441e-03 1.192945924289720442e-03 3.910140249354752441e-03 2.869899563310069652e+02
1.192872463454042490e-03 1.192872463454042490e-03 3.909311725223798932e-03 3.909311725223798932e-03 1.192872463454042490e-03 3.909311725223798932e-03 2.870166223330010098e+02
1.192799032136151408e-03 1.192799032136151408e-03 3.908482521321514185e-03 3.908482521321514185e-03 1.192799032136151408e-03 3.908482521321514185e-03 2.870432883349949975e+02
1.192725637192013945e-03 1.192725637192013945e-03 3.907652615294311335e-03 3.907652615294311335e-03 1.192725637192013945e-03 3.907652615294311335e-03 2.870699543369890421e+02
1.192652286593315694e-03 1.192652286593315694e-03 3.906821985727623216e-03 3.906821985727623216e-03 1.192652286593315694e-03 3.906821985727623216e-03 2.870966203389830298e+02
1.192578989230929504e-03 1.192578989230929504e-03 3.905990612726958824e-03 3.905990612726958824e-03 1.192578989230929504e-03 3.905990612726958824e-03 2.871232863409770744e+02
1.192505753918113873e-03 1.192505753918113873e-03 3.905158477815515606e-03 3.905158477815515606e-03 1.192505753918113873e-03 3.905158477815515606e-03 2.871499523429710621e+02
1.192432590654968943e-03 1.192432590654968943e-03 3.904325564711106158e-03 3.904325564711106158e-03 1.192432590654968943e-03 3.904325564711106158e-03 2.871766183449651066e+02
1.192359508454181359e-03 1.192359508454181359e-03 3.903491860440578415e-03 3.903491860440578415e-03 1.192359508454181359e-03 3.903491860440578415e-03 2.872032843469590944e+02
1.192286513770578031e-03 1.192286513770578031e-03 3.902657354598722695e-03 3.902657354598722695e-03 1.192286513770578031e-03 3.902657354598722695e-03 2.872299503489531389e+02
1.192213610618512911e-03 1.192213610618512911e-03 3.901822038991735724e-03 3.901822038991735724e-03 1.192213610618512911e-03 3.901822038991735724e-03 2.872566163509471835e+02
1.192140799056440109e-03 1.192140799056440109e-03 3.900985907764786560e-03 3.900985907764786560e-03 1.192140799056440109e-03 3.900985907764786560e-03 2.872832823529411712e+02
1.192068072473638973e-03 1.192068072473638973e-03 3.900148954728097344e-03 3.900148954728097344e-03 1.192068072473638973e-03 3.900148954728097344e-03 2.873099483549352158e+02
1.191995422160176772e-03 1.191995422160176772e-03 3.899311173282260425e-03 3.899311173282260425e-03 1.191995422160176772e-03 3.899311173282260425e-03 2.873366143569292035e+02
1.191922832113485528e-03 1.191922832113485528e-03 3.898472556856436878e-03 3.898472556856436878e-03 1.191922832113485528e-03 3.898472556856436878e-03 2.873632803589232481e+02
1.191850278223946643e-03 1.191850278223946643e-03 3.897633094464764743e-03 3.897633094464764743e-03 1.191850278223946643e-03 3.897633094464764743e-03 2.873899463609172358e+02
1.191777732103682782e-03 1.191777732103682782e-03 3.896792768587467159e-03 3.896792768587467159e-03 1.191777732103682782e-03 3.896792768587467159e-03 2.874166123629112803e+02
1.191705161254902594e-03 1.191705161254902594e-03 3.895951554778201605e-03 3.895951554778201605e-03 1.191705161254902594e-03 3.895951554778201605e-03 2.874432783649052681e+02
1.191632529321248269e-03 1.191632529321248269e-03 3.895109418410052163e-03 3.895109418410052163e-03 1.191632529321248269e-03 3.895109418410052163e-03 2.874699443668993126e+02
1.191559804205870104e-03 1.191559804205870104e-03 3.894266315695734705e-03 3.894266315695734705e-03 1.191559804205870104e-03 3.894266315695734705e-03 2.874966103688933003e+02
1.191486954242078648e-03 1.191486954242078648e-03 3.893422195338813382e-03 3.893422195338813382e-03 1.191486954242078648e-03 3.893422195338813382e-03 2.875232763708873449e+02
1.191413951380020661e-03 1.191413951380020661e-03 3.892576996293635287e-03 3.892576996293635287e-03 1.191413951380020661e-03 3.892576996293635287e-03 2.875499423728813326e+02
1.191340776064222151e-03 1.191340776064222151e-03 3.891730649530727743e-03 3.891730649530727743e-03 1.191340776064222151e-03 3.891730649530727743e-03 2.875766083748753772e+02
1.191267417754031215e-03 1.191267417754031215e-03 3.890883081068486921e-03 3.890883081068486921e-03 1.191267417754031215e-03 3.890883081068486921e-03 2.876032743768693649e+02
1.191193876386634166e-03 1.191193876386634166e-03 3.890034214793786603e-03 3.890034214793786603e-03 1.191193876386634166e-03 3.890034214793786603e-03 2.876299403788634095e+02
1.191120161282149467e-03 1.191120161282149467e-03 3.889183975390008395e-03 3.889183975390008395e-03 1.191120161282149467e-03 3.889183975390008395e-03 2.876566063808573972e+02
1.191046289963963506e-03 1.191046289963963506e-03 3.888332289769941101e-03 3.888332289769941101e-03 1.191046289963963506e-03 3.888332289769941101e-03 2.876832723828514418e+02
1.190972288924801612e-03 1.190972288924801612e-03 3.887479089736501758e-03 3.887479089736501758e-03 1.190972288924801612e-03 3.887479089736501758e-03 2.877099383848454863e+02
1.190898189678789298e-03 1.190898189678789298e-03 3.886624314306056857e-03 3.886624314306056857e-03 1.190898189678789298e-03 3.886624314306056857e-03 2.877366043868394740e+02
1.190824026680151844e-03 1.190824026680151844e-03 3.885767910048725220e-03 3.885767910048725220e-03 1.190824026680151844e-03 3.885767910048725220e-03 2.877632703888335186e+02
1.190749834765984479e-03 1.190749834765984479e-03 3.884909830890424798e-03 3.884909830890424798e-03 1.190749834765984479e-03 3.884909830890424798e-03 2.877899363908275063e+02
1.190675648635513770e-03 1.190675648635513770e-03 3.884050039273028408e-03 3.884050039273028408e-03 1.190675648635513770e-03 3.884050039273028408e-03 2.878166023928215509e+02
1.190601494882625880e-03 1.190601494882625880e-03 3.883188503334003040e-03 3.883188503334003040e-03 1.190601494882625880e-03 3.883188503334003040e-03 2.878432683948155386e+02
1.190527396238428171e-03 1.190527396238428171e-03 3.882325192898461366e-03 3.882325192898461366e-03 1.190527396238428171e-03 3.882325192898461366e-03 2.878699343968095832e+02
1.190453371781452366e-03 1.190453371781452366e-03 3.881460080701984797e-03 3.881460080701984797e-03 1.190453371781452366e-03 3.881460080701984797e-03 2.878966003988035709e+02
1.190379432962048682e-03 1.190379432962048682e-03 3.880593140717738133e-03 3.880593140717738133e-03 1.190379432962048682e-03 3.880593140717738133e-03 2.879232664007976155e+02
1.190305585381485698e-03 1.190305585381485698e-03 3.879724345004630093e-03 3.879724345004630093e-03 1.190305585381485698e-03 3.879724345004630093e-03 2.879499324027916032e+02
1.190231830460216581e-03 1.190231830460216581e-03 3.878853663513083701e-03 3.878853663513083701e-03 1.190231830460216581e-03 3.878853663513083701e-03 2.879765984047856477e+02
1.190158163235465914e-03 1.190158163235465914e-03 3.877981062120824506e-03 3.877981062120824506e-03 1.190158163235465914e-03 3.877981062120824506e-03 2.880032644067796355e+02
1.190084576900223663e-03 1.190084576900223663e-03 3.877106501001045726e-03 3.877106501001045726e-03 1.190084576900223663e-03 3.877106501001045726e-03 2.880299304087736800e+02
1.190011063759677593e-03 1.190011063759677593e-03 3.876229936059680855e-03 3.876229936059680855e-03 1.190011063759677593e-03 3.876229936059680855e-03 2.880565964107676677e+02
1.189937614462498747e-03 1.189937614462498747e-03 3.875351318861748173e-03 3.875351318861748173e-03 1.189937614462498747e-03 3.875351318861748173e-03 2.880832624127617123e+02
1.189864219545514693e-03 1.189864219545514693e-03 3.874470596201026566e-03 3.874470596201026566e-03 1.189864219545514693e-03 3.874470596201026566e-03 2.881099284147557569e+02
1.189790870229912034e-03 1.189790870229912034e-03 3.873587710816198820e-03 3.873587710816198820e-03 1.189790870229912034e-03 3.873587710816198820e-03 2.881365944167497446e+02
1.189717558090849217e-03 1.189717558090849217e-03 3.872702601593826406e-03 3.872702601593826406e-03 1.189717558090849217e-03 3.872702601593826406e-03 2.881632604187437892e+02
1.189644276117426784e-03 1.189644276117426784e-03 3.871815203798889028e-03 3.871815203798889028e-03 1.189644276117426784e-03 3.871815203798889028e-03 2.881899264207377769e+02
1.189571018646377355e-03 1.189571018646377355e-03 3.870925449854051899e-03 3.870925449854051899e-03 1.189571018646377355e-03 3.870925449854051899e-03 2.882165924227318214e+02
1.189497780978202328e-03 1.189497780978202328e-03 3.870033269576432077e-03 3.870033269576432077e-03 1.189497780978202328e-03 3.870033269576432077e-03 2.882432584247258092e+02
1.189424559440420978e-03 1.189424559440420978e-03 3.869138590267220783e-03 3.869138590267220783e-03 1.189424559440420978e-03 3.869138590267220783e-03 2.882699244267198537e+02
1.189351351264757899e-03 1.189351351264757899e-03 3.868241336897609763e-03 3.868241336897609763e-03 1.189351351264757899e-03 3.868241336897609763e-03 2.882965904287138414e+02
1.189278154352759083e-03 1.189278154352759083e-03 3.867341432146113867e-03 3.867341432146113867e-03 1.189278154352759083e-03 3.867341432146113867e-03 2.883232564307078860e+02
1.189204967221925945e-03 1.189204967221925945e-03 3.866438796379056703e-03 3.866438796379056703e-03 1.189204967221925945e-03 3.866438796379056703e-03 2.883499224327018737e+02
1.189131788845948804e-03 1.189131788845948804e-03 3.865533347636832071e-03 3.865533347636832071e-03 1.189131788845948804e-03 3.865533347636832071e-03 2.883765884346959183e+02
1.189058618508107793e-03 1.189058618508107793e-03 3.864625001535155254e-03 3.864625001535155254e-03 1.189058618508107793e-03 3.864625001535155254e-03 2.884032544366899060e+02
1.188985455728101565e-03 1.188985455728101565e-03 3.863713671130267636e-03 3.863713671130267636e-03 1.188985455728101565e-03 3.863713671130267636e-03 2.884299204386839506e+02
1.188912300191326092e-03 1.188912300191326092e-03 3.862799266788174112e-03 3.862799266788174112e-03 1.188912300191326092e-03 3.862799266788174112e-03 2.884565864406779383e+02
1.188839151696883482e-03 1.188839151696883482e-03 3.861881696032911163e-03 3.861881696032911163e-03 1.188839151696883482e-03 3.861881696032911163e-03 2.884832524426719829e+02
1.188766010117317312e-03 1.188766010117317312e-03 3.860960863391589646e-03 3.860960863391589646e-03 1.188766010117317312e-03 3.860960863391589646e-03 2.885099184446660274e+02
1.188692875375393790e-03 1.188692875375393790e-03 3.860036670229975101e-03 3.860036670229975101e-03 1.188692875375393790e-03 3.860036670229975101e-03 2.885365844466600151e+02
1.188619747425117158e-03 1.188619747425117158e-03 3.859109014581479143e-03 3.859109014581479143e-03 1.188619747425117158e-03 3.859109014581479143e-03 2.885632504486540597e+02
1.188546626239108924e-03 1.188546626239108924e-03 3.858177790976051978e-03 3.858177790976051978e-03 1.188546626239108924e-03 3.858177790976051978e-03 2.885899164506480474e+02
1.188473511801609343e-03 1.188473511801609343e-03 3.857242890255656829e-03 3.857242890255656829e-03 1.188473511801609343e-03 3.857242890255656829e-03 2.886165824526420920e+02
1.188400404103746822e-03 1.188400404103746822e-03 3.856304199393772395e-03 3.856304199393772395e-03 1.188400404103746822e-03 3.856304199393772395e-03 2.886432484546360797e+02
1.188327303140585857e-03 1.188327303140585857e-03 3.855361601296785658e-03 3.855361601296785658e-03 1.188327303140585857e-03 3.855361601296785658e-03 2.886699144566301243e+02
1.188254208909482294e-03 1.188254208909482294e-03 3.854414974603785279e-03 3.854414974603785279e-03 1.188254208909482294e-03 3.854414974603785279e-03 2.886965804586241120e+02
1.188181121409043585e-03 1.188181121409043585e-03 3.853464193470366051e-03 3.853464193470366051e-03 1.188181121409043585e-03 3.853464193470366051e-03 2.887232464606181566e+02
1.188108040638543098e-03 1.188108040638543098e-03 3.852509127350399812e-03 3.852509127350399812e-03 1.188108040638543098e-03 3.852509127350399812e-03 2.887499124626121443e+02
1.188034966597614588e-03 1.188034966597614588e-03 3.851549640757989321e-03 3.851549640757989321e-03 1.188034966597614588e-03 3.851549640757989321e-03 2.887765784646061888e+02
1.187961899286042516e-03 1.187961899286042516e-03 3.850585593019667779e-03 3.850585593019667779e-03 1.187961899286042516e-03 3.850585593019667779e-03 2.888032444666001766e+02
1.187888838703801296e-03 1.187888838703801296e-03 3.849616838010899104e-03 3.849616838010899104e-03 1.187888838703801296e-03 3.849616838010899104e-03 2.888299104685942211e+02
1.187815784850885939e-03 1.187815784850885939e-03 3.848643223879179200e-03 3.848643223879179200e-03 1.187815784850885939e-03 3.848643223879179200e-03 2.888565764705882088e+02
1.187742737727215349e-03 1.187742737727215349e-03 3.847664592748012771e-03 3.847664592748012771e-03 1.187742737727215349e-03 3.847664592748012771e-03 2.888832424725822534e+02
1.187669697332797980e-03 1.187669697332797980e-03 3.846680780403347304e-03 3.846680780403347304e-03 1.187669697332797980e-03 3.846680780403347304e-03 2.889099084745762411e+02
1.187596663667640122e-03 1.187596663667640122e-03 3.845691615960739052e-03 3.845691615960739052e-03 1.187596663667640122e-03 3.845691615960739052e-03 2.889365744765702857e+02
1.187523636731748931e-03 1.187523636731748931e-03 3.844696921512107818e-03 3.844696921512107818e-03 1.187523636731748931e-03 3.844696921512107818e-03 2.889632404785643303e+02
1.187450616525129610e-03 1.187450616525129610e-03 3.843696511748483178e-03 3.843696511748483178e-03 1.187450616525129610e-03 3.843696511748483178e-03 2.889899064805583180e+02
1.187377603047786497e-03 1.187377603047786497e-03 3.842690193557045126e-03 3.842690193557045126e-03 1.187377603047786497e-03 3.842690193557045126e-03 2.890165724825523625e+02
1.187304596299725229e-03 1.187304596299725229e-03 3.841677765593042460e-03 3.841677765593042460e-03 1.187304596299725229e-03 3.841677765593042460e-03 2.890432384845463503e+02
1.187231596280947541e-03 1.187231596280947541e-03 3.840659017824010670e-03 3.840659017824010670e-03 1.187231596280947541e-03 3.840659017824010670e-03 2.890699044865403948e+02
1.187158602991457770e-03 1.187158602991457770e-03 3.839633731039303593e-03 3.839633731039303593e-03 1.187158602991457770e-03 3.839633731039303593e-03 2.890965704885343825e+02
1.187085616431257000e-03 1.187085616431257000e-03 3.838601676327244288e-03 3.838601676327244288e-03 1.187085616431257000e-03 3.838601676327244288e-03 2.891232364905284271e+02
1.187012636600347183e-03 1.187012636600347183e-03 3.837562614518568501e-03 3.837562614518568501e-03 1.187012636600347183e-03 3.837562614518568501e-03 2.891499024925224148e+02
1.186939663498728535e-03 1.186939663498728535e-03 3.836516295581613323e-03 3.836516295581613323e-03 1.186939663498728535e-03 3.836516295581613323e-03 2.891765684945164594e+02
1.186866697126402140e-03 1.186866697126402140e-03 3.835462457987511616e-03 3.835462457987511616e-03 1.186866697126402140e-03 3.835462457987511616e-03 2.892032344965104471e+02
1.186793737483366699e-03 1.186793737483366699e-03 3.834400828013171010e-03 3.834400828013171010e-03 1.186793737483366699e-03 3.834400828013171010e-03 2.892299004985044917e+02
1.186720784569620692e-03 1.186720784569620692e-03 3.833331119004802692e-03 3.833331119004802692e-03 1.186720784569620692e-03 3.833331119004802692e-03 2.892565665004984794e+02
1.186647838385162601e-03 1.186647838385162601e-03 3.832253030580467287e-03 3.832253030580467287e-03 1.186647838385162601e-03 3.832253030580467287e-03 2.892832325024925240e+02
1.186574898929989826e-03 1.186574898929989826e-03 3.831166247770396646e-03 3.831166247770396646e-03 1.186574898929989826e-03 3.831166247770396646e-03 2.893098985044865117e+02
1.186501966204098896e-03 1.186501966204098896e-03 3.830070440095544298e-03 3.830070440095544298e-03 1.186501966204098896e-03 3.830070440095544298e-03 2.893365645064805562e+02
1.186429040207485040e-03 1.186429040207485040e-03 3.828965260567192969e-03 3.828965260567192969e-03 1.186429040207485040e-03 3.828965260567192969e-03 2.893632305084746008e+02
1.186356120940144573e-03 1.186356120940144573e-03 3.827850344609719062e-03 3.827850344609719062e-03 1.186356120940144573e-03 3.827850344609719062e-03 2.893898965104685885e+02
1.186283208402071640e-03 1.186283208402071640e-03 3.826725308899646318e-03 3.826725308899646318e-03 1.186283208402071640e-03 3.826725308899646318e-03 2.894165625124626331e+02
1.186210302593259736e-03 1.186210302593259736e-03 3.825589750097578567e-03 3.825589750097578567e-03 1.186210302593259736e-03 3.825589750097578567e-03 2.894432285144566208e+02
1.186137403513703222e-03 1.186137403513703222e-03 3.824443243487340820e-03 3.824443243487340820e-03 1.186137403513703222e-03 3.824443243487340820e-03 2.894698945164506654e+02
1.186064511163393643e-03 1.186064511163393643e-03 3.823285341488914888e-03 3.823285341488914888e-03 1.186064511163393643e-03 3.823285341488914888e-03 2.894965605184446531e+02
1.185991625542323624e-03 1.185991625542323624e-03 3.822115572043609157e-03 3.822115572043609157e-03 1.185991625542323624e-03 3.822115572043609157e-03 2.895232265204386977e+02
1.185918746650483410e-03 1.185918746650483410e-03 3.820933436860759688e-03 3.820933436860759688e-03 1.185918746650483410e-03 3.820933436860759688e-03 2.895498925224326854e+02
1.185845874487864108e-03 1.185845874487864108e-03 3.819738409505007634e-03 3.819738409505007634e-03 1.185845874487864108e-03 3.819738409505007634e-03 2.895765585244267299e+02
1.185773009054455745e-03 1.185773009054455745e-03 3.818529933303546186e-03 3.818529933303546186e-03 1.185773009054455745e-03 3.818529933303546186e-03 2.896032245264207177e+02
1.185700150350247478e-03 1.185700150350247478e-03 3.817307419064723713e-03 3.817307419064723713e-03 1.185700150350247478e-03 3.817307419064723713e-03 2.896298905284147622e+02
1.185627298375227165e-03 1.185627298375227165e-03 3.816070242577566073e-03 3.816070242577566073e-03 1.185627298375227165e-03 3.816070242577566073e-03 2.896565565304087499e+02
1.185554453129383096e-03 1.185554453129383096e-03 3.814817741864472925e-03 3.814817741864472925e-03 1.185554453129383096e-03 3.814817741864472925e-03 2.896832225324027945e+02
1.185481614612702477e-03 1.185481614612702477e-03 3.813549214172913624e-03 3.813549214172913624e-03 1.185481614612702477e-03 3.813549214172913624e-03 2.897098885343967822e+02
1.185408782825171431e-03 1.185408782825171431e-03 3.812263912649076301e-03 3.812263912649076301e-03 1.185408782825171431e-03 3.812263912649076301e-03 2.897365545363908268e+02
1.185335957766776296e-03 1.185335957766776296e-03 3.810961042682279448e-03 3.810961042682279448e-03 1.185335957766776296e-03 3.810961042682279448e-03 2.897632205383848145e+02
1.185263139437501678e-03 1.185263139437501678e-03 3.809639757858632268e-03 3.809639757858632268e-03 1.185263139437501678e-03 3.809639757858632268e-03 2.897898865403788591e+02
1.185190327837331746e-03 1.185190327837331746e-03 3.808299155477099743e-03 3.808299155477099743e-03 1.185190327837331746e-03 3.808299155477099743e-03 2.898165525423729036e+02
1.185117522966251322e-03 1.185117522966251322e-03 3.806938271574364287e-03 3.806938271574364287e-03 1.185117522966251322e-03 3.806938271574364287e-03 2.898432185443668914e+02
1.185044724824242191e-03 1.185044724824242191e-03 3.805556075393854657e-03 3.805556075393854657e-03 1.185044724824242191e-03 3.805556075393854657e-03 2.898698845463609359e+02
1.184971933411288090e-03 1.184971933411288090e-03 3.804151463207337477e-03 3.804151463207337477e-03 1.184971933411288090e-03 3.804151463207337477e-03 2.898965505483549236e+02
1.184899148727369721e-03 1.184899148727369721e-03 3.802723251408974409e-03 3.802723251408974409e-03 1.184899148727369721e-03 3.802723251408974409e-03 2.899232165503489682e+02
1.184826370772469085e-03 1.184826370772469085e-03 3.801270168776486966e-03 3.801270168776486966e-03 1.184826370772469085e-03 3.801270168776486966e-03 2.899498825523429559e+02
1.184753599546565801e-03 1.184753599546565801e-03 3.799790847752546052e-03 3.799790847752546052e-03 1.184753599546565801e-03 3.799790847752546052e-03 2.899765485543370005e+02
1.184680835049639917e-03 1.184680835049639917e-03 3.798283814613109127e-03 3.798283814613109127e-03 1.184680835049639917e-03 3.798283814613109127e-03 2.900032145563309882e+02
1.184608077281670401e-03 1.184608077281670401e-03 3.796747478340426786e-03 3.796747478340426786e-03 1.184608077281670401e-03 3.796747478340426786e-03 2.900298805583250328e+02
1.184535326242636437e-03 1.184535326242636437e-03 3.795180117959902257e-03 3.795180117959902257e-03 1.184535326242636437e-03 3.795180117959902257e-03 2.900565465603190205e+02
1.184462581932514171e-03 1.184462581932514171e-03 3.793579868100460054e-03 3.793579868100460054e-03 1.184462581932514171e-03 3.793579868100460054e-03 2.900832125623130651e+02
1.184389844351282787e-03 1.184389844351282787e-03 3.791944702425898046e-03 3.791944702425898046e-03 1.184389844351282787e-03 3.791944702425898046e-03 2.901098785643070528e+02
1.184317113498916697e-03 1.184317113498916697e-03 3.790272414530697440e-03 3.790272414530697440e-03 1.184317113498916697e-03 3.790272414530697440e-03 2.901365445663010973e+02
1.184244389375393135e-03 1.184244389375393135e-03 3.788560595572232001e-03 3.788560595572232001e-03 1.184244389375393135e-03 3.788560595572232001e-03 2.901632105682950851e+02
1.184171673174317643e-03 1.184171673174317643e-03 3.786806609187455888e-03 3.786806609187455888e-03 1.184171673174317643e-03 3.786806609187455888e-03 2.901898765702891296e+02
1.184098965722237169e-03 1.184098965722237169e-03 3.785007561753897260e-03 3.785007561753897260e-03 1.184098965722237169e-03 3.785007561753897260e-03 2.902165425722831742e+02
1.184026266984390023e-03 1.184026266984390023e-03 3.783160264774028045e-03 3.783160264774028045e-03 1.184026266984390023e-03 3.783160264774028045e-03 2.902432085742771619e+02
1.183953580740922974e-03 1.183953580740922974e-03 3.781261192980183653e-03 3.781261192980183653e-03 1.183953580740922974e-03 3.781261192980183653e-03 2.902698745762712065e+02
1.183880912918911909e-03 1.183880912918911909e-03 3.779306434272535972e-03 3.779306434272535972e-03 1.183880912918911909e-03 3.779306434272535972e-03 2.902965405782651942e+02
1.183808275137503011e-03 1.183808275137503011e-03 3.777291626704676331e-03 3.777291626704676331e-03 1.183808275137503011e-03 3.777291626704676331e-03 2.903232065802592388e+02
1.183735690049108561e-03 1.183735690049108561e-03 3.775211882900864069e-03 3.775211882900864069e-03 1.183735690049108561e-03 3.775211882900864069e-03 2.903498725822532265e+02
1.183663199983057187e-03 1.183663199983057187e-03 3.773061696571796634e-03 3.773061696571796634e-03 1.183663199983057187e-03 3.773061696571796634e-03 2.903765385842472710e+02
1.183590883313201001e-03 1.183590883313201001e-03 3.770834826532718821e-03 3.770834826532718821e-03 1.183590883313201001e-03 3.770834826532718821e-03 2.904032045862412588e+02
1.183518882005421113e-03 1.183518882005421113e-03 3.768524152747187387e-03 3.768524152747187387e-03 1.183518882005421113e-03 3.768524152747187387e-03 2.904298705882353033e+02
1.183447448609321363e-03 1.183447448609321363e-03 3.766121498616008603e-03 3.766121498616008603e-03 1.183447448609321363e-03 3.766121498616008603e-03 2.904565365902292911e+02
1.183377017455375033e-03 1.183377017455375033e-03 3.763617408067422652e-03 3.763617408067422652e-03 1.183377017455375033e-03 3.763617408067422652e-03 2.904832025922233356e+02
1.183308327640654077e-03 1.183308327640654077e-03 3.761000866271855484e-03 3.761000866271855484e-03 1.183308327640654077e-03 3.761000866271855484e-03 2.905098685942173233e+02
1.183242638359756479e-03 1.183242638359756479e-03 3.758258988929397571e-03 3.758258988929397571e-03 1.183242638359756479e-03 3.758258988929397571e-03 2.905365345962113679e+02
1.183181974514700653e-03 1.183181974514700653e-03 3.755376639932750393e-03 3.755376639932750393e-03 1.183181974514700653e-03 3.755376639932750393e-03 2.905632005982053556e+02
1.183129584772833016e-03 1.183129584772833016e-03 3.752335990680146297e-03 3.752335990680146297e-03 1.183129584772833016e-03 3.752335990680146297e-03 2.905898666001994002e+02
1.183090551076191113e-03 1.183090551076191113e-03 3.749116090635464232e-03 3.749116090635464232e-03 1.183090551076191113e-03 3.749116090635464232e-03 2.906165326021933879e+02
1.183072548822848135e-03 1.183072548822848135e-03 3.745692365104216510e-03 3.745692365104216510e-03 1.183072548822848135e-03 3.745692365104216510e-03 2.906431986041874325e+02
1.183087081226290868e-03 1.183087081226290868e-03 3.742036090393347121e-03 3.742036090393347121e-03 1.183087081226290868e-03 3.742036090393347121e-03 2.906698646061814770e+02
1.183151464226480732e-03 1.183151464226480732e-03 3.738114545366659231e-03 3.738114545366659231e-03 1.183151464226480732e-03 3.738114545366659231e-03 2.906965306081754647e+02
1.183289757902160648e-03 1.183289757902160648e-03 3.733891075568972987e-03 3.733891075568972987e-03 1.183289757902160648e-03 3.733891075568972987e-03 2.907231966101695093e+02
1.183535713822855091e-03 1.183535713822855091e-03 3.729325461677426672e-03 3.729325461677426672e-03 1.183535713822855091e-03 3.729325461677426672e-03 2.907498626121634970e+02
1.183935172242804547e-03 1.183935172242804547e-03 3.724375667019272536e-03 3.724375667019272536e-03 1.183935172242804547e-03 3.724375667019272536e-03 2.907765286141575416e+02
1.184547621443861201e-03 1.184547621443861201e-03 3.718999351650079457e-03 3.718999351650079457e-03 1.184547621443861201e-03 3.718999351650079457e-03 2.908031946161515293e+02
1.185450028887705381e-03 1.185450028887705381e-03 3.713155706682544181e-03 3.713155706682544181e-03 1.185450028887705381e-03 3.713155706682544181e-03 2.908298606181455739e+02
1.186743740900318613e-03 1.186743740900318613e-03 3.706814135469643865e-03 3.706814135469643865e-03 1.186743740900318613e-03 3.706814135469643865e-03 2.908565266201395616e+02
1.188544697781401382e-03 1.188544697781401382e-03 3.699959230491415511e-03 3.699959230491415511e-03 1.188544697781401382e-03 3.699959230491415511e-03 2.908831926221336062e+02
1.190990968066290602e-03 1.190990968066290602e-03 3.692594955950004049e-03 3.692594955950004049e-03 1.190990968066290602e-03 3.692594955950004049e-03 2.909098586241275939e+02
1.194238036987074671e-03 1.194238036987074671e-03 3.684756120011082204e-03 3.684756120011082204e-03 1.194238036987074671e-03 3.684756120011082204e-03 2.909365246261216384e+02
1.198446905991454965e-03 1.198446905991454965e-03 3.676511650994518203e-03 3.676511650994518203e-03 1.198446905991454965e-03 3.676511650994518203e-03 2.909631906281156262e+02
1.203784847170741822e-03 1.203784847170741822e-03 3.667964648172426876e-03 3.667964648172426876e-03 1.203784847170741822e-03 3.667964648172426876e-03 2.909898566301096707e+02
1.210437034847265236e-03 1.210437034847265236e-03 3.659280757223093688e-03 3.659280757223093688e-03 1.210437034847265236e-03 3.659280757223093688e-03 2.910165226321036585e+02
1.218532311220482797e-03 1.218532311220482797e-03 3.650683055156878683e-03 3.650683055156878683e-03 1.218532311220482797e-03 3.650683055156878683e-03 2.910431886340977030e+02
1.228173418424356299e-03 1.228173418424356299e-03 3.642433363343848974e-03 3.642433363343848974e-03 1.228173418424356299e-03 3.642433363343848974e-03 2.910698546360917476e+02
1.239408180148660098e-03 1.239408180148660098e-03 3.634838661036396672e-03 3.634838661036396672e-03 1.239408180148660098e-03 3.634838661036396672e-03 2.910965206380857353e+02
1.252214302189444016e-03 1.252214302189444016e-03 3.628239885571391508e-03 3.628239885571391508e-03 1.252214302189444016e-03 3.628239885571391508e-03 2.911231866400797799e+02
1.266468390050809337e-03 1.266468390050809337e-03 3.622979056467826205e-03 3.622979056467826205e-03 1.266468390050809337e-03 3.622979056467826205e-03 2.911498526420737676e+02
1.281974302184266503e-03 1.281974302184266503e-03 3.619361586783052896e-03 3.619361586783052896e-03 1.281974302184266503e-03 3.619361586783052896e-03 2.911765186440678121e+02
1.298514606553069018e-03 1.298514606553069018e-03 3.617697602089167165e-03 3.617697602089167165e-03 1.298514606553069018e-03 3.617697602089167165e-03 2.912031846460617999e+02
1.315693637906800457e-03 1.315693637906800457e-03 3.618248241413199884e-03 3.618248241413199884e-03 1.315693637906800457e-03 3.618248241413199884e-03 2.912298506480558444e+02
1.333092792670529389e-03 1.333092792670529389e-03 3.621157768901781503e-03 3.621157768901781503e-03 1.333092792670529389e-03 3.621157768901781503e-03 2.912565166500498322e+02
1.350256932583901578e-03 1.350256932583901578e-03 3.626480694122165196e-03 3.626480694122165196e-03 1.350256932583901578e-03 3.626480694122165196e-03 2.912831826520438767e+02
1.366704589306472380e-03 1.366704589306472380e-03 3.634150593108523286e-03 3.634150593108523286e-03 1.366704589306472380e-03 3.634150593108523286e-03 2.913098486540378644e+02
1.382001852871927268e-03 1.382001852871927268e-03 3.643971843171678066e-03 3.643971843171678066e-03 1.382001852871927268e-03 3.643971843171678066e-03 2.913365146560319090e+02
1.395823110590575138e-03 1.395823110590575138e-03 3.655693731740774100e-03 3.655693731740774100e-03 1.395823110590575138e-03 3.655693731740774100e-03 2.913631806580258967e+02
