# beta  beta  delta  delta  beta  delta  energy
1.407825048607316224e-03 1.407825048607316224e-03 3.668994121225805510e-03 3.668994121225805510e-03 1.407825048607316224e-03 3.668994121225805510e-03 2.913898466600199413e+02
1.417802594496168130e-03 1.417802594496168130e-03 3.683464807307922778e-03 3.683464807307922778e-03 1.417802594496168130e-03 3.683464807307922778e-03 2.914165126620139290e+02
1.425657173868271656e-03 1.425657173868271656e-03 3.698683543603574833e-03 3.698683543603574833e-03 1.425657173868271656e-03 3.698683543603574833e-03 2.914431786640079736e+02
1.431390193512980863e-03 1.431390193512980863e-03 3.714232139293228464e-03 3.714232139293228464e-03 1.431390193512980863e-03 3.714232139293228464e-03 2.914698446660020181e+02
1.435109190238165666e-03 1.435109190238165666e-03 3.729725939020634828e-03 3.729725939020634828e-03 1.435109190238165666e-03 3.729725939020634828e-03 2.914965106679960059e+02
1.437002493049195596e-03 1.437002493049195596e-03 3.744848799603829603e-03 3.744848799603829603e-03 1.437002493049195596e-03 3.744848799603829603e-03 2.915231766699900504e+02
1.437292170013558306e-03 1.437292170013558306e-03 3.759354075379290824e-03 3.759354075379290824e-03 1.437292170013558306e-03 3.759354075379290824e-03 2.915498426719840381e+02
1.436242753367802071e-03 1.436242753367802071e-03 3.773065868346764645e-03 3.773065868346764645e-03 1.436242753367802071e-03 3.773065868346764645e-03 2.915765086739780827e+02
1.434126477289599530e-03 1.434126477289599530e-03 3.785888785384594439e-03 3.785888785384594439e-03 1.434126477289599530e-03 3.785888785384594439e-03 2.916031746759720704e+02
1.431206126390360822e-03 1.431206126390360822e-03 3.797802238210503702e-03 3.797802238210503702e-03 1.431206126390360822e-03 3.797802238210503702e-03 2.916298406779661150e+02
1.427713548923830161e-03 1.427713548923830161e-03 3.808854922169212058e-03 3.808854922169212058e-03 1.427713548923830161e-03 3.808854922169212058e-03 2.916565066799601027e+02
1.423819172726161278e-03 1.423819172726161278e-03 3.819135612346477755e-03 3.819135612346477755e-03 1.423819172726161278e-03 3.819135612346477755e-03 2.916831726819541473e+02
1.419666352714901107e-03 1.419666352714901107e-03 3.828763052502484783e-03 3.828763052502484783e-03 1.419666352714901107e-03 3.828763052502484783e-03 2.917098386839481350e+02
1.415333663034836192e-03 1.415333663034836192e-03 3.837882114094031023e-03 3.837882114094031023e-03 1.415333663034836192e-03 3.837882114094031023e-03 2.917365046859421795e+02
1.410842403894792870e-03 1.410842403894792870e-03 3.846638192279050201e-03 3.846638192279050201e-03 1.410842403894792870e-03 3.846638192279050201e-03 2.917631706879361673e+02
1.406159156037400373e-03 1.406159156037400373e-03 3.855161766740985117e-03 3.855161766740985117e-03 1.406159156037400373e-03 3.855161766740985117e-03 2.917898366899302118e+02
1.401207350167226178e-03 1.401207350167226178e-03 3.863557063397385534e-03 3.863557063397385534e-03 1.401207350167226178e-03 3.863557063397385534e-03 2.918165026919241996e+02
1.395870757611301178e-03 1.395870757611301178e-03 3.871896386437592100e-03 3.871896386437592100e-03 1.395870757611301178e-03 3.871896386437592100e-03 2.918431686939182441e+02
1.389980738909359775e-03 1.389980738909359775e-03 3.880185940563420088e-03 3.880185940563420088e-03 1.389980738909359775e-03 3.880185940563420088e-03 2.918698346959122318e+02
1.383397337886032490e-03 1.383397337886032490e-03 3.888366546299765279e-03 3.888366546299765279e-03 1.383397337886032490e-03 3.888366546299765279e-03 2.918965006979062764e+02
1.375978204564607364e-03 1.375978204564607364e-03 3.896329046440336411e-03 3.896329046440336411e-03 1.375978204564607364e-03 3.896329046440336411e-03 2.919231666999003210e+02
1.367612138165354195e-03 1.367612138165354195e-03 3.903901618740979011e-03 3.903901618740979011e-03 1.367612138165354195e-03 3.903901618740979011e-03 2.919498327018943087e+02
1.358247879936183089e-03 1.358247879936183089e-03 3.910868765142794246e-03 3.910868765142794246e-03 1.358247879936183089e-03 3.910868765142794246e-03 2.919764987038883532e+02
1.347898178471981052e-03 1.347898178471981052e-03 3.917004070717737194e-03 3.917004070717737194e-03 1.347898178471981052e-03 3.917004070717737194e-03 2.920031647058823410e+02
1.336591581188329488e-03 1.336591581188329488e-03 3.922042818357061519e-03 3.922042818357061519e-03 1.336591581188329488e-03 3.922042818357061519e-03 2.920298307078763855e+02
1.324507721435676331e-03 1.324507721435676331e-03 3.925718733466146242e-03 3.925718733466146242e-03 1.324507721435676331e-03 3.925718733466146242e-03 2.920564967098703733e+02
1.311870726443677485e-03 1.311870726443677485e-03 3.927822636104856373e-03 3.927822636104856373e-03 1.311870726443677485e-03 3.927822636104856373e-03 2.920831627118644178e+02
1.298964994362288797e-03 1.298964994362288797e-03 3.928190350053106968e-03 3.928190350053106968e-03 1.298964994362288797e-03 3.928190350053106968e-03 2.921098287138584055e+02
1.286131002876944813e-03 1.286131002876944813e-03 3.926731116170957547e-03 3.926731116170957547e-03 1.286131002876944813e-03 3.926731116170957547e-03 2.921364947158524501e+02
1.273727340565125469e-03 1.273727340565125469e-03 3.923452981212522707e-03 3.923452981212522707e-03 1.273727340565125469e-03 3.923452981212522707e-03 2.921631607178464378e+02
1.262053379338771075e-03 1.262053379338771075e-03 3.918409956633134121e-03 3.918409956633134121e-03 1.262053379338771075e-03 3.918409956633134121e-03 2.921898267198404824e+02
1.251481222696527269e-03 1.251481222696527269e-03 3.911721735077695709e-03 3.911721735077695709e-03 1.251481222696527269e-03 3.911721735077695709e-03 2.922164927218344701e+02
1.242314447437157209e-03 1.242314447437157209e-03 3.903607624632555659e-03 3.903607624632555659e-03 1.242314447437157209e-03 3.903607624632555659e-03 2.922431587238285147e+02
1.234808965526675972e-03 1.234808965526675972e-03 3.894339059743088215e-03 3.894339059743088215e-03 1.234808965526675972e-03 3.894339059743088215e-03 2.922698247258225024e+02
1.229167070457890150e-03 1.229167070457890150e-03 3.884237203617711253e-03 3.884237203617711253e-03 1.229167070457890150e-03 3.884237203617711253e-03 2.922964907278165470e+02
1.225518763720197636e-03 1.225518763720197636e-03 3.873659826810840930e-03 3.873659826810840930e-03 1.225518763720197636e-03 3.873659826810840930e-03 2.923231567298105347e+02
1.223918733768320898e-03 1.223918733768320898e-03 3.862975651735837002e-03 3.862975651735837002e-03 1.223918733768320898e-03 3.862975651735837002e-03 2.923498227318045792e+02
1.224373796927065092e-03 1.224373796927065092e-03 3.852564630549308242e-03 3.852564630549308242e-03 1.224373796927065092e-03 3.852564630549308242e-03 2.923764887337986238e+02
1.226807075119600758e-03 1.226807075119600758e-03 3.842813569828716809e-03 3.842813569828716809e-03 1.226807075119600758e-03 3.842813569828716809e-03 2.924031547357926115e+02
1.231068830343689732e-03 1.231068830343689732e-03 3.834093340558359948e-03 3.834093340558359948e-03 1.231068830343689732e-03 3.834093340558359948e-03 2.924298207377866561e+02
1.236936986286677007e-03 1.236936986286677007e-03 3.826749268084007199e-03 3.826749268084007199e-03 1.236936986286677007e-03 3.826749268084007199e-03 2.924564867397806438e+02
1.244112466086488324e-03 1.244112466086488324e-03 3.821082753822173904e-03 3.821082753822173904e-03 1.244112466086488324e-03 3.821082753822173904e-03 2.924831527417746884e+02
1.252229024350542735e-03 1.252229024350542735e-03 3.817319533082494387e-03 3.817319533082494387e-03 1.252229024350542735e-03 3.817319533082494387e-03 2.925098187437686761e+02
1.260920006579425165e-03 1.260920006579425165e-03 3.815634607318284677e-03 3.815634607318284677e-03 1.260920006579425165e-03 3.815634607318284677e-03 2.925364847457627206e+02
1.269714681471905944e-03 1.269714681471905944e-03 3.816127493393047226e-03 3.816127493393047226e-03 1.269714681471905944e-03 3.816127493393047226e-03 2.925631507477567084e+02
1.278146578344846809e-03 1.278146578344846809e-03 3.818777947056307704e-03 3.818777947056307704e-03 1.278146578344846809e-03 3.818777947056307704e-03 2.925898167497507529e+02
1.285754987409807410e-03 1.285754987409807410e-03 3.823465761147607465e-03 3.823465761147607465e-03 1.285754987409807410e-03 3.823465761147607465e-03 2.926164827517447407e+02
1.292107334124284034e-03 1.292107334124284034e-03 3.829963714319633856e-03 3.829963714319633856e-03 1.292107334124284034e-03 3.829963714319633856e-03 2.926431487537387852e+02
1.296836601088669503e-03 1.296836601088669503e-03 3.837942777614564756e-03 3.837942777614564756e-03 1.296836601088669503e-03 3.837942777614564756e-03 2.926698147557327729e+02
1.299679247709933276e-03 1.299679247709933276e-03 3.847009402408882884e-03 3.847009402408882884e-03 1.299679247709933276e-03 3.847009402408882884e-03 2.926964807577268175e+02
1.300441019730480758e-03 1.300441019730480758e-03 3.856716660442946910e-03 3.856716660442946910e-03 1.300441019730480758e-03 3.856716660442946910e-03 2.927231467597208052e+02
1.299059079245029136e-03 1.299059079245029136e-03 3.866579117302356393e-03 3.866579117302356393e-03 1.299059079245029136e-03 3.866579117302356393e-03 2.927498127617148498e+02
1.295589628027214637e-03 1.295589628027214637e-03 3.876118518090948192e-03 3.876118518090948192e-03 1.295589628027214637e-03 3.876118518090948192e-03 2.927764787637088943e+02
1.290206319246870381e-03 1.290206319246870381e-03 3.884894302409359988e-03 3.884894302409359988e-03 1.290206319246870381e-03 3.884894302409359988e-03 2.928031447657028821e+02
1.283187131903811094e-03 1.283187131903811094e-03 3.892548844739257725e-03 3.892548844739257725e-03 1.283187131903811094e-03 3.892548844739257725e-03 2.928298107676969266e+02
1.274828951871497407e-03 1.274828951871497407e-03 3.898791769452982208e-03 3.898791769452982208e-03 1.274828951871497407e-03 3.898791769452982208e-03 2.928564767696909144e+02
1.265533065806422486e-03 1.265533065806422486e-03 3.903418101900353251e-03 3.903418101900353251e-03 1.265533065806422486e-03 3.903418101900353251e-03 2.928831427716849589e+02
1.255696781187823135e-03 1.255696781187823135e-03 3.906343900477270495e-03 3.906343900477270495e-03 1.255696781187823135e-03 3.906343900477270495e-03 2.929098087736789466e+02
1.245704846661248744e-03 1.245704846661248744e-03 3.907577933744655133e-03 3.907577933744655133e-03 1.245704846661248744e-03 3.907577933744655133e-03 2.929364747756729912e+02
1.235912708276308948e-03 1.235912708276308948e-03 3.907216774055098478e-03 3.907216774055098478e-03 1.235912708276308948e-03 3.907216774055098478e-03 2.929631407776669789e+02
1.226624257156382937e-03 1.226624257156382937e-03 3.905444116760641189e-03 3.905444116760641189e-03 1.226624257156382937e-03 3.905444116760641189e-03 2.929898067796610235e+02
1.218020498751113756e-03 1.218020498751113756e-03 3.902465570725751308e-03 3.902465570725751308e-03 1.218020498751113756e-03 3.902465570725751308e-03 2.930164727816550112e+02
1.210286794235609443e-03 1.210286794235609443e-03 3.898501384436620955e-03 3.898501384436620955e-03 1.210286794235609443e-03 3.898501384436620955e-03 2.930431387836490558e+02
1.203512814393160229e-03 1.203512814393160229e-03 3.893802412927332545e-03 3.893802412927332545e-03 1.203512814393160229e-03 3.893802412927332545e-03 2.930698047856430435e+02
1.197727621162939004e-03 1.197727621162939004e-03 3.888603811063800781e-03 3.888603811063800781e-03 1.197727621162939004e-03 3.888603811063800781e-03 2.930964707876370881e+02
1.192910253020350916e-03 1.192910253020350916e-03 3.883116809256166244e-03 3.883116809256166244e-03 1.192910253020350916e-03 3.883116809256166244e-03 2.931231367896310758e+02
1.189004387828940636e-03 1.189004387828940636e-03 3.877522648265535003e-03 3.877522648265535003e-03 1.189004387828940636e-03 3.877522648265535003e-03 2.931498027916251203e+02
1.185928183085903365e-03 1.185928183085903365e-03 3.871973121961170671e-03 3.871973121961170671e-03 1.185928183085903365e-03 3.871973121961170671e-03 2.931764687936191649e+02
1.183570342926537752e-03 1.183570342926537752e-03 3.866577243518870815e-03 3.866577243518870815e-03 1.183570342926537752e-03 3.866577243518870815e-03 2.932031347956131526e+02
1.181838039962705396e-03 1.181838039962705396e-03 3.861409889653277805e-03 3.861409889653277805e-03 1.181838039962705396e-03 3.861409889653277805e-03 2.932298007976071972e+02
1.180631395669398849e-03 1.180631395669398849e-03 3.856526514104750836e-03 3.856526514104750836e-03 1.180631395669398849e-03 3.856526514104750836e-03 2.932564667996011849e+02
1.179857573784833967e-03 1.179857573784833967e-03 3.851958844145225019e-03 3.851958844145225019e-03 1.179857573784833967e-03 3.851958844145225019e-03 2.932831328015952295e+02
1.179433261284324819e-03 1.179433261284324819e-03 3.847722097035417062e-03 3.847722097035417062e-03 1.179433261284324819e-03 3.847722097035417062e-03 2.933097988035892172e+02
1.179284466315233450e-03 1.179284466315233450e-03 3.843819328431968309e-03 3.843819328431968309e-03 1.179284466315233450e-03 3.843819328431968309e-03 2.933364648055832618e+02
1.179347721096101961e-03 1.179347721096101961e-03 3.840245452773656185e-03 3.840245452773656185e-03 1.179347721096101961e-03 3.840245452773656185e-03 2.933631308075772495e+02
1.179567588454681322e-03 1.179567588454681322e-03 3.836990689022418306e-03 3.836990689022418306e-03 1.179567588454681322e-03 3.836990689022418306e-03 2.933897968095712940e+02
1.179894862790801168e-03 1.179894862790801168e-03 3.834041753203328972e-03 3.834041753203328972e-03 1.179894862790801168e-03 3.834041753203328972e-03 2.934164628115652818e+02
1.180285538469612533e-03 1.180285538469612533e-03 3.831382496529572596e-03 3.831382496529572596e-03 1.180285538469612533e-03 3.831382496529572596e-03 2.934431288135593263e+02
1.180699520244299361e-03 1.180699520244299361e-03 3.828993967783942114e-03 3.828993967783942114e-03 1.180699520244299361e-03 3.828993967783942114e-03 2.934697948155533140e+02
1.181100085296609000e-03 1.181100085296609000e-03 3.826853160284181179e-03 3.826853160284181179e-03 1.181100085296609000e-03 3.826853160284181179e-03 2.934964608175473586e+02
1.181457728949475124e-03 1.181457728949475124e-03 3.824935168482207146e-03 3.824935168482207146e-03 1.181457728949475124e-03 3.824935168482207146e-03 2.935231268195413463e+02
1.181743202514456883e-03 1.181743202514456883e-03 3.823212461030542179e-03 3.823212461030542179e-03 1.181743202514456883e-03 3.823212461030542179e-03 2.935497928215353909e+02
1.181933937289617476e-03 1.181933937289617476e-03 3.821653074060226644e-03 3.821653074060226644e-03 1.181933937289617476e-03 3.821653074060226644e-03 2.935764588235293786e+02
1.182013401706463003e-03 1.182013401706463003e-03 3.820222888520360439e-03 3.820222888520360439e-03 1.182013401706463003e-03 3.820222888520360439e-03 2.936031248255234232e+02
1.181971834842546415e-03 1.181971834842546415e-03 3.818886393090706755e-03 3.818886393090706755e-03 1.181971834842546415e-03 3.818886393090706755e-03 2.936297908275174677e+02
1.181807135715662012e-03 1.181807135715662012e-03 3.817608696994755427e-03 3.817608696994755427e-03 1.181807135715662012e-03 3.817608696994755427e-03 2.936564568295114555e+02
1.181522690579279479e-03 1.181522690579279479e-03 3.816356370367713410e-03 3.816356370367713410e-03 1.181522690579279479e-03 3.816356370367713410e-03 2.936831228315055000e+02
1.181129433315199857e-03 1.181129433315199857e-03 3.815098728912262420e-03 3.815098728912262420e-03 1.181129433315199857e-03 3.815098728912262420e-03 2.937097888334994877e+02
1.180643442658539915e-03 1.180643442658539915e-03 3.813809969618520493e-03 3.813809969618520493e-03 1.180643442658539915e-03 3.813809969618520493e-03 2.937364548354935323e+02
1.180084736816990965e-03 1.180084736816990965e-03 3.812469824206111534e-03 3.812469824206111534e-03 1.180084736816990965e-03 3.812469824206111534e-03 2.937631208374875200e+02
1.179475629488664894e-03 1.179475629488664894e-03 3.811064050079912297e-03 3.811064050079912297e-03 1.179475629488664894e-03 3.811064050079912297e-03 2.937897868394815646e+02
1.178839343743418597e-03 1.178839343743418597e-03 3.809584530685528048e-03 3.809584530685528048e-03 1.178839343743418597e-03 3.809584530685528048e-03 2.938164528414755523e+02
1.178198927408236670e-03 1.178198927408236670e-03 3.808030309928357292e-03 3.808030309928357292e-03 1.178198927408236670e-03 3.808030309928357292e-03 2.938431188434695969e+02
1.177570613827568164e-03 1.177570613827568164e-03 3.806403705837748362e-03 3.806403705837748362e-03 1.177570613827568164e-03 3.806403705837748362e-03 2.938697848454635846e+02
1.176972539578984662e-03 1.176972539578984662e-03 3.804709716772721774e-03 3.804709716772721774e-03 1.176972539578984662e-03 3.804709716772721774e-03 2.938964508474576292e+02
1.176417205639857704e-03 1.176417205639857704e-03 3.802957369379007888e-03 3.802957369379007888e-03 1.176417205639857704e-03 3.802957369379007888e-03 2.939231168494516169e+02
1.175913182036680870e-03 1.175913182036680870e-03 3.801156361957952305e-03 3.801156361957952305e-03 1.175913182036680870e-03 3.801156361957952305e-03 2.939497828514456614e+02
1.175465548084395030e-03 1.175465548084395030e-03 3.799316203682812434e-03 3.799316203682812434e-03 1.175465548084395030e-03 3.799316203682812434e-03 2.939764488534396492e+02
1.175076619879796306e-03 1.175076619879796306e-03 3.797445904574232780e-03 3.797445904574232780e-03 1.175076619879796306e-03 3.797445904574232780e-03 2.940031148554336937e+02
1.174744222750965378e-03 1.174744222750965378e-03 3.795551632738669058e-03 3.795551632738669058e-03 1.174744222750965378e-03 3.795551632738669058e-03 2.940297808574277383e+02
1.174467594115162234e-03 1.174467594115162234e-03 3.793636660684461537e-03 3.793636660684461537e-03 1.174467594115162234e-03 3.793636660684461537e-03 2.940564468594217260e+02
1.174244556267016893e-03 1.174244556267016893e-03 3.791702488051759256e-03 3.791702488051759256e-03 1.174244556267016893e-03 3.791702488051759256e-03 2.940831128614157706e+02
1.174073555622434433e-03 1.174073555622434433e-03 3.789747785189482004e-03 3.789747785189482004e-03 1.174073555622434433e-03 3.789747785189482004e-03 2.941097788634097583e+02
1.173954600035872608e-03 1.173954600035872608e-03 3.787768904530612688e-03 3.787768904530612688e-03 1.173954600035872608e-03 3.787768904530612688e-03 2.941364448654038029e+02
1.173889888953997662e-03 1.173889888953997662e-03 3.785760203555553483e-03 3.785760203555553483e-03 1.173889888953997662e-03 3.785760203555553483e-03 2.941631108673977906e+02
1.173885196963672965e-03 1.173885196963672965e-03 3.783714906200805455e-03 3.783714906200805455e-03 1.173885196963672965e-03 3.783714906200805455e-03 2.941897768693918351e+02
1.173949857802248590e-03 1.173949857802248590e-03 3.781626179482534041e-03 3.781626179482534041e-03 1.173949857802248590e-03 3.781626179482534041e-03 2.942164428713858229e+02
1.174097392700112260e-03 1.174097392700112260e-03 3.779488073468915531e-03 3.779488073468915531e-03 1.174097392700112260e-03 3.779488073468915531e-03 2.942431088733798674e+02
1.174345688362135988e-03 1.174345688362135988e-03 3.777296947322843733e-03 3.777296947322843733e-03 1.174345688362135988e-03 3.777296947322843733e-03 2.942697748753738551e+02
1.174716612507247741e-03 1.174716612507247741e-03 3.775053110545145089e-03 3.775053110545145089e-03 1.174716612507247741e-03 3.775053110545145089e-03 2.942964408773678997e+02
1.175233894300382583e-03 1.175233894300382583e-03 3.772760096117037942e-03 3.772760096117037942e-03 1.175233894300382583e-03 3.772760096117037942e-03 2.943231068793618874e+02
1.175930058799539617e-03 1.175930058799539617e-03 3.770429763468223592e-03 3.770429763468223592e-03 1.175930058799539617e-03 3.770429763468223592e-03 2.943497728813559320e+02
1.176832673681728293e-03 1.176832673681728293e-03 3.768083805564110839e-03 3.768083805564110839e-03 1.176832673681728293e-03 3.768083805564110839e-03 2.943764388833499197e+02
1.177970066734060741e-03 1.177970066734060741e-03 3.765751487747842022e-03 3.765751487747842022e-03 1.177970066734060741e-03 3.765751487747842022e-03 2.944031048853439643e+02
1.179366712646532115e-03 1.179366712646532115e-03 3.763472438513985018e-03 3.763472438513985018e-03 1.179366712646532115e-03 3.763472438513985018e-03 2.944297708873380088e+02
1.181040094662522784e-03 1.181040094662522784e-03 3.761296391563583984e-03 3.761296391563583984e-03 1.181040094662522784e-03 3.761296391563583984e-03 2.944564368893319966e+02
1.182996535026104327e-03 1.182996535026104327e-03 3.759282453042084391e-03 3.759282453042084391e-03 1.182996535026104327e-03 3.759282453042084391e-03 2.944831028913260411e+02
1.185222868017592364e-03 1.185222868017592364e-03 3.757488731496884567e-03 3.757488731496884567e-03 1.185222868017592364e-03 3.757488731496884567e-03 2.945097688933200288e+02
1.187712346267585841e-03 1.187712346267585841e-03 3.755982395242001178e-03 3.755982395242001178e-03 1.187712346267585841e-03 3.755982395242001178e-03 2.945364348953140734e+02
1.190417204683305065e-03 1.190417204683305065e-03 3.754834586137104861e-03 3.754834586137104861e-03 1.190417204683305065e-03 3.754834586137104861e-03 2.945631008973080611e+02
1.193279196434559805e-03 1.193279196434559805e-03 3.754102724451389549e-03 3.754102724451389549e-03 1.193279196434559805e-03 3.754102724451389549e-03 2.945897668993021057e+02
1.196223126088905324e-03 1.196223126088905324e-03 3.753834075998673664e-03 3.753834075998673664e-03 1.196223126088905324e-03 3.753834075998673664e-03 2.946164329012960934e+02
1.199158838756916000e-03 1.199158838756916000e-03 3.754059799283334525e-03 3.754059799283334525e-03 1.199158838756916000e-03 3.754059799283334525e-03 2.946430989032901380e+02
1.201980634881435681e-03 1.201980634881435681e-03 3.754781783067113760e-03 3.754781783067113760e-03 1.201980634881435681e-03 3.754781783067113760e-03 2.946697649052841257e+02
1.204605267155792366e-03 1.204605267155792366e-03 3.755986054865208517e-03 3.755986054865208517e-03 1.204605267155792366e-03 3.755986054865208517e-03 2.946964309072781703e+02
1.206924440812581377e-03 1.206924440812581377e-03 3.757639743786862947e-03 3.757639743786862947e-03 1.206924440812581377e-03 3.757639743786862947e-03 2.947230969092721580e+02
1.208850278632694637e-03 1.208850278632694637e-03 3.759677458020777019e-03 3.759677458020777019e-03 1.208850278632694637e-03 3.759677458020777019e-03 2.947497629112662025e+02
1.210311859200901338e-03 1.210311859200901338e-03 3.762015678721735996e-03 3.762015678721735996e-03 1.210311859200901338e-03 3.762015678721735996e-03 2.947764289132601903e+02
1.211260056330910233e-03 1.211260056330910233e-03 3.764556155499026047e-03 3.764556155499026047e-03 1.211260056330910233e-03 3.764556155499026047e-03 2.948030949152542348e+02
1.211671640156531836e-03 1.211671640156531836e-03 3.767192506527945392e-03 3.767192506527945392e-03 1.211671640156531836e-03 3.767192506527945392e-03 2.948297609172482225e+02
1.211550437106879378e-03 1.211550437106879378e-03 3.769819000777634242e-03 3.769819000777634242e-03 1.211550437106879378e-03 3.769819000777634242e-03 2.948564269192422671e+02
1.210921768242127468e-03 1.210921768242127468e-03 3.772335899440865462e-03 3.772335899440865462e-03 1.210921768242127468e-03 3.772335899440865462e-03 2.948830929212363117e+02
1.209834081207958887e-03 1.209834081207958887e-03 3.774654629409270913e-03 3.774654629409270913e-03 1.209834081207958887e-03 3.774654629409270913e-03 2.949097589232302994e+02
1.208352146580177243e-03 1.208352146580177243e-03 3.776703870133571277e-03 3.776703870133571277e-03 1.208352146580177243e-03 3.776703870133571277e-03 2.949364249252243440e+02
1.206551532157142288e-03 1.206551532157142288e-03 3.778431257172368534e-03 3.778431257172368534e-03 1.206551532157142288e-03 3.778431257172368534e-03 2.949630909272183317e+02
1.204517879008372384e-03 1.204517879008372384e-03 3.779811465135840976e-03 3.779811465135840976e-03 1.204517879008372384e-03 3.779811465135840976e-03 2.949897569292123762e+02
1.202314748194715718e-03 1.202314748194715718e-03 3.780833080284481690e-03 3.780833080284481690e-03 1.202314748194715718e-03 3.780833080284481690e-03 2.950164229312063640e+02
1.200020444686545392e-03 1.200020444686545392e-03 3.781496286820512295e-03 3.781496286820512295e-03 1.200020444686545392e-03 3.781496286820512295e-03 2.950430889332004085e+02
1.197697120680488343e-03 1.197697120680488343e-03 3.781820750235692120e-03 3.781820750235692120e-03 1.197697120680488343e-03 3.781820750235692120e-03 2.950697549351943962e+02
1.195395814868013265e-03 1.195395814868013265e-03 3.781833867010846867e-03 3.781833867010846867e-03 1.195395814868013265e-03 3.781833867010846867e-03 2.950964209371884408e+02
1.193156165746970523e-03 1.193156165746970523e-03 3.781567837577015558e-03 3.781567837577015558e-03 1.193156165746970523e-03 3.781567837577015558e-03 2.951230869391824285e+02
1.191007693265841438e-03 1.191007693265841438e-03 3.781055859293172821e-03 3.781055859293172821e-03 1.191007693265841438e-03 3.781055859293172821e-03 2.951497529411764731e+02
1.188976289103233115e-03 1.188976289103233115e-03 3.780336541534567215e-03 3.780336541534567215e-03 1.188976289103233115e-03 3.780336541534567215e-03 2.951764189431704608e+02
1.187061535348866471e-03 1.187061535348866471e-03 3.779440934048878403e-03 3.779440934048878403e-03 1.187061535348866471e-03 3.779440934048878403e-03 2.952030849451645054e+02
1.185278200444460838e-03 1.185278200444460838e-03 3.778392778068586765e-03 3.778392778068586765e-03 1.185278200444460838e-03 3.778392778068586765e-03 2.952297509471584931e+02
1.183630358924849446e-03 1.183630358924849446e-03 3.777219279234769484e-03 3.777219279234769484e-03 1.183630358924849446e-03 3.777219279234769484e-03 2.952564169491525377e+02
1.182119530978125756e-03 1.182119530978125756e-03 3.775943566339683404e-03 3.775943566339683404e-03 1.182119530978125756e-03 3.775943566339683404e-03 2.952830829511465254e+02
1.180745685281255975e-03 1.180745685281255975e-03 3.774585972065789847e-03 3.774585972065789847e-03 1.180745685281255975e-03 3.774585972065789847e-03 2.953097489531405699e+02
1.179510470208984746e-03 1.179510470208984746e-03 3.773168617166267665e-03 3.773168617166267665e-03 1.179510470208984746e-03 3.773168617166267665e-03 2.953364149551346145e+02
1.178402837251297857e-03 1.178402837251297857e-03 3.771708995800494065e-03 3.771708995800494065e-03 1.178402837251297857e-03 3.771708995800494065e-03 2.953630809571286022e+02
1.177422471192233252e-03 1.177422471192233252e-03 3.770220796775583354e-03 3.770220796775583354e-03 1.177422471192233252e-03 3.770220796775583354e-03 2.953897469591226468e+02
1.176563303308274374e-03 1.176563303308274374e-03 3.768720290468031281e-03 3.768720290468031281e-03 1.176563303308274374e-03 3.768720290468031281e-03 2.954164129611166345e+02
1.175817687718265373e-03 1.175817687718265373e-03 3.767221438176597288e-03 3.767221438176597288e-03 1.175817687718265373e-03 3.767221438176597288e-03 2.954430789631106791e+02
1.175176670169665637e-03 1.175176670169665637e-03 3.765736164995574925e-03 3.765736164995574925e-03 1.175176670169665637e-03 3.765736164995574925e-03 2.954697449651046668e+02
1.174631429415137762e-03 1.174631429415137762e-03 3.764275778068682920e-03 3.764275778068682920e-03 1.174631429415137762e-03 3.764275778068682920e-03 2.954964109670987114e+02
1.174167858203400755e-03 1.174167858203400755e-03 3.762848066495469782e-03 3.762848066495469782e-03 1.174167858203400755e-03 3.762848066495469782e-03 2.955230769690926991e+02
1.173776532821307764e-03 1.173776532821307764e-03 3.761457572978374551e-03 3.761457572978374551e-03 1.173776532821307764e-03 3.761457572978374551e-03 2.955497429710867436e+02
1.173446424097171524e-03 1.173446424097171524e-03 3.760108261459533564e-03 3.760108261459533564e-03 1.173446424097171524e-03 3.760108261459533564e-03 2.955764089730807314e+02
1.173167038369101215e-03 1.173167038369101215e-03 3.758801762477702486e-03 3.758801762477702486e-03 1.173167038369101215e-03 3.758801762477702486e-03 2.956030749750747759e+02
1.172928802713371632e-03 1.172928802713371632e-03 3.757537880894654125e-03 3.757537880894654125e-03 1.172928802713371632e-03 3.757537880894654125e-03 2.956297409770687636e+02
1.172723659660946825e-03 1.172723659660946825e-03 3.756315417167398803e-03 3.756315417167398803e-03 1.172723659660946825e-03 3.756315417167398803e-03 2.956564069790628082e+02
1.172543556133767142e-03 1.172543556133767142e-03 3.755131771140049913e-03 3.755131771140049913e-03 1.172543556133767142e-03 3.755131771140049913e-03 2.956830729810567959e+02
1.172383171344872467e-03 1.172383171344872467e-03 3.753983388383012182e-03 3.753983388383012182e-03 1.172383171344872467e-03 3.753983388383012182e-03 2.957097389830508405e+02
1.172237972195097015e-03 1.172237972195097015e-03 3.752866816687593522e-03 3.752866816687593522e-03 1.172237972195097015e-03 3.752866816687593522e-03 2.957364049850448851e+02
1.172104596540346402e-03 1.172104596540346402e-03 3.751778437785473989e-03 3.751778437785473989e-03 1.172104596540346402e-03 3.751778437785473989e-03 2.957630709870388728e+02
1.171980705378731320e-03 1.171980705378731320e-03 3.750714761592153102e-03 3.750714761592153102e-03 1.171980705378731320e-03 3.750714761592153102e-03 2.957897369890329173e+02
