beta_para	beta_perp	delta_para	delta_perp	delta	beta	energy
0.00010764434532095999	0.00010764434532095999	0.00052980300323808	0.00052980300323808	0.00052980300323808	0.00010764434532095999	670.0
0.00010764152739719999	0.00010764152739719999	0.00052976673275868	0.00052976673275868	0.00052976673275868	0.00010764152739719999	670.01
0.00010763870959368	0.00010763870959368	0.00052973168956476	0.00052973168956476	0.00052973168956476	0.00010763870959368	670.02
0.00010763589191040001	0.00010763589191040001	0.0005296970928708	0.0005296970928708	0.0005296970928708	0.00010763589191040001	670.03
0.00010763310925752	0.00010763310925752	0.0005296627883707199	0.0005296627883707199	0.0005296627883707199	0.00010763310925752	670.04
0.0001076303621508	0.0001076303621508	0.0005296287483108	0.0005296287483108	0.0005296287483108	0.0001076303621508	670.05
0.00010762754482512	0.00010762754482512	0.0005295949014470399	0.0005295949014470399	0.0005295949014470399	0.00010762754482512	670.06
0.0001076247276198	0.0001076247276198	0.0005295611740441199	0.0005295611740441199	0.0005295611740441199	0.0001076247276198	670.07
0.0001076219105346	0.0001076219105346	0.0005295275596983599	0.0005295275596983599	0.0005295275596983599	0.0001076219105346	670.08
0.00010761909356976	0.00010761909356976	0.00052949404210464	0.00052949404210464	0.00052949404210464	0.00010761909356976	670.09
0.00010761627672504	0.00010761627672504	0.0005294605932050399	0.0005294605932050399	0.0005294605932050399	0.00010761627672504	670.1
0.00010761353032488	0.00010761353032488	0.0005294272459302	0.0005294272459302	0.0005294272459302	0.00010761353032488	670.11
0.00010761074862024	0.00010761074862024	0.00052939401678912	0.00052939401678912	0.00052939401678912	0.00010761074862024	670.12
0.00010760793213299999	0.00010760793213299999	0.00052936084772244	0.00052936084772244	0.00052936084772244	0.00010760793213299999	670.13
0.00010760511576587999	0.00010760511576587999	0.00052932772074348	0.00052932772074348	0.00052932772074348	0.00010760511576587999	670.14
0.00010760229951899999	0.00010760229951899999	0.0005292946247875199	0.0005292946247875199	0.0005292946247875199	0.00010760229951899999	670.15
0.00010759955370624	0.00010759955370624	0.00052926160631292	0.00052926160631292	0.00052926160631292	0.00010759955370624	670.16
0.00010759673769756	0.00010759673769756	0.0005292286540397999	0.0005292286540397999	0.0005292286540397999	0.00010759673769756	670.17
0.00010759395670464	0.00010759395670464	0.00052919573794836	0.00052919573794836	0.00052919573794836	0.00010759395670464	670.18
0.00010759114093524001	0.00010759114093524001	0.00052916286106992	0.00052916286106992	0.00052916286106992	0.00010759114093524001	670.19
0.00010758836272428	0.00010758836272428	0.00052913001718356	0.00052913001718356	0.00052913001718356	0.00010758836272428	670.2
0.00010758558006036	0.00010758558006036	0.0005290972347726	0.0005290972347726	0.0005290972347726	0.00010758558006036	670.21
0.00010758276464928	0.00010758276464928	0.00052906448372268	0.00052906448372268	0.00052906448372268	0.00010758276464928	670.22
0.00010757994935843999	0.00010757994935843999	0.0005290317308442	0.0005290317308442	0.0005290317308442	0.00010757994935843999	670.23
0.00010757720651064	0.00010757720651064	0.00052899903297156	0.00052899903297156	0.00052899903297156	0.00010757720651064	670.24
0.00010757439145776	0.00010757439145776	0.00052896638131464	0.00052896638131464	0.00052896638131464	0.00010757439145776	670.25
0.0001075716093864	0.0001075716093864	0.000528933737775	0.000528933737775	0.000528933737775	0.0001075716093864	670.26
0.00010756883200319999	0.00010756883200319999	0.00052890114168444	0.00052890114168444	0.00052890114168444	0.00010756883200319999	670.27
0.00010756601730852	0.00010756601730852	0.00052886856062832	0.00052886856062832	0.00052886856062832	0.00010756601730852	670.28
0.00010756323761808	0.00010756323761808	0.0005288359839274799	0.0005288359839274799	0.0005288359839274799	0.00010756323761808	670.29
0.00010756049344704	0.00010756049344704	0.00052880346945516	0.00052880346945516	0.00052880346945516	0.00010756049344704	670.3
0.00010755767910948	0.00010755767910948	0.0005287709909682	0.0005287709909682	0.0005287709909682	0.00010755767910948	670.31
0.00010755486489204	0.00010755486489204	0.0005287384954938	0.0005287384954938	0.0005287384954938	0.00010755486489204	670.32
0.00010755208821827999	0.00010755208821827999	0.00052870601625216	0.00052870601625216	0.00052870601625216	0.00010755208821827999	670.33
0.0001075493091186	0.0001075493091186	0.00052867357131336	0.00052867357131336	0.00052867357131336	0.0001075493091186	670.34
0.00010754652811164	0.00010754652811164	0.00052864114861476	0.00052864114861476	0.00052864114861476	0.00010754652811164	670.35
0.00010754375179151998	0.00010754375179151998	0.00052860875567124	0.00052860875567124	0.00052860875567124	0.00010754375179151998	670.36
0.00010754093817	0.00010754093817	0.00052857636701112	0.00052857636701112	0.00052857636701112	0.00010754093817	670.37
0.00010753815954324	0.00010753815954324	0.000528543972753	0.000528543972753	0.000528543972753	0.00010753815954324	670.38
0.00010753541642628	0.00010753541642628	0.00052851163025508	0.00052851163025508	0.00052851163025508	0.00010753541642628	670.39
0.00010753260316164	0.00010753260316164	0.00052847930558052	0.00052847930558052	0.00052847930558052	0.00010753260316164	670.4
0.0001075298274318	0.0001075298274318	0.0005284469728586399	0.0005284469728586399	0.0005284469728586399	0.0001075298274318	670.41
0.00010752704927651999	0.00010752704927651999	0.00052841465728908	0.00052841465728908	0.00052841465728908	0.00010752704927651999	670.42
0.00010752430662707999	0.00010752430662707999	0.0005283823833336	0.0005283823833336	0.0005283823833336	0.00010752430662707999	670.43
0.00010752149383811999	0.00010752149383811999	0.00052835013165732	0.00052835013165732	0.00052835013165732	0.00010752149383811999	670.44
0.00010751868116916	0.00010751868116916	0.00052831784322468	0.00052831784322468	0.00052831784322468	0.00010751868116916	670.45
0.00010751594089572	0.00010751594089572	0.0005282855773525199	0.0005282855773525199	0.0005282855773525199	0.00010751594089572	670.46
0.00010751316130536	0.00010751316130536	0.0005282533506020399	0.0005282533506020399	0.0005282533506020399	0.00010751316130536	670.47
0.00010751038640004	0.00010751038640004	0.0005282211356382	0.0005282211356382	0.0005282211356382	0.00010751038640004	670.48
0.00010750757420664	0.00010750757420664	0.00052818890714304	0.00052818890714304	0.00052818890714304	0.00010750757420664	670.49
0.00010750483440024	0.00010750483440024	0.00052815669006036	0.00052815669006036	0.00052815669006036	0.00010750483440024	670.5
0.00010750205528135999	0.00010750205528135999	0.00052812450728868	0.00052812450728868	0.00052812450728868	0.00010750205528135999	670.51
0.00010749928084716	0.00010749928084716	0.00052809232519716	0.00052809232519716	0.00052809232519716	0.00010749928084716	670.52
0.00010749650398836	0.00010749650398836	0.00052806014505648	0.00052806014505648	0.00052806014505648	0.00010749650398836	670.53
0.00010749376262352001	0.00010749376262352001	0.00052802799731676	0.00052802799731676	0.00052802799731676	0.00010749376262352001	670.54
0.0001074909511422	0.0001074909511422	0.00052799585561892	0.00052799585561892	0.00052799585561892	0.0001074909511422	670.55
0.00010748817717888	0.00010748817717888	0.0005279636880832799	0.0005279636880832799	0.0005279636880832799	0.00010748817717888	670.56
0.00010748543818824	0.00010748543818824	0.0005279315539824	0.0005279315539824	0.0005279315539824	0.00010748543818824	670.57
0.0001074826598934	0.0001074826598934	0.00052789944235968	0.00052789944235968	0.00052789944235968	0.0001074826598934	670.58
0.00010747988628215999	0.00010747988628215999	0.0005278673268657599	0.0005278673268657599	0.0005278673268657599	0.00010747988628215999	670.59
0.00010747711024668	0.00010747711024668	0.00052783520948412	0.00052783520948412	0.00052783520948412	0.00010747711024668	670.6
0.00010747436969796	0.00010747436969796	0.00052780312027608	0.00052780312027608	0.00052780312027608	0.00010747436969796	670.61
0.00010747155904727999	0.00010747155904727999	0.00052777102644804	0.00052777102644804	0.00052777102644804	0.00010747155904727999	670.62
0.0001074688207554	0.0001074688207554	0.0005277389283714	0.0005277389283714	0.0005277389283714	0.0001074688207554	670.63
0.00010746604773144	0.00010746604773144	0.0005277068594061599	0.0005277068594061599	0.0005277068594061599	0.00010746604773144	670.64
0.00010746327026028	0.00010746327026028	0.00052767477623628	0.00052767477623628	0.00052767477623628	0.00010746327026028	670.65
0.00010746053231724	0.00010746053231724	0.00052764270996348	0.00052764270996348	0.00052764270996348	0.00010746053231724	670.66
0.00010745775964512	0.00010745775964512	0.00052761066419532	0.00052761066419532	0.00052761066419532	0.00010745775964512	670.67
0.00010745498252627999	0.00010745498252627999	0.00052757860199484	0.00052757860199484	0.00052757860199484	0.00010745498252627999	670.68
0.00010745224493184	0.00010745224493184	0.00052754655519648	0.00052754655519648	0.00052754655519648	0.00010745224493184	670.69
0.00010744947261168	0.00010744947261168	0.00052751452759548	0.00052751452759548	0.00052751452759548	0.00010744947261168	670.7
0.00010744669584491999	0.00010744669584491999	0.00052748248217964	0.00052748248217964	0.00052748248217964	0.00010744669584491999	670.71
0.00010744395859932	0.00010744395859932	0.00052745045017272	0.00052745045017272	0.00052745045017272	0.00010744395859932	670.72
0.00010744118663075999	0.00010744118663075999	0.00052741842892692	0.00052741842892692	0.00052741842892692	0.00010744118663075999	670.73
0.00010743844505352001	0.00010743844505352001	0.0005273864139081599	0.0005273864139081599	0.0005273864139081599	0.00010743844505352001	670.74
0.0001074356733192	0.0001074356733192	0.0005273544113484	0.0005273544113484	0.0005273544113484	0.0001074356733192	670.75
0.00010743290170248	0.00010743290170248	0.00052732239354504	0.00052732239354504	0.00052732239354504	0.00010743290170248	670.76
0.00010743016047408	0.00010743016047408	0.00052729038816612	0.00052729038816612	0.00052729038816612	0.00010743016047408	670.77
0.00010742738909148	0.00010742738909148	0.00052725839413092	0.00052725839413092	0.00052725839413092	0.00010742738909148	670.78
0.00010742461782636	0.00010742461782636	0.000527226375846	0.000527226375846	0.000527226375846	0.00010742461782636	670.79
0.00010742191431828	0.00010742191431828	0.00052719439478436	0.00052719439478436	0.00052719439478436	0.00010742191431828	670.8
0.00010741910591592	0.00010741910591592	0.0005271624161989199	0.0005271624161989199	0.0005271624161989199	0.00010741910591592	670.81
0.00010741636983132	0.00010741636983132	0.00052713040914984	0.00052713040914984	0.00052713040914984	0.00010741636983132	670.82
0.0001074136318398	0.0001074136318398	0.00052709843716608	0.00052709843716608	0.00052709843716608	0.0001074136318398	670.83
0.00010741086115907999	0.00010741086115907999	0.00052706646117588	0.00052706646117588	0.00052706646117588	0.00010741086115907999	670.84
0.00010740812542188001	0.00010740812542188001	0.00052703448913116	0.00052703448913116	0.00052703448913116	0.00010740812542188001	670.85
0.00010740535041312	0.00010740535041312	0.00052700251729956	0.00052700251729956	0.00052700251729956	0.00010740535041312	670.86
0.00010740261490775999	0.00010740261490775999	0.00052697054465016	0.00052697054465016	0.00052697054465016	0.00010740261490775999	670.87
0.00010739984469504	0.00010739984469504	0.0005269385674323599	0.0005269385674323599	0.0005269385674323599	0.00010739984469504	670.88
0.00010739714222112	0.00010739714222112	0.0005269066087746	0.0005269066087746	0.0005269066087746	0.00010739714222112	670.89
0.00010739437224132	0.00010739437224132	0.00052687467585624	0.00052687467585624	0.00052687467585624	0.00010739437224132	670.9
0.00010739159781756	0.00010739159781756	0.00052684270958796	0.00052684270958796	0.00052684270958796	0.00010739159781756	670.91
0.00010738886289119999	0.00010738886289119999	0.0005268107474141999	0.0005268107474141999	0.0005268107474141999	0.00010738886289119999	670.92
0.00010738609326275999	0.00010738609326275999	0.000526778779386	0.000526778779386	0.000526778779386	0.00010738609326275999	670.93
0.00010738339136291999	0.00010738339136291999	0.0005267468269866	0.0005267468269866	0.0005267468269866	0.00010738339136291999	670.94
0.00010738062196715999	0.00010738062196715999	0.00052671488873868	0.00052671488873868	0.00052671488873868	0.00010738062196715999	670.95
0.00010737788750328	0.00010737788750328	0.00052668293367552	0.00052668293367552	0.00052668293367552	0.00010737788750328	670.96
0.00010737515113319998	0.00010737515113319998	0.0005266509917005199	0.0005266509917005199	0.0005266509917005199	0.00010737515113319998	670.97
0.00010737241689995999	0.00010737241689995999	0.00052661905820964	0.00052661905820964	0.00052661905820964	0.00010737241689995999	670.98
0.00010736968076063999	0.00010736968076063999	0.0005265871476963599	0.0005265871476963599	0.0005265871476963599	0.00010736968076063999	670.99
0.0001073668745988	0.0001073668745988	0.00052655520760944	0.00052655520760944	0.00052655520760944	0.0001073668745988	671.0
0.00010736414071367999	0.00010736414071367999	0.000526523239503	0.000526523239503	0.000526523239503	0.00010736414071367999	671.01
0.0001073614049226	0.0001073614049226	0.00052649129305296	0.00052649129305296	0.00052649129305296	0.0001073614049226	671.02
0.000107358671268	0.000107358671268	0.00052645935307428	0.00052645935307428	0.00052645935307428	0.000107358671268	671.03
0.00010735593570768	0.00010735593570768	0.00052642741795884	0.00052642741795884	0.00052642741795884	0.00010735593570768	671.04
0.00010735320228372	0.00010735320228372	0.0005263954930776	0.0005263954930776	0.0005263954930776	0.00010735320228372	671.05
0.000107350434171	0.000107350434171	0.0005263635480866399	0.0005263635480866399	0.0005263635480866399	0.000107350434171	671.06
0.00010734773376072	0.00010734773376072	0.00052633161249468	0.00052633161249468	0.00052633161249468	0.00010734773376072	671.07
0.00010734496588056	0.00010734496588056	0.00052629967985916	0.00052629967985916	0.00052629967985916	0.00010734496588056	671.08
0.00010734226569888	0.00010734226569888	0.00052626774983652	0.00052626774983652	0.00052626774983652	0.00010734226569888	671.09
0.00010733949805128	0.00010733949805128	0.00052623582812232	0.00052623582812232	0.00052623582812232	0.00010733949805128	671.1
0.00010733676531984	0.00010733676531984	0.00052620388423332	0.00052620388423332	0.00052620388423332	0.00010733676531984	671.11
0.00010733403068315999	0.00010733403068315999	0.00052617194677332	0.00052617194677332	0.00052617194677332	0.00010733403068315999	671.12
0.00010733129818223999	0.00010733129818223999	0.0005261400020947199	0.0005261400020947199	0.0005261400020947199	0.00010733129818223999	671.13
0.00010732859857175999	0.00010732859857175999	0.0005261080798694399	0.0005261080798694399	0.0005261080798694399	0.00010732859857175999	671.14
0.00010732583150556	0.00010732583150556	0.00052607614018224	0.00052607614018224	0.00052607614018224	0.00010732583150556	671.15
0.00010732316945484	0.00010732316945484	0.0005260442169287999	0.0005260442169287999	0.0005260442169287999	0.00010732316945484	671.16
0.00010732040262	0.00010732040262	0.00052601231696748	0.00052601231696748	0.00052601231696748	0.00010732040262	671.17
0.00010731767069399999	0.00010731767069399999	0.00052598038375728	0.00052598038375728	0.00052598038375728	0.00010731767069399999	671.18
0.000107314936863	0.000107314936863	0.0005259484549813199	0.0005259484549813199	0.0005259484549813199	0.000107314936863	671.19
0.0001073122051674	0.0001073122051674	0.00052591652508192	0.00052591652508192	0.00052591652508192	0.0001073122051674	671.2
0.00010730947156679998	0.00010730947156679998	0.0005258845930782	0.0005258845930782	0.0005258845930782	0.00010730947156679998	671.21
0.0001073067401016	0.0001073067401016	0.0005258526573954	0.0005258526573954	0.0005258526573954	0.0001073067401016	671.22
0.00010730400673152	0.00010730400673152	0.00052582070907348	0.00052582070907348	0.00052582070907348	0.00010730400673152	671.23
0.00010730131281899999	0.00010730131281899999	0.0005257887681125999	0.0005257887681125999	0.0005257887681125999	0.00010730131281899999	671.24
0.00010729861446252	0.00010729861446252	0.00052575686656272	0.00052575686656272	0.00052575686656272	0.00010729861446252	671.25
0.00010729584867252	0.00010729584867252	0.0005257249519045199	0.0005257249519045199	0.0005257249519045199	0.00010729584867252	671.26
0.00010729311778188	0.00010729311778188	0.00052569300825168	0.00052569300825168	0.00052569300825168	0.00010729311778188	671.27
0.00010729038498672	0.00010729038498672	0.00052566106516188	0.00052566106516188	0.00052566106516188	0.00010729038498672	671.28
0.00010728765432636	0.00010728765432636	0.0005256291018796799	0.0005256291018796799	0.0005256291018796799	0.00010728765432636	671.29
0.00010728499385640001	0.00010728499385640001	0.00052559717588772	0.00052559717588772	0.00052559717588772	0.00010728499385640001	671.3
0.000107282228646	0.000107282228646	0.0005255652547284	0.0005255652547284	0.0005255652547284	0.000107282228646	671.31
0.00010727953108752	0.00010727953108752	0.00052553331674628	0.00052553331674628	0.00052553331674628	0.00010727953108752	671.32
0.00010727676610943999	0.00010727676610943999	0.00052550136163488	0.00052550136163488	0.00052550136163488	0.00010727676610943999	671.33
0.00010727410609044	0.00010727410609044	0.00052546941035892	0.00052546941035892	0.00052546941035892	0.00010727410609044	671.34
0.00010727137611744	0.00010727137611744	0.00052543749436464	0.00052543749436464	0.00052543749436464	0.00010727137611744	671.35
0.00010726864424028	0.00010726864424028	0.00052540555400772	0.00052540555400772	0.00052540555400772	0.00010726864424028	671.36
0.00010726591449744	0.00010726591449744	0.0005253735954584399	0.0005253735954584399	0.0005253735954584399	0.00010726591449744	671.37
0.00010726322015748	0.00010726322015748	0.00052534164593628	0.00052534164593628	0.00052534164593628	0.00010726322015748	671.38
0.0001072604906436	0.0001072604906436	0.0005253096978894	0.0005253096978894	0.0005253096978894	0.0001072604906436	671.39
