beta_P3HTpara beta_P3HTperp delta_P3HT_para delta_P3HTperp delta_P3HT beta_P3HT energy_P3HT
0.000433944 0.000399575 -0.000140387 0.00075016 0.000470894 0.000478243 283.6
0.000435522 0.000397749 -0.000150583 0.000749074 0.000466029 0.000477439 283.613
0.000437384 0.000396648 -0.000156748 0.000745107 0.000460614 0.000477307 283.625
0.000436888 0.0003983 -0.000164073 0.000742521 0.000455778 0.000478397 283.637
0.000436327 0.000398206 -0.000172516 0.000740339 0.000450959 0.000478106 283.65
0.000432529 0.000399728 -0.000183537 0.000738836 0.000445555 0.000477813 283.663
0.00043854 0.000396257 -0.000193109 0.000736634 0.00043998 0.000477453 283.675
0.000437932 0.00039771 -0.000200404 0.000732914 0.000434282 0.000478344 283.688
0.000435384 0.000398392 -0.00021253 0.000732332 0.000429106 0.000477884 283.7
0.000440867 0.000395888 -0.00021969 0.000728265 0.000423306 0.000478068 283.712
0.00043502 0.000399569 -0.000231409 0.000726411 0.0004172 0.000478656 283.725
0.000442832 0.000396184 -0.000242347 0.000723943 0.000411112 0.000479061 283.738
0.000446767 0.000395263 -0.000249263 0.000720279 0.000405502 0.000479873 283.75
0.000438443 0.000400263 -0.000257049 0.000717169 0.0004001 0.000480522 283.762
0.000441921 0.000399638 -0.000269265 0.000715982 0.000394426 0.000481386 283.775
0.000439936 0.000401329 -0.000282345 0.000715692 0.000389243 0.000481928 283.788
0.000447323 0.000396917 -0.000291358 0.000713277 0.000383907 0.00048137 283.8
0.000443388 0.000399324 -0.000297661 0.000708616 0.000377851 0.000481711 283.813
0.000439111 0.000400777 -0.000311237 0.000708288 0.000372409 0.00048118 283.825
0.000439783 0.000399452 -0.000326312 0.000707477 0.000365837 0.000480413 283.837
0.000442213 0.000398912 -0.000341025 0.000705657 0.000358536 0.000480937 283.85
0.000451414 0.000394638 -0.000352466 0.000702119 0.000351695 0.000481189 283.863
0.000448372 0.000395879 -0.000361561 0.000697805 0.000344699 0.000480972 283.875
0.000447305 0.000398181 -0.000372272 0.000694262 0.000337692 0.000482344 283.887
0.000444527 0.000400012 -0.000389705 0.000693673 0.000330439 0.000482687 283.9
0.000448418 0.000399883 -0.000407185 0.000692541 0.000323039 0.000484096 283.913
0.000448565 0.000400631 -0.000424968 0.000693511 0.000316676 0.000484734 283.925
0.000470904 0.000389947 -0.000437119 0.000689621 0.000309079 0.00048511 283.938
0.000465382 0.000394534 -0.000442637 0.000683795 0.000302149 0.000486527 283.95
0.000461739 0.000396991 -0.00045442 0.000680917 0.000295808 0.000487019 283.962
0.000460568 0.00039713 -0.000475527 0.000681085 0.000287629 0.000486673 283.975
0.000476833 0.000391452 -0.000488973 0.000677585 0.000279518 0.000488577 283.988
0.000474016 0.000392578 -0.000497818 0.000671898 0.000271891 0.000488358 284
0.000473877 0.00039533 -0.000514091 0.000669973 0.000264166 0.000490438 284.012
0.000479293 0.000392752 -0.000530122 0.000667621 0.000256079 0.000490539 284.025
0.000480394 0.000393205 -0.000545796 0.000663466 0.000246482 0.000491318 284.038
0.00048613 0.000393654 -0.000560818 0.000660466 0.000238389 0.000493891 284.05
0.00048524 0.000395129 -0.00057771 0.000657832 0.00023009 0.00049469 284.063
0.000493569 0.000392484 -0.000592644 0.000654716 0.00022159 0.000495868 284.075
0.000490594 0.000395856 -0.000607369 0.00065151 0.000213634 0.00049733 284.087
0.000492744 0.000394958 -0.000634909 0.000653323 0.000204152 0.000497467 284.1
0.00051147 0.000387035 -0.000650304 0.000646765 0.000193216 0.000498584 284.113
0.000507271 0.000392002 -0.00066035 0.000639442 0.000183909 0.000500808 284.125
0.000508491 0.000391737 -0.000679325 0.000635739 0.000173571 0.000501076 284.137
0.00051259 0.000394799 -0.000701023 0.000632151 0.000162089 0.000505041 284.15
0.000511798 0.000396694 -0.000724561 0.000629014 0.00015097 0.000506204 284.163
0.000521046 0.000396573 -0.000747898 0.000626841 0.000139393 0.000509696 284.175
0.000526977 0.000398465 -0.000769275 0.000623504 0.000129351 0.000513465 284.188
0.000526762 0.000398835 -0.000797304 0.000622729 0.00011781 0.000513668 284.2
0.000543959 0.000395773 -0.000824414 0.000618752 0.000104166 0.000517963 284.212
0.000553035 0.00039683 -0.000845205 0.000611853 9.03E-05 0.000522303 284.225
0.000557631 0.000403678 -0.000873251 0.00060895 7.74E-05 0.000529397 284.238
0.000567951 0.000403504 -0.000900897 0.00060713 6.61E-05 0.000533264 284.25
0.000580456 0.00040243 -0.000929561 0.000604393 5.20E-05 0.000537281 284.262
0.000594139 0.000407123 -0.000961878 0.000600924 3.68E-05 0.000546229 284.275
0.000613081 0.000407229 -0.000991866 0.000598272 2.30E-05 0.000553657 284.288
0.00062406 0.000411679 -0.001027092 0.000596523 8.56E-06 0.000561367 284.3
0.000655616 0.000410936 -0.001063239 0.000596163 -6.09E-06 0.00057303 284.313
0.000673771 0.000413869 -0.001093045 0.000593842 -1.95E-05 0.000582346 284.325
0.000703101 0.000416376 -0.00112688 0.00059436 -3.25E-05 0.000595665 284.337
0.000749137 0.000409676 -0.001155991 0.000591836 -4.50E-05 0.000608323 284.35
0.000778682 0.000413349 -0.001180283 0.00058728 -5.89E-05 0.000622631 284.363
0.000808243 0.000420332 -0.001207544 0.000586925 -6.99E-05 0.000639512 284.375
0.000848757 0.000421312 -0.001236936 0.000591013 -7.76E-05 0.000655986 284.387
0.000906197 0.000413703 -0.001260905 0.000594061 -8.46E-05 0.000672361 284.4
0.000956331 0.000408891 -0.001266437 0.000586846 -9.22E-05 0.000688073 284.413
0.000991324 0.00041327 -0.001278588 0.000585284 -9.94E-05 0.000705041 284.425
0.001060631 0.000406812 -0.001281898 0.000583874 -0.000100069 0.000726912 284.438
0.0010944 0.000403676 -0.00127491 0.000579938 -0.000100463 0.000737576 284.45
0.001140225 0.000401423 -0.001262941 0.000574068 -0.000101384 0.000753601 284.462
0.001171557 0.000400391 -0.001249123 0.000567431 -9.99E-05 0.000764952 284.475
0.001193025 0.000402969 -0.001237853 0.000561243 -0.000100921 0.000775278 284.488
0.001216925 0.000404382 -0.001236366 0.000557851 -0.000102849 0.000785643 284.5
0.001245652 0.000404747 -0.001229547 0.000554051 -0.000103387 0.000797068 284.512
0.001266843 0.00040706 -0.001221973 0.000550894 -0.000102573 0.000807081 284.525
0.00129429 0.000403641 -0.001214147 0.00054688 -0.00010238 0.000815074 284.538
0.001310391 0.000403358 -0.001205811 0.000540602 -0.000103785 0.0008211 284.55
0.001323471 0.000405564 -0.001199924 0.000533494 -0.000107758 0.000827884 284.563
0.001337791 0.000410356 -0.001198167 0.000528809 -0.00011079 0.000837155 284.575
0.001351719 0.00041197 -0.001193522 0.000524324 -0.000112149 0.000843808 284.587
0.001355377 0.000416193 -0.001197158 0.000519831 -0.00011709 0.000848502 284.6
0.001371647 0.000419654 -0.001208191 0.000515768 -0.000124628 0.000857498 284.613
0.001386502 0.00042515 -0.001213239 0.000512825 -0.000128633 0.000867522 284.625
0.001395369 0.000428727 -0.001222318 0.000510898 -0.000133064 0.000873736 284.637
0.001406219 0.000434352 -0.001238449 0.000510133 -0.000140656 0.000882306 284.65
0.001420843 0.000440182 -0.001262353 0.000511601 -0.000148365 0.000892501 284.663
0.00144398 0.000440559 -0.001289229 0.000514196 -0.000157148 0.000901767 284.675
0.001491767 0.000437372 -0.001312375 0.000514199 -0.000166431 0.000917828 284.688
0.001528872 0.000437911 -0.001314727 0.000509508 -0.000170848 0.000932637 284.7
0.001546265 0.000445033 -0.001327825 0.000509912 -0.000175139 0.000944908 284.712
0.001595989 0.00043824 -0.001342985 0.000508619 -0.000182292 0.000958923 284.725
0.001623831 0.000448156 -0.00135663 0.000507004 -0.000189862 0.000977413 284.738
0.001660985 0.000455889 -0.001373403 0.000511667 -0.000192857 0.000997821 284.75
0.001726949 0.000446824 -0.001384982 0.000517626 -0.000191883 0.001016373 284.762
0.001777506 0.000444666 -0.001380296 0.000517585 -0.000189896 0.001034307 284.775
0.001832672 0.000439886 -0.001377344 0.000519687 -0.000187374 0.001051995 284.788
0.001879658 0.000437011 -0.001363183 0.000516324 -0.000184307 0.001067988 284.8
0.001936185 0.000432345 -0.001354109 0.000520456 -0.000177394 0.001086292 284.813
0.001999999 0.000415001 -0.001317076 0.000511387 -0.000170317 0.001097588 284.825
0.002017582 0.000421798 -0.001283256 0.000503042 -0.000163164 0.00110968 284.837
0.002038576 0.000421257 -0.001253357 0.000495284 -0.00015706 0.001117403 284.85
0.002062981 0.000422683 -0.001235391 0.000492483 -0.000153973 0.001127974 284.863
0.002070054 0.000433791 -0.001230544 0.00049681 -0.000147546 0.001139333 284.875
0.002133261 0.000408787 -0.001214034 0.000496427 -0.00014191 0.001144453 284.887
0.002149025 0.000410536 -0.00116672 0.000475309 -0.00013941 0.001151923 284.9
0.002156999 0.000418482 -0.001150566 0.000472909 -0.000135364 0.001161179 284.913
0.002173541 0.000417071 -0.001133022 0.000468555 -0.000131468 0.001166501 284.925
0.002199656 0.000411141 -0.001112432 0.000461242 -0.000129479 0.001172029 284.938
0.002185452 0.000425455 -0.001099081 0.000455938 -0.000128304 0.001177624 284.95
0.002210494 0.000418871 -0.001089323 0.000451176 -0.000128045 0.001182228 284.962
0.002217383 0.000422311 -0.00107767 0.000443538 -0.000129627 0.001187569 284.975
0.002209581 0.00043409 -0.001078647 0.00044018 -0.000132655 0.00119368 284.988
0.002229918 0.000432126 -0.001093185 0.000442051 -0.000136861 0.001200044 285
0.002248776 0.000433304 -0.001093293 0.000435836 -0.000141653 0.001208272 285.012
0.002270084 0.000434147 -0.001097863 0.000430224 -0.000147326 0.001217189 285.025
0.002267517 0.000448039 -0.001110586 0.000426157 -0.000155852 0.001226969 285.038
0.002298236 0.00045062 -0.001134139 0.000427233 -0.000164763 0.001240886 285.05
0.002323382 0.000459723 -0.001163023 0.000430945 -0.000172869 0.001257699 285.063
0.002379839 0.000453786 -0.001181336 0.00043085 -0.000180113 0.001274991 285.075
0.002407022 0.000464393 -0.001201502 0.000429264 -0.00018897 0.001293761 285.087
0.002473255 0.000469324 -0.001245517 0.000442332 -0.000195554 0.001323273 285.1
0.002573715 0.000454353 -0.001246303 0.000442233 -0.000197148 0.001350623 285.113
0.002618856 0.000468693 -0.001244404 0.000440492 -0.000196235 0.001379254 285.125
0.002679325 0.000471937 -0.00125795 0.000450236 -0.000195523 0.001405223 285.137
0.002783684 0.000471555 -0.001271892 0.000466603 -0.000189354 0.001445401 285.15
0.002913906 0.000448203 -0.001256254 0.00047571 -0.000174181 0.001477792 285.163
0.003032186 0.000427802 -0.00121026 0.000474154 -0.000158228 0.001507841 285.175
0.00312334 0.000419467 -0.001139898 0.0004626 -0.000139077 0.001536729 285.188
0.003204461 0.000416065 -0.001076114 0.000457162 -0.000119299 0.001565553 285.2
0.003270497 0.000418003 -0.001013164 0.000456996 -9.51E-05 0.001592667 285.212
0.00337093 0.00040351 -0.000937772 0.000459559 -6.43E-05 0.001620377 285.225
0.003466975 0.000385191 -0.000836213 0.00045351 -2.78E-05 0.001643417 285.238
0.003514691 0.000378014 -0.000734613 0.000445157 5.07E-06 0.001656357 285.25
0.003574768 0.000366037 -0.000632532 0.000436464 3.72E-05 0.001670367 285.262
0.003639042 0.00034818 -0.000503588 0.000418374 7.36E-05 0.001681443 285.275
0.00366271 0.000348182 -0.000356923 0.00039373 0.000111174 0.001690625 285.288
0.003653616 0.000358605 -0.000239491 0.000381534 0.000147745 0.001695182 285.3
0.003658146 0.000356659 -0.000125518 0.000374644 0.000185932 0.00169543 285.313
0.003649259 0.000356997 -1.81E-05 0.000364863 0.000220667 0.001692246 285.325
0.003634458 0.00035806 8.75E-05 0.000355214 0.000253367 0.00168733 285.337
0.003628663 0.000353626 0.000202267 0.000344629 0.000290119 0.001681642 285.35
0.003570097 0.000364123 0.000309531 0.000335611 0.000325845 0.001667071 285.363
0.003557607 0.000354833 0.000395816 0.000329897 0.000353936 0.001655021 285.375
0.003537297 0.000350682 0.000514018 0.000311681 0.000385355 0.001643924 285.387
0.00346177 0.000356648 0.000634751 0.000292199 0.000416987 0.001619259 285.4
0.003374817 0.000373813 0.00072445 0.00027662 0.000439717 0.001598849 285.413
0.003290949 0.000395759 0.000782973 0.000278186 0.000463025 0.001583345 285.425
0.003233857 0.000395396 0.000842602 0.000282916 0.000490478 0.001560921 285.438
0.003184461 0.000389662 0.000906476 0.000281935 0.000515625 0.001537316 285.45
0.003114704 0.000382554 0.00097738 0.000273057 0.000536859 0.001504748 285.462
0.003009695 0.000388603 0.001043602 0.000256453 0.000549174 0.001468713 285.475
0.002899701 0.00040338 0.00106716 0.00025152 0.000552403 0.001437515 285.488
0.002842722 0.000408795 0.001080858 0.0002501 0.000557979 0.001419617 285.5
0.002771338 0.000416109 0.001108264 0.000252918 0.000570667 0.001397604 285.512
0.002706917 0.000404569 0.001133152 0.000249358 0.000579182 0.001363667 285.525
0.002628372 0.000407785 0.001160504 0.00024084 0.00058127 0.001335699 285.538
0.002542924 0.00041616 0.001171903 0.000235339 0.000582513 0.001309056 285.55
0.002464963 0.000420093 0.001170476 0.000234262 0.000579216 0.00128187 285.563
0.002430697 0.000415336 0.001186129 0.000232308 0.000583488 0.001264891 285.575
0.002326491 0.000415938 0.001202607 0.000220998 0.000582332 0.001224942 285.587
0.002245963 0.000427222 0.001170208 0.000219484 0.000569762 0.001202463 285.6
0.00218878 0.000423605 0.001153834 0.000218764 0.000561861 0.001177479 285.613
0.002130711 0.000423937 0.001135951 0.000214807 0.000551816 0.001155215 285.625
0.002080771 0.000423508 0.001120205 0.000209032 0.000541886 0.001135514 285.637
0.002010057 0.000427511 0.001093686 0.000205228 0.000528764 0.001111193 285.65
0.001952878 0.00043067 0.001051979 0.000204103 0.000510812 0.001091467 285.663
0.001935089 0.00042279 0.001020973 0.000199816 0.00049493 0.001078456 285.675
0.001897169 0.000425804 0.00099117 0.000196485 0.000481699 0.001066086 285.688
0.001882508 0.000413466 0.000975947 0.000188922 0.000469822 0.00105083 285.7
0.001830913 0.000420394 0.000961738 0.000175058 0.000453432 0.001036193 285.712
0.001786775 0.000429452 0.000925733 0.000170654 0.000435551 0.001026101 285.725
0.001766165 0.000427432 0.000889304 0.000167891 0.000419294 0.001016541 285.738
0.001751109 0.000425687 0.000863248 0.000162747 0.000405462 0.001009347 285.75
0.001728254 0.000425972 0.000839476 0.000157114 0.000392008 0.001000705 285.762
0.001707095 0.000426036 0.000815749 0.000149124 0.000376782 0.000992548 285.775
0.001682328 0.000427695 0.000787501 0.000143555 0.000361256 0.000984229 285.788
0.00166566 0.00042717 0.000758062 0.000137421 0.000344999 0.000977358 285.8
0.001662014 0.000424757 0.00073232 0.000129352 0.000328863 0.000974072 285.813
0.001635486 0.000432402 0.000711901 0.00012214 0.00031534 0.000969713 285.825
0.001638765 0.000426375 0.000689027 0.000116078 0.000302048 0.00096631 285.837
0.001617009 0.000430887 0.000665873 0.000108477 0.000286886 0.000961372 285.85
0.00161791 0.000427865 0.000648899 9.82E-05 0.000272478 0.000959377 285.863
0.00159175 0.000435232 0.000628819 9.01E-05 0.000258181 0.000954946 285.875
0.00158423 0.000438773 0.000599595 8.62E-05 0.000244276 0.000954776 285.887
0.001582399 0.000437573 0.000576414 8.08E-05 0.000230971 0.000953135 285.9
0.001565129 0.00044122 0.000513733 5.76E-05 0.000188302 0.000949266 285.94
0.001561272 0.000443425 0.000459675 3.21E-05 0.000147845 0.00094948 285.98
0.001548569 0.000450657 0.000411237 4.99E-06 0.000108178 0.000950163 286.02
0.001543907 0.000457668 0.000362163 -2.25E-05 6.77E-05 0.000953793 286.06
0.001539591 0.000468316 0.000313835 -4.89E-05 2.83E-05 0.000960379 286.1
0.001547342 0.000474859 0.000270736 -7.63E-05 -9.40E-06 0.00096846 286.14
0.001542704 0.000486644 0.000226763 -0.00010428 -4.81E-05 0.000975803 286.18
0.001557183 0.000494438 0.000179342 -0.000131332 -8.77E-05 0.000987465 286.22
0.001580828 0.000498181 0.000146722 -0.000165625 -0.00012675 0.000999538 286.26
0.001587215 0.000513668 0.000119652 -0.000203656 -0.000166874 0.001014028 286.3
0.001599567 0.000529598 8.72E-05 -0.000238471 -0.000206448 0.001031175 286.34
0.001615321 0.000544154 5.87E-05 -0.000274863 -0.000245441 0.001048576 286.38
0.00162742 0.000559958 3.16E-05 -0.000315317 -0.000287322 0.001065528 286.42
0.001644314 0.000579828 4.86E-06 -0.000359137 -0.000331844 0.001087492 286.46
0.001658959 0.00060421 -1.87E-05 -0.000404771 -0.00037629 0.001112085 286.5
0.001680358 0.000627379 -3.48E-05 -0.000456424 -0.000422491 0.001138357 286.54
0.001678434 0.000667067 -5.03E-05 -0.00051116 -0.00047082 0.001168395 286.58
0.001682482 0.000706428 -7.01E-05 -0.000569135 -0.000523388 0.001200496 286.62
0.001662403 0.000770106 -0.000108597 -0.000623913 -0.000581163 0.001242103 286.66
0.001684091 0.000827851 -0.000147519 -0.000676719 -0.000637299 0.001295306 286.7
0.001663153 0.000912489 -0.00018893 -0.000726739 -0.000691957 0.001352838 286.74
0.001658832 0.001003103 -0.000265177 -0.000760008 -0.000747753 0.00142145 286.78
0.001693756 0.00109057 -0.000346407 -0.000786723 -0.000800365 0.00150284 286.82
0.001736131 0.001192207 -0.000416946 -0.000808159 -0.000844656 0.001598114 286.86
0.001779984 0.001305354 -0.000493986 -0.000810562 -0.000876393 0.001702887 286.9
0.001857541 0.001409627 -0.00056694 -0.000799406 -0.000896494 0.00181385 286.94
0.00192564 0.001530735 -0.000641669 -0.000767489 -0.000900672 0.001934202 286.98
0.002050845 0.001620807 -0.000707132 -0.000722058 -0.000891142 0.002052629 287.02
0.002176841 0.001727129 -0.000736554 -0.000666366 -0.000859523 0.002183967 287.06
0.002299088 0.001814164 -0.000746689 -0.000587866 -0.000801921 0.00229889 287.1
0.002430948 0.001880374 -0.000729319 -0.000505874 -0.000731869 0.002401389 287.14
0.002521407 0.001952703 -0.000700902 -0.000408939 -0.000643769 0.002492577 287.18
0.002622287 0.001980233 -0.000675956 -0.000303938 -0.000552829 0.002553057 287.22
0.002717074 0.002002897 -0.000645419 -0.000203634 -0.000463196 0.002607399 287.26
0.002823811 0.001996993 -0.000598562 -0.000106713 -0.000368488 0.002644216 287.3
0.00290906 0.001975503 -0.000528986 -3.12E-05 -0.000283519 0.00266061 287.34
0.002942864 0.001974537 -0.000485451 4.54E-05 -0.000206676 0.002672971 287.38
0.003040341 0.001929384 -0.000451354 0.000117963 -0.000137348 0.002675752 287.42
0.003112462 0.001891206 -0.000398009 0.000165873 -7.96E-05 0.00267411 287.46
0.00319894 0.00185398 -0.000341454 0.00020497 -2.78E-05 0.002678774 287.5
0.003274453 0.001817454 -0.000276769 0.0002361 2.15E-05 0.002679728 287.54
0.003366536 0.001780386 -0.00019861 0.000258787 6.88E-05 0.002686689 287.58
0.003439616 0.001748256 -0.000102174 0.000275263 0.000119494 0.00269011 287.62
0.003507116 0.001714653 3.97E-06 0.000286709 0.000169168 0.002690224 287.66
0.003564486 0.001678663 0.000129321 0.000283463 0.00021534 0.002684557 287.7
0.003581617 0.001668046 0.000258507 0.000275791 0.000259198 0.002682966 287.74
0.003576832 0.001661635 0.000361136 0.000280909 0.000303729 0.002676137 287.78
0.003615158 0.00163373 0.000474435 0.000276588 0.000343849 0.002669357 287.82
0.003589875 0.001640503 0.000597211 0.000267589 0.000384352 0.002664805 287.86
0.003576101 0.001640472 0.000694052 0.000276661 0.000428658 0.002659438 287.9
0.003578061 0.001623263 0.000810245 0.000279088 0.000476315 0.00264685 287.94
0.003529177 0.00162046 0.00093607 0.000272693 0.000520592 0.002625717 287.98
0.003452691 0.001627764 0.001023824 0.00027873 0.00055914 0.002601718 288.02
0.003419827 0.001609726 0.001104012 0.000282479 0.000593042 0.00257498 288.06
0.003363714 0.001603171 0.001209034 0.000270714 0.000624947 0.002548133 288.1
0.003248349 0.001615214 0.001286945 0.000264117 0.000650194 0.002512731 288.14
0.003157467 0.001622751 0.001326011 0.000268083 0.00066805 0.002483329 288.18
0.003071023 0.001626029 0.001348885 0.000276873 0.000684106 0.002452346 288.22
0.003004294 0.00161724 0.001366447 0.000278534 0.000691975 0.002419648 288.26
0.00292775 0.001623784 0.001374946 0.000277901 0.00069441 0.002395037 288.3
0.002873175 0.001624172 0.001373032 0.000282873 0.000697851 0.002374172 288.34
0.00283017 0.001617241 0.00138212 0.000279097 0.000698137 0.002352117 288.38
0.002757701 0.00163446 0.001377857 0.000279958 0.000697176 0.002337366 288.42
0.002724803 0.001632296 0.001360285 0.000290329 0.000698697 0.002322929 288.46
0.002687493 0.001629968 0.00134667 0.000295051 0.000696936 0.002306653 288.5
0.002677015 0.001622698 0.001339925 0.000293995 0.000692929 0.00229695 288.54
0.00265371 0.001627444 0.001347394 0.000292518 0.000694841 0.002291593 288.58
0.002622854 0.001623111 0.001354753 0.000289237 0.000695486 0.002276264 288.62
0.002582326 0.001634987 0.001348417 0.000288301 0.000692376 0.002269758 288.66
0.002565065 0.001634037 0.00133516 0.000293512 0.00069127 0.002262326 288.7
0.002558261 0.001630069 0.001337982 0.000291137 0.000690612 0.002256609 288.74
0.002529422 0.001635135 0.001347612 0.000284872 0.000689624 0.002249354 288.78
0.002489813 0.001648456 0.00133397 0.000288483 0.00068659 0.002244325 288.82
0.002495001 0.001644144 0.001324737 0.000293789 0.000687044 0.002242993 288.86
0.002473235 0.001645002 0.00132971 0.000293196 0.000689797 0.002235216 288.9
0.002459876 0.001641053 0.00133247 0.000287015 0.000684671 0.002226972 288.94
0.002429294 0.001655428 0.001329081 0.000282608 0.000680607 0.002226261 288.98
0.002417415 0.001662609 0.001317616 0.000289199 0.000680889 0.002227225 289.02
0.002409702 0.001658499 0.001312936 0.000292552 0.00068259 0.002221045 289.06
0.002406335 0.001654387 0.001320073 0.000284568 0.000678364 0.002216549 289.1
0.002371864 0.001672233 0.001317596 0.000282558 0.000676114 0.002217023 289.14
0.002375709 0.00166874 0.001314745 0.000284477 0.000676525 0.002215805 289.18
0.002346225 0.001677461 0.001313657 0.000283571 0.000675493 0.002211135 289.22
0.002346981 0.001675043 0.001312111 0.000281392 0.000673252 0.002209552 289.26
0.002315924 0.00168626 0.001313046 0.000278126 0.000671423 0.002206208 289.3
0.002295324 0.00169233 0.001293446 0.000282069 0.000666481 0.002202926 289.34
0.002306351 0.001688085 0.001285189 0.000280494 0.00066228 0.00220391 289.38
0.002288873 0.001696247 0.001286796 0.000276071 0.000659458 0.002203463 289.42
0.002283091 0.001697624 0.001283442 0.000272358 0.00065548 0.002202289 289.46
0.002265218 0.001708642 0.001281214 0.000268375 0.000651393 0.002203903 289.5
0.002220949 0.001730457 0.00124253 0.000270594 0.000638802 0.002203655 289.625
0.002229877 0.001732952 0.001205112 0.000264834 0.00061953 0.002209053 289.75
0.002230873 0.001746653 0.001192192 0.000238704 0.00059444 0.002220067 289.875
0.002217966 0.001793647 0.001173314 0.000219823 0.000570985 0.002251513 290
0.002220295 0.001831636 0.001143649 0.000217411 0.000558491 0.002281885 290.125
0.002235772 0.001865894 0.001111172 0.000216401 0.000545071 0.00231446 290.25
0.00228184 0.001897948 0.001091798 0.00021248 0.000533905 0.002357191 290.375
0.002331379 0.00193607 0.001105919 0.000204299 0.000533185 0.002405974 290.5
0.002348472 0.001986641 0.001136949 0.000198149 0.000540835 0.002451831 290.625
0.00233172 0.00205265 0.001132608 0.000214835 0.000552281 0.002496536 290.75
0.002392932 0.002078439 0.001127561 0.000235241 0.000566192 0.00254028 290.875
0.002436314 0.002115702 0.001169226 0.000235544 0.000582335 0.00258601 291
0.002438856 0.002178098 0.001211596 0.000243476 0.000604596 0.002635395 291.125
0.002445058 0.002237687 0.001237677 0.000273174 0.000638448 0.002684022 291.25
0.002462453 0.002275937 0.001268101 0.000306831 0.000676865 0.002720439 291.375
0.002470948 0.002313349 0.001311197 0.000330491 0.000711735 0.002752753 291.5
0.002453056 0.002366792 0.001344471 0.000359312 0.000746747 0.002787269 291.625
0.002451572 0.002410724 0.001363378 0.000400065 0.000785928 0.00282077 291.75
0.002461538 0.002444267 0.001392822 0.00043755 0.000826266 0.002850654 291.875
0.002459008 0.002487284 0.001436746 0.000472534 0.00087029 0.00288304 292
0.002423273 0.002539814 0.001462861 0.000524539 0.000921451 0.002909928 292.125
0.002423219 0.00256267 0.00148125 0.000580679 0.000972243 0.002927635 292.25
0.002397861 0.002595629 0.001502347 0.000631298 0.001019333 0.002943366 292.375
0.002381735 0.002626988 0.001506259 0.000692746 0.001068401 0.002961436 292.5
0.002385759 0.002642146 0.001512778 0.000758046 0.001121873 0.002974754 292.625
0.00238713 0.002651489 0.00152888 0.000819896 0.001176319 0.002982534 292.75
0.002386158 0.00265564 0.00154652 0.000879662 0.001229294 0.002985377 292.875
0.002387981 0.002655871 0.001566633 0.000937826 0.001282338 0.002986263 293
0.002388034 0.002650843 0.001592831 0.000994301 0.001335214 0.002982384 293.125
0.0023693 0.002631602 0.001636141 0.001083799 0.001422843 0.002960192 293.35
0.002345254 0.002606068 0.001699607 0.00121649 0.001548216 0.00293106 293.7
0.002293139 0.002545723 0.001756124 0.001352361 0.001680065 0.00286404 294.05
0.002246418 0.002417024 0.001805782 0.001432045 0.001763704 0.00274609 294.4
0.002145677 0.002347992 0.001808311 0.001462061 0.001784333 0.002653472 294.75
0.002144883 0.002275339 0.0017866 0.001478432 0.001787176 0.002596809 295.1
0.002136504 0.002239163 0.001794445 0.001481562 0.001792265 0.002565497 295.45
0.002139072 0.002216177 0.001809419 0.001494147 0.001808383 0.002548664 295.8
0.002149345 0.002192418 0.001844916 0.001512968 0.001837005 0.002534219 296.15
0.002140397 0.002163204 0.001899162 0.001527168 0.001870351 0.002508087 296.5
0.002107921 0.00214315 0.001955502 0.001536715 0.001899904 0.002479937 296.85
0.002053757 0.002122433 0.001996723 0.001544529 0.001923004 0.00244286 297.2
0.002004224 0.002102732 0.002022267 0.001541349 0.001928856 0.002408367 297.55
0.001954031 0.002106859 0.002042299 0.001534547 0.001930751 0.002392102 297.9
0.001896474 0.002125959 0.002050341 0.001544286 0.001942216 0.002384594 298.25
0.001848759 0.002132676 0.002044187 0.001565163 0.001956383 0.002371299 298.6
0.001817245 0.002138691 0.002040988 0.00158419 0.001969955 0.002363742 298.95
0.001768916 0.002154798 0.002032296 0.001612242 0.001988304 0.002357492 299.3
0.001741942 0.002153383 0.002015522 0.001645624 0.002008572 0.002345933 299.65
0.001711351 0.002155457 0.001997712 0.001676918 0.002025746 0.002335677 300
0.001695096 0.002152925 0.001976034 0.001711124 0.002044064 0.002327409 300.35
0.001686432 0.002145763 0.00195914 0.001743881 0.002062989 0.002318493 300.7
0.00168123 0.002139437 0.001947419 0.001775033 0.002082453 0.002311568 301.05
0.001677111 0.002134649 0.001939096 0.001809707 0.002105927 0.002306257 301.4
0.00167663 0.002121619 0.001935011 0.001845904 0.002133307 0.002295963 301.75
0.00167504 0.002106648 0.001936481 0.001879717 0.002160197 0.002283734 302.1
0.001669555 0.002089264 0.001939231 0.001912202 0.002186607 0.002268122 302.45
0.001670895 0.002068892 0.001951384 0.001940422 0.002213229 0.002252839 302.8
0.001644346 0.002056633 0.001962475 0.001969564 0.00224047 0.002233034 303.15
0.00162165 0.002040617 0.001956002 0.002006192 0.002266422 0.002211808 303.5
0.001613211 0.002013569 0.00194608 0.00204403 0.00229218 0.002187555 303.85
0.001609624 0.001979058 0.001942299 0.002076153 0.002315964 0.002159394 304.2
0.001604641 0.001941901 0.00194579 0.002099233 0.002335136 0.002128639 304.55
0.001585024 0.001914957 0.0019437 0.002123282 0.002353153 0.002100131 304.9
0.001577624 0.001873665 0.001931887 0.002148281 0.002368252 0.002065231 305.25
