beta_P3HTpara beta_P3HTperp delta_P3HT_para delta_P3HTperp delta_P3HT beta_P3HT energy_P3HT
0.001583074 0.001830235 0.001928019 0.00216413 0.002379122 0.002033658 305.6
0.001578392 0.001787476 0.001930313 0.002172355 0.002386523 0.001998674 305.95
0.001575819 0.001749166 0.001932767 0.002175659 0.002390039 0.001967961 306.3
0.001566062 0.001713996 0.001931613 0.002178425 0.002391933 0.001936896 306.65
0.001571645 0.001673558 0.001934418 0.002175598 0.002390892 0.001907694 307
0.00156004 0.001643956 0.00194049 0.002168559 0.002387954 0.001880231 307.35
0.00155456 0.001613345 0.001940518 0.002161383 0.002382346 0.001854362 307.7
0.001552348 0.001586977 0.001943911 0.002151258 0.00237574 0.00183305 308.05
0.00154591 0.001565913 0.001950302 0.002142071 0.002371408 0.001814214 308.4
0.001534415 0.001544605 0.001953213 0.002134059 0.00236644 0.001793228 308.75
0.001527675 0.001525746 0.001952396 0.002126831 0.002360489 0.001775985 309.1
0.001526355 0.001504604 0.001955389 0.002119842 0.002356564 0.001759074 309.45
0.001521243 0.001482025 0.001965192 0.002107708 0.002351228 0.001739578 309.8
0.001501274 0.00147 0.001967604 0.002095434 0.002342451 0.001722505 310.15
0.001498746 0.001454536 0.001966555 0.002084923 0.002333861 0.00170953 310.5
0.001488396 0.001445387 0.001969972 0.002075669 0.002328283 0.001698419 310.85
0.001479449 0.001431526 0.001970707 0.002067961 0.00232288 0.001684197 311.2
0.001473387 0.001419145 0.001975149 0.002056479 0.002315625 0.001672242 311.55
0.001452862 0.00141608 0.001972426 0.002049758 0.002309532 0.001661904 311.9
0.001454759 0.001400791 0.001967663 0.002044479 0.002303823 0.001650781 312.25
0.00144927 0.001390209 0.001973259 0.002032775 0.002296785 0.001640443 312.6
0.001435632 0.001387323 0.001976297 0.002023719 0.002291114 0.001632916 312.95
0.001422976 0.001381733 0.001972338 0.002019439 0.002286476 0.001623671 313.3
0.001420193 0.001372539 0.001969894 0.0020144 0.002281729 0.00161546 313.65
0.001412843 0.001364387 0.001972981 0.002006676 0.00227721 0.001606286 314
0.001398467 0.001359858 0.001972253 0.001998896 0.002270757 0.001597197 314.35
0.00138919 0.001356867 0.001966187 0.001993555 0.002264245 0.001591279 314.7
0.001385878 0.001352836 0.001962288 0.001990426 0.002260397 0.001586868 315.05
0.001381145 0.001346364 0.001963088 0.001986945 0.002258484 0.001580012 315.4
0.001370262 0.001340922 0.001963733 0.001981947 0.00225514 0.00157157 315.75
0.001354915 0.001338455 0.001953975 0.00197887 0.002248366 0.001563705 316.1
0.001362753 0.001331614 0.001947251 0.001976241 0.002244042 0.001561438 316.45
0.00135824 0.001327114 0.001950861 0.001972179 0.002242705 0.001556197 316.8
0.001348917 0.001323368 0.001949975 0.001969279 0.002240155 0.001549675 317.15
0.001343876 0.001319236 0.001945239 0.001968189 0.00223755 0.001544515 317.5
0.001346886 0.00131009 0.001948669 0.001963953 0.002235845 0.001538588 317.85
0.001328318 0.001310409 0.001949074 0.001960107 0.002233005 0.001531634 318.2
0.001326098 0.001305132 0.001942404 0.001959758 0.002230258 0.00152668 318.55
0.001322744 0.001299447 0.001942515 0.001957715 0.002229077 0.001520969 318.9
0.001310876 0.001294488 0.001938614 0.001955105 0.002225062 0.00151252 319.25
0.001311111 0.001290121 0.001933202 0.001953147 0.002221731 0.001509224 319.6
0.001307266 0.001282935 0.00193272 0.001949936 0.002219888 0.001502158 320
0.00128261 0.001267231 0.001921914 0.001938605 0.002205968 0.001480414 321.5
0.001272235 0.001253592 0.001908851 0.001933195 0.002197493 0.001465811 323
0.001263789 0.001236441 0.001902947 0.001932412 0.002195217 0.001449232 324.5
0.001254513 0.001211729 0.00190214 0.001928929 0.002193161 0.001426465 326
0.001240693 0.001191831 0.001901862 0.001922498 0.00218821 0.001405671 327.5
0.00123242 0.001169814 0.00190518 0.001915618 0.002184662 0.001385384 329
0.001214278 0.001149586 0.001911692 0.00190622 0.002180308 0.001362657 330.5
0.00119462 0.001133217 0.001914974 0.001897972 0.002175493 0.001342336 332
0.001176983 0.001113351 0.001920378 0.001889594 0.002171698 0.001320086 333.5
0.001149683 0.001096433 0.001926307 0.001878841 0.002166093 0.001296375 335
0.00111717 0.001083006 0.001924226 0.001869616 0.00215844 0.00127335 336.5
0.001089946 0.001068208 0.001916452 0.001861996 0.002149911 0.001251313 338
0.001062815 0.001053828 0.001905695 0.001854519 0.002140215 0.001229636 339.5
0.001041176 0.001039465 0.001893383 0.001847791 0.002130577 0.001210103 341
0.001019816 0.001023807 0.001882188 0.001840949 0.002121449 0.001189673 342.5
0.00099563 0.001008773 0.001866972 0.001834223 0.002110762 0.001168631 344
0.000980018 0.000990677 0.001849482 0.001825811 0.002097695 0.00114854 345.5
0.000964864 0.000975984 0.001832438 0.001815633 0.002083439 0.001131265 347
0.000956794 0.000961053 0.001816948 0.001804896 0.002069084 0.001116553 348.5
0.000949961 0.000949961 0.001807666 0.001794863 0.002057955 0.001105299 350
0.000930324 0.000930324 0.001795327 0.001781452 0.002044038 0.001082452 352.319
0.000884464 0.000884464 0.001760128 0.001747881 0.00200534 0.001029093 358.017
0.000840863 0.000840863 0.001724608 0.001714013 0.001966444 0.000978362 363.808
0.000799419 0.000799419 0.001689181 0.001679945 0.001927362 0.00093014 369.692
0.000760017 0.000760017 0.001654311 0.001646185 0.001888777 0.000884295 375.672
0.00072111 0.00072111 0.001619608 0.001612403 0.001850267 0.000839027 381.748
0.000683275 0.000683275 0.001584126 0.001577701 0.001810595 0.000795005 387.922
0.000647285 0.000647285 0.001548036 0.001542278 0.001770076 0.00075313 394.197
0.000612905 0.000612905 0.001511674 0.001506491 0.001729154 0.000713128 400.573
0.000580244 0.000580244 0.001475108 0.00147043 0.001687865 0.000675126 407.052
0.000567134 0.000567134 0.001459754 0.001455268 0.001670547 0.000659872 409.8
0.000566191 0.000566191 0.001458645 0.001454172 0.001669297 0.000658776 410
0.000549332 0.000549332 0.001438553 0.001434315 0.001646604 0.00063916 413.635
0.000520064 0.000520064 0.001402171 0.001398323 0.001605388 0.000605105 420.326
0.00049236 0.00049236 0.001366093 0.001362589 0.001564482 0.000572871 427.124
0.000466133 0.000466133 0.001330397 0.001327203 0.001523966 0.000542355 434.032
0.000441304 0.000441304 0.001295167 0.001292248 0.001483938 0.000513467 441.052
0.000417782 0.000417782 0.001260474 0.001257802 0.00144449 0.000486098 448.186
0.000395437 0.000395437 0.001226337 0.00122389 0.001405647 0.000460099 455.435
0.000374236 0.000374236 0.001192748 0.001190501 0.001367395 0.000435431 462.802
0.000354147 0.000354147 0.00115974 0.001157676 0.001329778 0.000412057 470.287
0.000335134 0.000335134 0.001127351 0.001125453 0.001292841 0.000389936 477.894
0.000317135 0.000317135 0.001095668 0.00109392 0.001256706 0.000368993 485.623
0.000299921 0.000299921 0.00106461 0.001062999 0.001221263 0.000348964 493.478
0.000283643 0.000283643 0.001034127 0.001032641 0.001186447 0.000330025 501.459
0.000268249 0.000268249 0.00100428 0.001002908 0.001152347 0.000312113 509.57
0.000253692 0.000253692 0.000975095 0.000973828 0.001118991 0.000295176 517.812
0.000239929 0.000239929 0.000946586 0.000945415 0.001086396 0.000279162 526.187
0.000226915 0.000226915 0.000918759 0.000917674 0.001054565 0.00026402 534.698
0.000215089 0.000215089 0.000892692 0.000891685 0.001024762 0.000250261 543
0.000214812 0.000214812 0.000892074 0.000891069 0.001024057 0.000249938 543.2
0.00021461 0.00021461 0.000891622 0.000890618 0.001023542 0.000249703 543.346
0.000202973 0.000202973 0.000865193 0.000864264 0.000993286 0.000236164 552.134
0.000191895 0.000191895 0.000839439 0.000838578 0.000963813 0.000223274 561.065
0.000181391 0.000181391 0.00081431 0.000813511 0.000935041 0.000211052 570.139
0.000171475 0.000171475 0.000789807 0.000789066 0.000906978 0.000199515 579.361
0.000162107 0.000162107 0.000765951 0.000765263 0.000879652 0.000188615 588.732
0.000153253 0.000153253 0.000742738 0.0007421 0.000853058 0.000178313 598.254
0.000144883 0.000144883 0.00072016 0.000719567 0.000827186 0.000168575 607.93
0.000136971 0.000136971 0.000698209 0.000697657 0.000802027 0.000159369 617.763
0.000129488 0.000129488 0.000676882 0.00067637 0.000777582 0.000150662 627.755
0.000122388 0.000122388 0.000656167 0.00065569 0.000753835 0.0001424 637.908
0.000115638 0.000115638 0.000636023 0.000635579 0.000730739 0.000134547 648.226
0.000109237 0.000109237 0.000616414 0.000616001 0.000708255 0.000127099 658.711
0.00010319 0.00010319 0.000597301 0.000596916 0.000686325 0.000120063 669.365
9.76E-05 9.76E-05 0.000578721 0.000578363 0.000665 0.000113565 680.191
9.24E-05 9.24E-05 0.000560783 0.00056045 0.000644411 0.000107544 691.193
8.76E-05 8.76E-05 0.000543573 0.000543262 0.000624677 0.000101875 702.372
8.27E-05 8.27E-05 0.00052696 0.00052667 0.00060564 9.62E-05 713.733
7.79E-05 7.79E-05 0.000510719 0.000510449 0.000587004 9.06E-05 725.277
7.34E-05 7.34E-05 0.000494841 0.000494589 0.000568774 8.54E-05 737.008
6.92E-05 6.92E-05 0.000479387 0.000479152 0.000551033 8.05E-05 748.928
6.52E-05 6.52E-05 0.000464362 0.000464143 0.000533783 7.58E-05 761.042
6.14E-05 6.14E-05 0.000449768 0.000449564 0.000517027 7.15E-05 773.351
5.79E-05 5.79E-05 0.0004356 0.000435409 0.000500757 6.73E-05 785.859
5.45E-05 5.45E-05 0.00042185 0.000421672 0.000484967 6.35E-05 798.57
5.14E-05 5.14E-05 0.000408513 0.000408347 0.00046965 5.98E-05 811.486
4.84E-05 4.84E-05 0.000395578 0.000395423 0.000454793 5.64E-05 824.611
4.56E-05 4.56E-05 0.000383038 0.000382894 0.00044039 5.31E-05 837.949
4.30E-05 4.30E-05 0.000370885 0.00037075 0.000426429 5.00E-05 851.502
4.05E-05 4.05E-05 0.000359102 0.000358976 0.000412894 4.71E-05 865.274
3.82E-05 3.82E-05 0.000347677 0.000347559 0.000399768 4.44E-05 879.269
3.59E-05 3.59E-05 0.000336599 0.000336489 0.000387039 4.18E-05 893.491
3.38E-05 3.38E-05 0.000325863 0.00032576 0.000374704 3.94E-05 907.943
3.19E-05 3.19E-05 0.000315463 0.000315367 0.000362753 3.71E-05 922.628
3.00E-05 3.00E-05 0.000305386 0.000305296 0.000351174 3.49E-05 937.551
2.83E-05 2.83E-05 0.000295622 0.000295538 0.000339953 3.29E-05 952.715
2.66E-05 2.66E-05 0.000286163 0.000286084 0.000329082 3.10E-05 968.124
2.51E-05 2.51E-05 0.000276999 0.000276926 0.00031855 2.92E-05 983.783
2.36E-05 2.36E-05 0.000268125 0.000268056 0.00030835 2.75E-05 999.695
2.22E-05 2.22E-05 0.000259533 0.000259469 0.000298475 2.59E-05 1015.86
2.09E-05 2.09E-05 0.000251215 0.000251155 0.000288913 2.44E-05 1032.29
1.97E-05 1.97E-05 0.00024316 0.000243104 0.000279655 2.29E-05 1048.99
1.85E-05 1.85E-05 0.000235356 0.000235303 0.000270684 2.16E-05 1065.96
1.74E-05 1.74E-05 0.000227796 0.000227747 0.000261993 2.03E-05 1083.2
1.64E-05 1.64E-05 0.000220475 0.000220429 0.000253576 1.91E-05 1100.72
1.54E-05 1.54E-05 0.000213386 0.000213343 0.000245426 1.80E-05 1118.52
1.45E-05 1.45E-05 0.000206521 0.000206481 0.000237533 1.69E-05 1136.61
1.37E-05 1.37E-05 0.000199872 0.000199835 0.000229889 1.59E-05 1155
1.29E-05 1.29E-05 0.000193438 0.000193403 0.000222491 1.50E-05 1173.68
1.21E-05 1.21E-05 0.000187211 0.000187178 0.000215331 1.41E-05 1192.66
1.14E-05 1.14E-05 0.000181182 0.000181151 0.000208398 1.33E-05 1211.95
1.07E-05 1.07E-05 0.000175347 0.000175319 0.00020169 1.25E-05 1231.55
1.01E-05 1.01E-05 0.0001697 0.000169673 0.000195196 1.17E-05 1251.47
9.48E-06 9.48E-06 0.000164231 0.000164206 0.000188907 1.10E-05 1271.72
8.92E-06 8.92E-06 0.000158938 0.000158915 0.000182821 1.04E-05 1292.29
8.38E-06 8.38E-06 0.000153814 0.000153792 0.000176928 9.75E-06 1313.19
7.88E-06 7.88E-06 0.000148854 0.000148833 0.000171224 9.17E-06 1334.43
7.41E-06 7.41E-06 0.000144053 0.000144033 0.000165702 8.63E-06 1356.01
6.97E-06 6.97E-06 0.000139405 0.000139387 0.000160358 8.11E-06 1377.94
6.55E-06 6.55E-06 0.000134906 0.000134889 0.000155183 7.63E-06 1400.23
6.16E-06 6.16E-06 0.000130552 0.000130536 0.000150175 7.17E-06 1422.88
5.80E-06 5.80E-06 0.000126338 0.000126323 0.000145329 6.74E-06 1445.89
5.45E-06 5.45E-06 0.000122259 0.000122245 0.000140637 6.34E-06 1469.28
5.12E-06 5.12E-06 0.000118312 0.000118299 0.000136098 5.96E-06 1493.04
4.82E-06 4.82E-06 0.000114492 0.000114479 0.000131704 5.61E-06 1517.19
4.53E-06 4.53E-06 0.000110794 0.000110782 0.00012745 5.27E-06 1541.73
4.26E-06 4.26E-06 0.000107214 0.000107203 0.000123333 4.96E-06 1566.67
4.01E-06 4.01E-06 0.00010375 0.00010374 0.000119349 4.66E-06 1592.01
3.77E-06 3.77E-06 0.000100398 0.000100388 0.000115493 4.38E-06 1617.76
3.54E-06 3.54E-06 9.72E-05 9.71E-05 0.000111761 4.12E-06 1643.92
3.33E-06 3.33E-06 9.40E-05 9.40E-05 0.000108149 3.87E-06 1670.51
3.13E-06 3.13E-06 9.10E-05 9.10E-05 0.000104652 3.64E-06 1697.53
2.94E-06 2.94E-06 8.80E-05 8.80E-05 0.000101268 3.43E-06 1724.99
2.77E-06 2.77E-06 8.52E-05 8.52E-05 9.80E-05 3.22E-06 1752.89
2.60E-06 2.60E-06 8.24E-05 8.24E-05 9.48E-05 3.03E-06 1781.24
2.44E-06 2.44E-06 7.98E-05 7.98E-05 9.18E-05 2.84E-06 1810.05
2.30E-06 2.30E-06 7.72E-05 7.72E-05 8.88E-05 2.67E-06 1839.32
2.16E-06 2.16E-06 7.47E-05 7.47E-05 8.59E-05 2.51E-06 1869.07
2.03E-06 2.03E-06 7.22E-05 7.22E-05 8.31E-05 2.36E-06 1899.3
1.90E-06 1.90E-06 6.99E-05 6.99E-05 8.04E-05 2.22E-06 1930.02
1.79E-06 1.79E-06 6.76E-05 6.76E-05 7.78E-05 2.08E-06 1961.24
1.68E-06 1.68E-06 6.54E-05 6.54E-05 7.53E-05 1.96E-06 1992.96
1.58E-06 1.58E-06 6.33E-05 6.33E-05 7.28E-05 1.84E-06 2025.2
1.48E-06 1.48E-06 6.12E-05 6.12E-05 7.04E-05 1.73E-06 2057.95
1.39E-06 1.39E-06 5.92E-05 5.92E-05 6.81E-05 1.62E-06 2091.24
1.31E-06 1.31E-06 5.73E-05 5.73E-05 6.59E-05 1.52E-06 2125.06
1.23E-06 1.23E-06 5.54E-05 5.54E-05 6.37E-05 1.43E-06 2159.43
1.15E-06 1.15E-06 5.36E-05 5.35E-05 6.16E-05 1.34E-06 2194.36
1.08E-06 1.08E-06 5.18E-05 5.18E-05 5.95E-05 1.26E-06 2229.85
1.02E-06 1.02E-06 5.00E-05 5.00E-05 5.75E-05 1.18E-06 2265.92
9.55E-07 9.55E-07 4.83E-05 4.83E-05 5.56E-05 1.11E-06 2302.57
8.96E-07 8.96E-07 4.67E-05 4.67E-05 5.37E-05 1.04E-06 2339.81
8.41E-07 8.41E-07 4.50E-05 4.50E-05 5.18E-05 9.79E-07 2377.66
7.89E-07 7.89E-07 4.33E-05 4.33E-05 4.98E-05 9.18E-07 2416.11
7.41E-07 7.41E-07 4.13E-05 4.13E-05 4.75E-05 8.62E-07 2455.19
7.21E-07 7.21E-07 3.77E-05 3.77E-05 4.35E-05 8.39E-07 2471.9
2.45E-06 2.45E-06 3.77E-05 3.77E-05 4.35E-05 2.85E-06 2472.1
2.37E-06 2.37E-06 4.02E-05 4.02E-05 4.62E-05 2.76E-06 2494.9
2.24E-06 2.24E-06 3.95E-05 3.95E-05 4.54E-05 2.61E-06 2535.26
2.12E-06 2.12E-06 3.85E-05 3.85E-05 4.43E-05 2.46E-06 2576.26
2.00E-06 2.00E-06 3.74E-05 3.74E-05 4.31E-05 2.33E-06 2617.93
1.89E-06 1.89E-06 3.64E-05 3.64E-05 4.18E-05 2.20E-06 2660.27
1.78E-06 1.78E-06 3.53E-05 3.53E-05 4.06E-05 2.07E-06 2703.3
1.68E-06 1.68E-06 3.43E-05 3.43E-05 3.94E-05 1.96E-06 2747.03
1.59E-06 1.59E-06 3.33E-05 3.33E-05 3.83E-05 1.85E-06 2791.46
1.50E-06 1.50E-06 3.23E-05 3.23E-05 3.71E-05 1.74E-06 2836.61
1.41E-06 1.41E-06 3.13E-05 3.13E-05 3.60E-05 1.65E-06 2882.49
1.33E-06 1.33E-06 3.03E-05 3.03E-05 3.49E-05 1.55E-06 2929.11
1.26E-06 1.26E-06 2.94E-05 2.94E-05 3.38E-05 1.46E-06 2976.48
1.19E-06 1.19E-06 2.85E-05 2.85E-05 3.28E-05 1.38E-06 3024.63
1.12E-06 1.12E-06 2.76E-05 2.76E-05 3.18E-05 1.30E-06 3073.55
1.06E-06 1.06E-06 2.68E-05 2.68E-05 3.08E-05 1.23E-06 3123.26
9.95E-07 9.95E-07 2.59E-05 2.59E-05 2.99E-05 1.16E-06 3173.78
9.38E-07 9.38E-07 2.51E-05 2.51E-05 2.89E-05 1.09E-06 3225.11
8.84E-07 8.84E-07 2.44E-05 2.44E-05 2.80E-05 1.03E-06 3277.27
8.33E-07 8.33E-07 2.36E-05 2.36E-05 2.72E-05 9.69E-07 3330.28
7.85E-07 7.85E-07 2.29E-05 2.29E-05 2.63E-05 9.13E-07 3384.15
7.40E-07 7.40E-07 2.21E-05 2.21E-05 2.55E-05 8.61E-07 3438.88
6.97E-07 6.97E-07 2.15E-05 2.15E-05 2.47E-05 8.11E-07 3494.5
6.57E-07 6.57E-07 2.08E-05 2.08E-05 2.39E-05 7.64E-07 3551.02
6.18E-07 6.18E-07 2.01E-05 2.01E-05 2.32E-05 7.20E-07 3608.46
5.83E-07 5.83E-07 1.95E-05 1.95E-05 2.24E-05 6.78E-07 3666.82
5.49E-07 5.49E-07 1.89E-05 1.89E-05 2.17E-05 6.38E-07 3726.13
5.17E-07 5.17E-07 1.83E-05 1.83E-05 2.11E-05 6.01E-07 3786.4
4.86E-07 4.86E-07 1.77E-05 1.77E-05 2.04E-05 5.66E-07 3847.64
4.58E-07 4.58E-07 1.72E-05 1.72E-05 1.97E-05 5.33E-07 3909.87
4.31E-07 4.31E-07 1.66E-05 1.66E-05 1.91E-05 5.02E-07 3973.11
4.06E-07 4.06E-07 1.61E-05 1.61E-05 1.85E-05 4.72E-07 4037.38
3.82E-07 3.82E-07 1.56E-05 1.56E-05 1.79E-05 4.45E-07 4102.68
3.60E-07 3.60E-07 1.51E-05 1.51E-05 1.74E-05 4.18E-07 4169.03
3.39E-07 3.39E-07 1.46E-05 1.46E-05 1.68E-05 3.94E-07 4236.46
3.19E-07 3.19E-07 1.42E-05 1.42E-05 1.63E-05 3.71E-07 4304.98
3.00E-07 3.00E-07 1.37E-05 1.37E-05 1.58E-05 3.49E-07 4374.62
2.82E-07 2.82E-07 1.33E-05 1.33E-05 1.53E-05 3.28E-07 4445.37
2.65E-07 2.65E-07 1.29E-05 1.29E-05 1.48E-05 3.09E-07 4517.27
2.50E-07 2.50E-07 1.25E-05 1.25E-05 1.43E-05 2.91E-07 4590.33
2.35E-07 2.35E-07 1.21E-05 1.21E-05 1.39E-05 2.73E-07 4664.58
2.21E-07 2.21E-07 1.17E-05 1.17E-05 1.34E-05 2.57E-07 4740.03
2.08E-07 2.08E-07 1.13E-05 1.13E-05 1.30E-05 2.42E-07 4816.69
1.95E-07 1.95E-07 1.10E-05 1.10E-05 1.26E-05 2.27E-07 4894.6
1.84E-07 1.84E-07 1.06E-05 1.06E-05 1.22E-05 2.14E-07 4973.77
1.73E-07 1.73E-07 1.03E-05 1.03E-05 1.18E-05 2.01E-07 5054.21
1.63E-07 1.63E-07 9.94E-06 9.94E-06 1.14E-05 1.89E-07 5135.96
1.53E-07 1.53E-07 9.63E-06 9.63E-06 1.11E-05 1.78E-07 5219.03
1.44E-07 1.44E-07 9.32E-06 9.32E-06 1.07E-05 1.67E-07 5303.44
1.35E-07 1.35E-07 9.03E-06 9.03E-06 1.04E-05 1.57E-07 5389.22
1.27E-07 1.27E-07 8.74E-06 8.74E-06 1.01E-05 1.48E-07 5476.39
1.19E-07 1.19E-07 8.47E-06 8.47E-06 9.74E-06 1.39E-07 5564.97
1.12E-07 1.12E-07 8.20E-06 8.20E-06 9.43E-06 1.31E-07 5654.98
1.06E-07 1.06E-07 7.94E-06 7.94E-06 9.13E-06 1.23E-07 5746.44
9.92E-08 9.92E-08 7.69E-06 7.69E-06 8.85E-06 1.15E-07 5839.39
9.33E-08 9.33E-08 7.44E-06 7.44E-06 8.56E-06 1.09E-07 5933.83
8.77E-08 8.77E-08 7.21E-06 7.21E-06 8.29E-06 1.02E-07 6029.81
8.24E-08 8.24E-08 6.98E-06 6.98E-06 8.03E-06 9.58E-08 6127.33
7.74E-08 7.74E-08 6.76E-06 6.76E-06 7.78E-06 9.01E-08 6226.44
7.27E-08 7.27E-08 6.54E-06 6.54E-06 7.53E-06 8.46E-08 6327.15
6.84E-08 6.84E-08 6.34E-06 6.34E-06 7.29E-06 7.95E-08 6429.48
6.42E-08 6.42E-08 6.13E-06 6.13E-06 7.06E-06 7.47E-08 6533.48
6.04E-08 6.04E-08 5.94E-06 5.94E-06 6.84E-06 7.02E-08 6639.15
5.67E-08 5.67E-08 5.75E-06 5.75E-06 6.62E-06 6.60E-08 6746.54
5.33E-08 5.33E-08 5.57E-06 5.57E-06 6.41E-06 6.20E-08 6855.65
5.01E-08 5.01E-08 5.39E-06 5.39E-06 6.21E-06 5.82E-08 6966.54
4.70E-08 4.70E-08 5.22E-06 5.22E-06 6.01E-06 5.47E-08 7079.22
4.42E-08 4.42E-08 5.06E-06 5.06E-06 5.82E-06 5.14E-08 7193.72
4.15E-08 4.15E-08 4.90E-06 4.90E-06 5.63E-06 4.83E-08 7310.07
3.90E-08 3.90E-08 4.74E-06 4.74E-06 5.46E-06 4.53E-08 7428.31
3.66E-08 3.66E-08 4.59E-06 4.59E-06 5.28E-06 4.26E-08 7548.45
3.44E-08 3.44E-08 4.45E-06 4.45E-06 5.12E-06 4.00E-08 7670.54
3.23E-08 3.23E-08 4.30E-06 4.30E-06 4.95E-06 3.76E-08 7794.61
3.03E-08 3.03E-08 4.17E-06 4.17E-06 4.80E-06 3.53E-08 7920.68
2.85E-08 2.85E-08 4.04E-06 4.04E-06 4.64E-06 3.31E-08 8048.79
2.67E-08 2.67E-08 3.91E-06 3.91E-06 4.50E-06 3.11E-08 8178.98
2.51E-08 2.51E-08 3.78E-06 3.78E-06 4.36E-06 2.92E-08 8311.26
2.36E-08 2.36E-08 3.66E-06 3.66E-06 4.22E-06 2.74E-08 8445.69
2.21E-08 2.21E-08 3.55E-06 3.55E-06 4.08E-06 2.58E-08 8582.29
2.08E-08 2.08E-08 3.44E-06 3.44E-06 3.95E-06 2.42E-08 8721.11
1.95E-08 1.95E-08 3.33E-06 3.33E-06 3.83E-06 2.27E-08 8862.16
1.83E-08 1.83E-08 3.22E-06 3.22E-06 3.71E-06 2.13E-08 9005.5
1.72E-08 1.72E-08 3.12E-06 3.12E-06 3.59E-06 2.00E-08 9151.16
1.61E-08 1.61E-08 3.02E-06 3.02E-06 3.48E-06 1.88E-08 9299.17
1.52E-08 1.52E-08 2.93E-06 2.93E-06 3.37E-06 1.76E-08 9449.58
1.42E-08 1.42E-08 2.83E-06 2.83E-06 3.26E-06 1.66E-08 9602.42
1.34E-08 1.34E-08 2.74E-06 2.74E-06 3.16E-06 1.55E-08 9757.73
1.25E-08 1.25E-08 2.66E-06 2.66E-06 3.06E-06 1.46E-08 9915.55
1.18E-08 1.18E-08 2.57E-06 2.57E-06 2.96E-06 1.37E-08 10075.9
1.10E-08 1.10E-08 2.49E-06 2.49E-06 2.87E-06 1.29E-08 10238.9
1.04E-08 1.04E-08 2.41E-06 2.41E-06 2.77E-06 1.21E-08 10404.5
9.73E-09 9.73E-09 2.34E-06 2.34E-06 2.69E-06 1.13E-08 10572.8
9.13E-09 9.13E-09 2.26E-06 2.26E-06 2.60E-06 1.06E-08 10743.8
8.57E-09 8.57E-09 2.19E-06 2.19E-06 2.52E-06 9.97E-09 10917.6
8.04E-09 8.04E-09 2.12E-06 2.12E-06 2.44E-06 9.36E-09 11094.2
7.55E-09 7.55E-09 2.05E-06 2.05E-06 2.36E-06 8.78E-09 11273.6
7.08E-09 7.08E-09 1.99E-06 1.99E-06 2.29E-06 8.24E-09 11455.9
6.64E-09 6.64E-09 1.93E-06 1.93E-06 2.22E-06 7.73E-09 11641.2
6.23E-09 6.23E-09 1.86E-06 1.86E-06 2.15E-06 7.25E-09 11829.5
5.85E-09 5.85E-09 1.81E-06 1.81E-06 2.08E-06 6.81E-09 12020.8
5.49E-09 5.49E-09 1.75E-06 1.75E-06 2.01E-06 6.38E-09 12215.3
5.15E-09 5.15E-09 1.69E-06 1.69E-06 1.95E-06 5.99E-09 12412.8
4.83E-09 4.83E-09 1.64E-06 1.64E-06 1.89E-06 5.62E-09 12613.6
4.53E-09 4.53E-09 1.59E-06 1.59E-06 1.83E-06 5.27E-09 12817.6
4.25E-09 4.25E-09 1.54E-06 1.54E-06 1.77E-06 4.95E-09 13025
3.99E-09 3.99E-09 1.49E-06 1.49E-06 1.71E-06 4.64E-09 13235.6
3.74E-09 3.74E-09 1.44E-06 1.44E-06 1.66E-06 4.35E-09 13449.7
3.51E-09 3.51E-09 1.40E-06 1.40E-06 1.61E-06 4.08E-09 13667.2
3.29E-09 3.29E-09 1.35E-06 1.35E-06 1.56E-06 3.83E-09 13888.3
3.09E-09 3.09E-09 1.31E-06 1.31E-06 1.51E-06 3.59E-09 14112.9
2.89E-09 2.89E-09 1.27E-06 1.27E-06 1.46E-06 3.37E-09 14341.2
2.71E-09 2.71E-09 1.23E-06 1.23E-06 1.41E-06 3.16E-09 14573.1
2.55E-09 2.55E-09 1.19E-06 1.19E-06 1.37E-06 2.96E-09 14808.9
2.39E-09 2.39E-09 1.15E-06 1.15E-06 1.32E-06 2.78E-09 15048.4
2.24E-09 2.24E-09 1.11E-06 1.11E-06 1.28E-06 2.60E-09 15291.8
2.10E-09 2.10E-09 1.08E-06 1.08E-06 1.24E-06 2.44E-09 15539.1
1.97E-09 1.97E-09 1.04E-06 1.04E-06 1.20E-06 2.29E-09 15790.4
1.84E-09 1.84E-09 1.01E-06 1.01E-06 1.16E-06 2.15E-09 16045.8
1.73E-09 1.73E-09 9.80E-07 9.80E-07 1.13E-06 2.01E-09 16305.4
1.62E-09 1.62E-09 9.49E-07 9.49E-07 1.09E-06 1.89E-09 16569.1
1.52E-09 1.52E-09 9.19E-07 9.19E-07 1.06E-06 1.77E-09 16837.1
1.43E-09 1.43E-09 8.90E-07 8.90E-07 1.02E-06 1.66E-09 17109.4
1.34E-09 1.34E-09 8.62E-07 8.62E-07 9.92E-07 1.55E-09 17386.1
1.25E-09 1.25E-09 8.34E-07 8.34E-07 9.60E-07 1.46E-09 17667.4
1.17E-09 1.17E-09 8.08E-07 8.08E-07 9.30E-07 1.37E-09 17953.1
1.10E-09 1.10E-09 7.83E-07 7.83E-07 9.00E-07 1.28E-09 18243.5
1.03E-09 1.03E-09 7.58E-07 7.58E-07 8.72E-07 1.20E-09 18538.6
9.66E-10 9.66E-10 7.34E-07 7.34E-07 8.44E-07 1.12E-09 18838.4
