beta_P3HTpara beta_P3HTperp delta_P3HTpara delta_P3HTperp delta_P3HT beta_P3HT energy_P3HT
0.001998674 0.001998674 0.002386523 0.002386523 0.002386523 0.001998674 305.95
0.001967961 0.001967961 0.002390039 0.002390039 0.002390039 0.001967961 306.3
0.001936896 0.001936896 0.002391933 0.002391933 0.002391933 0.001936896 306.65
0.001907694 0.001907694 0.002390892 0.002390892 0.002390892 0.001907694 307.0
0.001880231 0.001880231 0.002387954 0.002387954 0.002387954 0.001880231 307.35
0.001854362 0.001854362 0.002382346 0.002382346 0.002382346 0.001854362 307.7
0.00183305 0.00183305 0.00237574 0.00237574 0.00237574 0.00183305 308.05
0.001814214 0.001814214 0.002371408 0.002371408 0.002371408 0.001814214 308.4
0.001793228 0.001793228 0.00236644 0.00236644 0.00236644 0.001793228 308.75
0.001775985 0.001775985 0.002360489 0.002360489 0.002360489 0.001775985 309.1
0.001759074 0.001759074 0.002356564 0.002356564 0.002356564 0.001759074 309.45
0.001739578 0.001739578 0.002351228 0.002351228 0.002351228 0.001739578 309.8
0.001722505 0.001722505 0.002342451 0.002342451 0.002342451 0.001722505 310.15
0.00170953 0.00170953 0.002333861 0.002333861 0.002333861 0.00170953 310.5
0.001698419 0.001698419 0.002328283 0.002328283 0.002328283 0.001698419 310.85
0.001684197 0.001684197 0.00232288 0.00232288 0.00232288 0.001684197 311.2
0.001672242 0.001672242 0.002315625 0.002315625 0.002315625 0.001672242 311.55
0.001661904 0.001661904 0.002309532 0.002309532 0.002309532 0.001661904 311.9
0.001650781 0.001650781 0.002303823 0.002303823 0.002303823 0.001650781 312.25
0.001640443 0.001640443 0.002296785 0.002296785 0.002296785 0.001640443 312.6
0.001632916 0.001632916 0.002291114 0.002291114 0.002291114 0.001632916 312.95
0.001623671 0.001623671 0.002286476 0.002286476 0.002286476 0.001623671 313.3
0.00161546 0.00161546 0.002281729 0.002281729 0.002281729 0.00161546 313.65
0.001606286 0.001606286 0.00227721 0.00227721 0.00227721 0.001606286 314.0
0.001597197 0.001597197 0.002270757 0.002270757 0.002270757 0.001597197 314.35
0.001591279 0.001591279 0.002264245 0.002264245 0.002264245 0.001591279 314.7
0.001586868 0.001586868 0.002260397 0.002260397 0.002260397 0.001586868 315.05
0.001580012 0.001580012 0.002258484 0.002258484 0.002258484 0.001580012 315.4
0.00157157 0.00157157 0.00225514 0.00225514 0.00225514 0.00157157 315.75
0.001563705 0.001563705 0.002248366 0.002248366 0.002248366 0.001563705 316.1
0.001561438 0.001561438 0.002244042 0.002244042 0.002244042 0.001561438 316.45
0.001556197 0.001556197 0.002242705 0.002242705 0.002242705 0.001556197 316.8
0.001549675 0.001549675 0.002240155 0.002240155 0.002240155 0.001549675 317.15
0.001544515 0.001544515 0.00223755 0.00223755 0.00223755 0.001544515 317.5
0.001538588 0.001538588 0.002235845 0.002235845 0.002235845 0.001538588 317.85
0.001531634 0.001531634 0.002233005 0.002233005 0.002233005 0.001531634 318.2
0.00152668 0.00152668 0.002230258 0.002230258 0.002230258 0.00152668 318.55
0.001520969 0.001520969 0.002229077 0.002229077 0.002229077 0.001520969 318.9
0.00151252 0.00151252 0.002225062 0.002225062 0.002225062 0.00151252 319.25
0.001509224 0.001509224 0.002221731 0.002221731 0.002221731 0.001509224 319.6
0.001502158 0.001502158 0.002219888 0.002219888 0.002219888 0.001502158 320.0
0.001480414 0.001480414 0.002205968 0.002205968 0.002205968 0.001480414 321.5
0.001465811 0.001465811 0.002197493 0.002197493 0.002197493 0.001465811 323.0
0.001449232 0.001449232 0.002195217 0.002195217 0.002195217 0.001449232 324.5
0.001426465 0.001426465 0.002193161 0.002193161 0.002193161 0.001426465 326.0
0.001405671 0.001405671 0.00218821 0.00218821 0.00218821 0.001405671 327.5
0.001385384 0.001385384 0.002184662 0.002184662 0.002184662 0.001385384 329.0
0.001362657 0.001362657 0.002180308 0.002180308 0.002180308 0.001362657 330.5
0.001342336 0.001342336 0.002175493 0.002175493 0.002175493 0.001342336 332.0
0.001320086 0.001320086 0.002171698 0.002171698 0.002171698 0.001320086 333.5
0.001296375 0.001296375 0.002166093 0.002166093 0.002166093 0.001296375 335.0
0.00127335 0.00127335 0.00215844 0.00215844 0.00215844 0.00127335 336.5
0.001251313 0.001251313 0.002149911 0.002149911 0.002149911 0.001251313 338.0
0.001229636 0.001229636 0.002140215 0.002140215 0.002140215 0.001229636 339.5
0.001210103 0.001210103 0.002130577 0.002130577 0.002130577 0.001210103 341.0
0.001189673 0.001189673 0.002121449 0.002121449 0.002121449 0.001189673 342.5
0.001168631 0.001168631 0.002110762 0.002110762 0.002110762 0.001168631 344.0
0.00114854 0.00114854 0.002097695 0.002097695 0.002097695 0.00114854 345.5
0.001131265 0.001131265 0.002083439 0.002083439 0.002083439 0.001131265 347.0
0.001116553 0.001116553 0.002069084 0.002069084 0.002069084 0.001116553 348.5
0.001105299 0.001105299 0.002057955 0.002057955 0.002057955 0.001105299 350.0
0.001082452 0.001082452 0.002044038 0.002044038 0.002044038 0.001082452 352.319
0.001029093 0.001029093 0.00200534 0.00200534 0.00200534 0.001029093 358.017
0.000978362 0.000978362 0.001966444 0.001966444 0.001966444 0.000978362 363.808
0.00093014 0.00093014 0.001927362 0.001927362 0.001927362 0.00093014 369.692
0.000884295 0.000884295 0.001888777 0.001888777 0.001888777 0.000884295 375.672
0.000839027 0.000839027 0.001850267 0.001850267 0.001850267 0.000839027 381.748
0.000795005 0.000795005 0.001810595 0.001810595 0.001810595 0.000795005 387.922
0.00075313 0.00075313 0.001770076 0.001770076 0.001770076 0.00075313 394.197
0.000713128 0.000713128 0.001729154 0.001729154 0.001729154 0.000713128 400.573
0.000675126 0.000675126 0.001687865 0.001687865 0.001687865 0.000675126 407.052
0.000659872 0.000659872 0.001670547 0.001670547 0.001670547 0.000659872 409.8
0.000658776 0.000658776 0.001669297 0.001669297 0.001669297 0.000658776 410.0
0.00063916 0.00063916 0.001646604 0.001646604 0.001646604 0.00063916 413.635
0.000605105 0.000605105 0.001605388 0.001605388 0.001605388 0.000605105 420.326
0.000572871 0.000572871 0.001564482 0.001564482 0.001564482 0.000572871 427.124
0.000542355 0.000542355 0.001523966 0.001523966 0.001523966 0.000542355 434.032
0.000513467 0.000513467 0.001483938 0.001483938 0.001483938 0.000513467 441.052
0.000486098 0.000486098 0.00144449 0.00144449 0.00144449 0.000486098 448.186
0.000460099 0.000460099 0.001405647 0.001405647 0.001405647 0.000460099 455.435
0.000435431 0.000435431 0.001367395 0.001367395 0.001367395 0.000435431 462.802
0.000412057 0.000412057 0.001329778 0.001329778 0.001329778 0.000412057 470.287
0.000389936 0.000389936 0.001292841 0.001292841 0.001292841 0.000389936 477.894
0.000368993 0.000368993 0.001256706 0.001256706 0.001256706 0.000368993 485.623
0.000348964 0.000348964 0.001221263 0.001221263 0.001221263 0.000348964 493.478
0.000330025 0.000330025 0.001186447 0.001186447 0.001186447 0.000330025 501.459
0.000312113 0.000312113 0.001152347 0.001152347 0.001152347 0.000312113 509.57
0.000295176 0.000295176 0.001118991 0.001118991 0.001118991 0.000295176 517.812
0.000279162 0.000279162 0.001086396 0.001086396 0.001086396 0.000279162 526.187
0.00026402 0.00026402 0.001054565 0.001054565 0.001054565 0.00026402 534.698
0.000250261 0.000250261 0.001024762 0.001024762 0.001024762 0.000250261 543.0
0.000249938 0.000249938 0.001024057 0.001024057 0.001024057 0.000249938 543.2
0.000249703 0.000249703 0.001023542 0.001023542 0.001023542 0.000249703 543.346
0.000236164 0.000236164 0.000993286 0.000993286 0.000993286 0.000236164 552.134
0.000223274 0.000223274 0.000963813 0.000963813 0.000963813 0.000223274 561.065
0.000211052 0.000211052 0.000935041 0.000935041 0.000935041 0.000211052 570.139
0.000199515 0.000199515 0.000906978 0.000906978 0.000906978 0.000199515 579.361
0.000188615 0.000188615 0.000879652 0.000879652 0.000879652 0.000188615 588.732
0.000178313 0.000178313 0.000853058 0.000853058 0.000853058 0.000178313 598.254
0.000168575 0.000168575 0.000827186 0.000827186 0.000827186 0.000168575 607.93
0.000159369 0.000159369 0.000802027 0.000802027 0.000802027 0.000159369 617.763
0.000150662 0.000150662 0.000777582 0.000777582 0.000777582 0.000150662 627.755
0.0001424 0.0001424 0.000753835 0.000753835 0.000753835 0.0001424 637.908
0.000134547 0.000134547 0.000730739 0.000730739 0.000730739 0.000134547 648.226
0.000127099 0.000127099 0.000708255 0.000708255 0.000708255 0.000127099 658.711
0.000120063 0.000120063 0.000686325 0.000686325 0.000686325 0.000120063 669.365
0.000113565 0.000113565 0.000665 0.000665 0.000665 0.000113565 680.191
0.000107544 0.000107544 0.000644411 0.000644411 0.000644411 0.000107544 691.193
0.000101875 0.000101875 0.000624677 0.000624677 0.000624677 0.000101875 702.372
9.62e-05 9.62e-05 0.00060564 0.00060564 0.00060564 9.62e-05 713.733
9.06e-05 9.06e-05 0.000587004 0.000587004 0.000587004 9.06e-05 725.277
8.54e-05 8.54e-05 0.000568774 0.000568774 0.000568774 8.54e-05 737.008
8.05e-05 8.05e-05 0.000551033 0.000551033 0.000551033 8.05e-05 748.928
7.58e-05 7.58e-05 0.000533783 0.000533783 0.000533783 7.58e-05 761.042
7.15e-05 7.15e-05 0.000517027 0.000517027 0.000517027 7.15e-05 773.351
6.73e-05 6.73e-05 0.000500757 0.000500757 0.000500757 6.73e-05 785.859
6.35e-05 6.35e-05 0.000484967 0.000484967 0.000484967 6.35e-05 798.57
5.98e-05 5.98e-05 0.00046965 0.00046965 0.00046965 5.98e-05 811.486
5.64e-05 5.64e-05 0.000454793 0.000454793 0.000454793 5.64e-05 824.611
5.31e-05 5.31e-05 0.00044039 0.00044039 0.00044039 5.31e-05 837.949
5e-05 5e-05 0.000426429 0.000426429 0.000426429 5e-05 851.502
4.71e-05 4.71e-05 0.000412894 0.000412894 0.000412894 4.71e-05 865.274
4.44e-05 4.44e-05 0.000399768 0.000399768 0.000399768 4.44e-05 879.269
4.18e-05 4.18e-05 0.000387039 0.000387039 0.000387039 4.18e-05 893.491
3.94e-05 3.94e-05 0.000374704 0.000374704 0.000374704 3.94e-05 907.943
3.71e-05 3.71e-05 0.000362753 0.000362753 0.000362753 3.71e-05 922.628
3.49e-05 3.49e-05 0.000351174 0.000351174 0.000351174 3.49e-05 937.551
3.29e-05 3.29e-05 0.000339953 0.000339953 0.000339953 3.29e-05 952.715
3.1e-05 3.1e-05 0.000329082 0.000329082 0.000329082 3.1e-05 968.124
2.92e-05 2.92e-05 0.00031855 0.00031855 0.00031855 2.92e-05 983.783
2.75e-05 2.75e-05 0.00030835 0.00030835 0.00030835 2.75e-05 999.695
2.59e-05 2.59e-05 0.000298475 0.000298475 0.000298475 2.59e-05 1015.86
2.44e-05 2.44e-05 0.000288913 0.000288913 0.000288913 2.44e-05 1032.29
2.29e-05 2.29e-05 0.000279655 0.000279655 0.000279655 2.29e-05 1048.99
2.16e-05 2.16e-05 0.000270684 0.000270684 0.000270684 2.16e-05 1065.96
2.03e-05 2.03e-05 0.000261993 0.000261993 0.000261993 2.03e-05 1083.2
1.91e-05 1.91e-05 0.000253576 0.000253576 0.000253576 1.91e-05 1100.72
1.8e-05 1.8e-05 0.000245426 0.000245426 0.000245426 1.8e-05 1118.52
1.69e-05 1.69e-05 0.000237533 0.000237533 0.000237533 1.69e-05 1136.61
1.59e-05 1.59e-05 0.000229889 0.000229889 0.000229889 1.59e-05 1155.0
1.5e-05 1.5e-05 0.000222491 0.000222491 0.000222491 1.5e-05 1173.68
1.41e-05 1.41e-05 0.000215331 0.000215331 0.000215331 1.41e-05 1192.66
1.33e-05 1.33e-05 0.000208398 0.000208398 0.000208398 1.33e-05 1211.95
1.25e-05 1.25e-05 0.00020169 0.00020169 0.00020169 1.25e-05 1231.55
1.17e-05 1.17e-05 0.000195196 0.000195196 0.000195196 1.17e-05 1251.47
1.1e-05 1.1e-05 0.000188907 0.000188907 0.000188907 1.1e-05 1271.72
1.04e-05 1.04e-05 0.000182821 0.000182821 0.000182821 1.04e-05 1292.29
9.75e-06 9.75e-06 0.000176928 0.000176928 0.000176928 9.75e-06 1313.19
9.17e-06 9.17e-06 0.000171224 0.000171224 0.000171224 9.17e-06 1334.43
8.63e-06 8.63e-06 0.000165702 0.000165702 0.000165702 8.63e-06 1356.01
8.11e-06 8.11e-06 0.000160358 0.000160358 0.000160358 8.11e-06 1377.94
7.63e-06 7.63e-06 0.000155183 0.000155183 0.000155183 7.63e-06 1400.23
7.17e-06 7.17e-06 0.000150175 0.000150175 0.000150175 7.17e-06 1422.88
6.74e-06 6.74e-06 0.000145329 0.000145329 0.000145329 6.74e-06 1445.89
6.34e-06 6.34e-06 0.000140637 0.000140637 0.000140637 6.34e-06 1469.28
5.96e-06 5.96e-06 0.000136098 0.000136098 0.000136098 5.96e-06 1493.04
5.61e-06 5.61e-06 0.000131704 0.000131704 0.000131704 5.61e-06 1517.19
5.27e-06 5.27e-06 0.00012745 0.00012745 0.00012745 5.27e-06 1541.73
4.96e-06 4.96e-06 0.000123333 0.000123333 0.000123333 4.96e-06 1566.67
4.66e-06 4.66e-06 0.000119349 0.000119349 0.000119349 4.66e-06 1592.01
4.38e-06 4.38e-06 0.000115493 0.000115493 0.000115493 4.38e-06 1617.76
4.12e-06 4.12e-06 0.000111761 0.000111761 0.000111761 4.12e-06 1643.92
3.87e-06 3.87e-06 0.000108149 0.000108149 0.000108149 3.87e-06 1670.51
3.64e-06 3.64e-06 0.000104652 0.000104652 0.000104652 3.64e-06 1697.53
3.43e-06 3.43e-06 0.000101268 0.000101268 0.000101268 3.43e-06 1724.99
3.22e-06 3.22e-06 9.8e-05 9.8e-05 9.8e-05 3.22e-06 1752.89
3.03e-06 3.03e-06 9.48e-05 9.48e-05 9.48e-05 3.03e-06 1781.24
2.84e-06 2.84e-06 9.18e-05 9.18e-05 9.18e-05 2.84e-06 1810.05
2.67e-06 2.67e-06 8.88e-05 8.88e-05 8.88e-05 2.67e-06 1839.32
2.51e-06 2.51e-06 8.59e-05 8.59e-05 8.59e-05 2.51e-06 1869.07
2.36e-06 2.36e-06 8.31e-05 8.31e-05 8.31e-05 2.36e-06 1899.3
2.22e-06 2.22e-06 8.04e-05 8.04e-05 8.04e-05 2.22e-06 1930.02
2.08e-06 2.08e-06 7.78e-05 7.78e-05 7.78e-05 2.08e-06 1961.24
1.96e-06 1.96e-06 7.53e-05 7.53e-05 7.53e-05 1.96e-06 1992.96
1.84e-06 1.84e-06 7.28e-05 7.28e-05 7.28e-05 1.84e-06 2025.2
1.73e-06 1.73e-06 7.04e-05 7.04e-05 7.04e-05 1.73e-06 2057.95
1.62e-06 1.62e-06 6.81e-05 6.81e-05 6.81e-05 1.62e-06 2091.24
1.52e-06 1.52e-06 6.59e-05 6.59e-05 6.59e-05 1.52e-06 2125.06
1.43e-06 1.43e-06 6.37e-05 6.37e-05 6.37e-05 1.43e-06 2159.43
1.34e-06 1.34e-06 6.16e-05 6.16e-05 6.16e-05 1.34e-06 2194.36
1.26e-06 1.26e-06 5.95e-05 5.95e-05 5.95e-05 1.26e-06 2229.85
1.18e-06 1.18e-06 5.75e-05 5.75e-05 5.75e-05 1.18e-06 2265.92
1.11e-06 1.11e-06 5.56e-05 5.56e-05 5.56e-05 1.11e-06 2302.57
1.04e-06 1.04e-06 5.37e-05 5.37e-05 5.37e-05 1.04e-06 2339.81
9.79e-07 9.79e-07 5.18e-05 5.18e-05 5.18e-05 9.79e-07 2377.66
9.18e-07 9.18e-07 4.98e-05 4.98e-05 4.98e-05 9.18e-07 2416.11
8.62e-07 8.62e-07 4.75e-05 4.75e-05 4.75e-05 8.62e-07 2455.19
8.39e-07 8.39e-07 4.35e-05 4.35e-05 4.35e-05 8.39e-07 2471.9
2.85e-06 2.85e-06 4.35e-05 4.35e-05 4.35e-05 2.85e-06 2472.1
2.76e-06 2.76e-06 4.62e-05 4.62e-05 4.62e-05 2.76e-06 2494.9
2.61e-06 2.61e-06 4.54e-05 4.54e-05 4.54e-05 2.61e-06 2535.26
2.46e-06 2.46e-06 4.43e-05 4.43e-05 4.43e-05 2.46e-06 2576.26
2.33e-06 2.33e-06 4.31e-05 4.31e-05 4.31e-05 2.33e-06 2617.93
2.2e-06 2.2e-06 4.18e-05 4.18e-05 4.18e-05 2.2e-06 2660.27
2.07e-06 2.07e-06 4.06e-05 4.06e-05 4.06e-05 2.07e-06 2703.3
1.96e-06 1.96e-06 3.94e-05 3.94e-05 3.94e-05 1.96e-06 2747.03
1.85e-06 1.85e-06 3.83e-05 3.83e-05 3.83e-05 1.85e-06 2791.46
1.74e-06 1.74e-06 3.71e-05 3.71e-05 3.71e-05 1.74e-06 2836.61
1.65e-06 1.65e-06 3.6e-05 3.6e-05 3.6e-05 1.65e-06 2882.49
1.55e-06 1.55e-06 3.49e-05 3.49e-05 3.49e-05 1.55e-06 2929.11
1.46e-06 1.46e-06 3.38e-05 3.38e-05 3.38e-05 1.46e-06 2976.48
1.38e-06 1.38e-06 3.28e-05 3.28e-05 3.28e-05 1.38e-06 3024.63
1.3e-06 1.3e-06 3.18e-05 3.18e-05 3.18e-05 1.3e-06 3073.55
1.23e-06 1.23e-06 3.08e-05 3.08e-05 3.08e-05 1.23e-06 3123.26
1.16e-06 1.16e-06 2.99e-05 2.99e-05 2.99e-05 1.16e-06 3173.78
1.09e-06 1.09e-06 2.89e-05 2.89e-05 2.89e-05 1.09e-06 3225.11
1.03e-06 1.03e-06 2.8e-05 2.8e-05 2.8e-05 1.03e-06 3277.27
9.69e-07 9.69e-07 2.72e-05 2.72e-05 2.72e-05 9.69e-07 3330.28
9.13e-07 9.13e-07 2.63e-05 2.63e-05 2.63e-05 9.13e-07 3384.15
8.61e-07 8.61e-07 2.55e-05 2.55e-05 2.55e-05 8.61e-07 3438.88
8.11e-07 8.11e-07 2.47e-05 2.47e-05 2.47e-05 8.11e-07 3494.5
7.64e-07 7.64e-07 2.39e-05 2.39e-05 2.39e-05 7.64e-07 3551.02
7.2e-07 7.2e-07 2.32e-05 2.32e-05 2.32e-05 7.2e-07 3608.46
6.78e-07 6.78e-07 2.24e-05 2.24e-05 2.24e-05 6.78e-07 3666.82
6.38e-07 6.38e-07 2.17e-05 2.17e-05 2.17e-05 6.38e-07 3726.13
6.01e-07 6.01e-07 2.11e-05 2.11e-05 2.11e-05 6.01e-07 3786.4
5.66e-07 5.66e-07 2.04e-05 2.04e-05 2.04e-05 5.66e-07 3847.64
5.33e-07 5.33e-07 1.97e-05 1.97e-05 1.97e-05 5.33e-07 3909.87
5.02e-07 5.02e-07 1.91e-05 1.91e-05 1.91e-05 5.02e-07 3973.11
4.72e-07 4.72e-07 1.85e-05 1.85e-05 1.85e-05 4.72e-07 4037.38
4.45e-07 4.45e-07 1.79e-05 1.79e-05 1.79e-05 4.45e-07 4102.68
4.18e-07 4.18e-07 1.74e-05 1.74e-05 1.74e-05 4.18e-07 4169.03
3.94e-07 3.94e-07 1.68e-05 1.68e-05 1.68e-05 3.94e-07 4236.46
3.71e-07 3.71e-07 1.63e-05 1.63e-05 1.63e-05 3.71e-07 4304.98
3.49e-07 3.49e-07 1.58e-05 1.58e-05 1.58e-05 3.49e-07 4374.62
3.28e-07 3.28e-07 1.53e-05 1.53e-05 1.53e-05 3.28e-07 4445.37
3.09e-07 3.09e-07 1.48e-05 1.48e-05 1.48e-05 3.09e-07 4517.27
2.91e-07 2.91e-07 1.43e-05 1.43e-05 1.43e-05 2.91e-07 4590.33
2.73e-07 2.73e-07 1.39e-05 1.39e-05 1.39e-05 2.73e-07 4664.58
2.57e-07 2.57e-07 1.34e-05 1.34e-05 1.34e-05 2.57e-07 4740.03
2.42e-07 2.42e-07 1.3e-05 1.3e-05 1.3e-05 2.42e-07 4816.69
2.27e-07 2.27e-07 1.26e-05 1.26e-05 1.26e-05 2.27e-07 4894.6
2.14e-07 2.14e-07 1.22e-05 1.22e-05 1.22e-05 2.14e-07 4973.77
2.01e-07 2.01e-07 1.18e-05 1.18e-05 1.18e-05 2.01e-07 5054.21
1.89e-07 1.89e-07 1.14e-05 1.14e-05 1.14e-05 1.89e-07 5135.96
1.78e-07 1.78e-07 1.11e-05 1.11e-05 1.11e-05 1.78e-07 5219.03
1.67e-07 1.67e-07 1.07e-05 1.07e-05 1.07e-05 1.67e-07 5303.44
1.57e-07 1.57e-07 1.04e-05 1.04e-05 1.04e-05 1.57e-07 5389.22
1.48e-07 1.48e-07 1.01e-05 1.01e-05 1.01e-05 1.48e-07 5476.39
1.39e-07 1.39e-07 9.74e-06 9.74e-06 9.74e-06 1.39e-07 5564.97
1.31e-07 1.31e-07 9.43e-06 9.43e-06 9.43e-06 1.31e-07 5654.98
1.23e-07 1.23e-07 9.13e-06 9.13e-06 9.13e-06 1.23e-07 5746.44
1.15e-07 1.15e-07 8.85e-06 8.85e-06 8.85e-06 1.15e-07 5839.39
1.09e-07 1.09e-07 8.56e-06 8.56e-06 8.56e-06 1.09e-07 5933.83
1.02e-07 1.02e-07 8.29e-06 8.29e-06 8.29e-06 1.02e-07 6029.81
9.58e-08 9.58e-08 8.03e-06 8.03e-06 8.03e-06 9.58e-08 6127.33
9.01e-08 9.01e-08 7.78e-06 7.78e-06 7.78e-06 9.01e-08 6226.44
8.46e-08 8.46e-08 7.53e-06 7.53e-06 7.53e-06 8.46e-08 6327.15
7.95e-08 7.95e-08 7.29e-06 7.29e-06 7.29e-06 7.95e-08 6429.48
7.47e-08 7.47e-08 7.06e-06 7.06e-06 7.06e-06 7.47e-08 6533.48
7.02e-08 7.02e-08 6.84e-06 6.84e-06 6.84e-06 7.02e-08 6639.15
6.6e-08 6.6e-08 6.62e-06 6.62e-06 6.62e-06 6.6e-08 6746.54
6.2e-08 6.2e-08 6.41e-06 6.41e-06 6.41e-06 6.2e-08 6855.65
5.82e-08 5.82e-08 6.21e-06 6.21e-06 6.21e-06 5.82e-08 6966.54
5.47e-08 5.47e-08 6.01e-06 6.01e-06 6.01e-06 5.47e-08 7079.22
5.14e-08 5.14e-08 5.82e-06 5.82e-06 5.82e-06 5.14e-08 7193.72
4.83e-08 4.83e-08 5.63e-06 5.63e-06 5.63e-06 4.83e-08 7310.07
4.53e-08 4.53e-08 5.46e-06 5.46e-06 5.46e-06 4.53e-08 7428.31
4.26e-08 4.26e-08 5.28e-06 5.28e-06 5.28e-06 4.26e-08 7548.45
4e-08 4e-08 5.12e-06 5.12e-06 5.12e-06 4e-08 7670.54
3.76e-08 3.76e-08 4.95e-06 4.95e-06 4.95e-06 3.76e-08 7794.61
3.53e-08 3.53e-08 4.8e-06 4.8e-06 4.8e-06 3.53e-08 7920.68
3.31e-08 3.31e-08 4.64e-06 4.64e-06 4.64e-06 3.31e-08 8048.79
3.11e-08 3.11e-08 4.5e-06 4.5e-06 4.5e-06 3.11e-08 8178.98
2.92e-08 2.92e-08 4.36e-06 4.36e-06 4.36e-06 2.92e-08 8311.26
2.74e-08 2.74e-08 4.22e-06 4.22e-06 4.22e-06 2.74e-08 8445.69
2.58e-08 2.58e-08 4.08e-06 4.08e-06 4.08e-06 2.58e-08 8582.29
2.42e-08 2.42e-08 3.95e-06 3.95e-06 3.95e-06 2.42e-08 8721.11
2.27e-08 2.27e-08 3.83e-06 3.83e-06 3.83e-06 2.27e-08 8862.16
2.13e-08 2.13e-08 3.71e-06 3.71e-06 3.71e-06 2.13e-08 9005.5
2e-08 2e-08 3.59e-06 3.59e-06 3.59e-06 2e-08 9151.16
1.88e-08 1.88e-08 3.48e-06 3.48e-06 3.48e-06 1.88e-08 9299.17
1.76e-08 1.76e-08 3.37e-06 3.37e-06 3.37e-06 1.76e-08 9449.58
1.66e-08 1.66e-08 3.26e-06 3.26e-06 3.26e-06 1.66e-08 9602.42
1.55e-08 1.55e-08 3.16e-06 3.16e-06 3.16e-06 1.55e-08 9757.73
1.46e-08 1.46e-08 3.06e-06 3.06e-06 3.06e-06 1.46e-08 9915.55
1.37e-08 1.37e-08 2.96e-06 2.96e-06 2.96e-06 1.37e-08 10075.9
1.29e-08 1.29e-08 2.87e-06 2.87e-06 2.87e-06 1.29e-08 10238.9
1.21e-08 1.21e-08 2.77e-06 2.77e-06 2.77e-06 1.21e-08 10404.5
1.13e-08 1.13e-08 2.69e-06 2.69e-06 2.69e-06 1.13e-08 10572.8
1.06e-08 1.06e-08 2.6e-06 2.6e-06 2.6e-06 1.06e-08 10743.8
9.97e-09 9.97e-09 2.52e-06 2.52e-06 2.52e-06 9.97e-09 10917.6
9.36e-09 9.36e-09 2.44e-06 2.44e-06 2.44e-06 9.36e-09 11094.2
8.78e-09 8.78e-09 2.36e-06 2.36e-06 2.36e-06 8.78e-09 11273.6
8.24e-09 8.24e-09 2.29e-06 2.29e-06 2.29e-06 8.24e-09 11455.9
7.73e-09 7.73e-09 2.22e-06 2.22e-06 2.22e-06 7.73e-09 11641.2
7.25e-09 7.25e-09 2.15e-06 2.15e-06 2.15e-06 7.25e-09 11829.5
6.81e-09 6.81e-09 2.08e-06 2.08e-06 2.08e-06 6.81e-09 12020.8
6.38e-09 6.38e-09 2.01e-06 2.01e-06 2.01e-06 6.38e-09 12215.3
5.99e-09 5.99e-09 1.95e-06 1.95e-06 1.95e-06 5.99e-09 12412.8
5.62e-09 5.62e-09 1.89e-06 1.89e-06 1.89e-06 5.62e-09 12613.6
5.27e-09 5.27e-09 1.83e-06 1.83e-06 1.83e-06 5.27e-09 12817.6
4.95e-09 4.95e-09 1.77e-06 1.77e-06 1.77e-06 4.95e-09 13025.0
4.64e-09 4.64e-09 1.71e-06 1.71e-06 1.71e-06 4.64e-09 13235.6
4.35e-09 4.35e-09 1.66e-06 1.66e-06 1.66e-06 4.35e-09 13449.7
4.08e-09 4.08e-09 1.61e-06 1.61e-06 1.61e-06 4.08e-09 13667.2
3.83e-09 3.83e-09 1.56e-06 1.56e-06 1.56e-06 3.83e-09 13888.3
3.59e-09 3.59e-09 1.51e-06 1.51e-06 1.51e-06 3.59e-09 14112.9
3.37e-09 3.37e-09 1.46e-06 1.46e-06 1.46e-06 3.37e-09 14341.2
3.16e-09 3.16e-09 1.41e-06 1.41e-06 1.41e-06 3.16e-09 14573.1
2.96e-09 2.96e-09 1.37e-06 1.37e-06 1.37e-06 2.96e-09 14808.9
2.78e-09 2.78e-09 1.32e-06 1.32e-06 1.32e-06 2.78e-09 15048.4
2.6e-09 2.6e-09 1.28e-06 1.28e-06 1.28e-06 2.6e-09 15291.8
2.44e-09 2.44e-09 1.24e-06 1.24e-06 1.24e-06 2.44e-09 15539.1
2.29e-09 2.29e-09 1.2e-06 1.2e-06 1.2e-06 2.29e-09 15790.4
2.15e-09 2.15e-09 1.16e-06 1.16e-06 1.16e-06 2.15e-09 16045.8
2.01e-09 2.01e-09 1.13e-06 1.13e-06 1.13e-06 2.01e-09 16305.4
1.89e-09 1.89e-09 1.09e-06 1.09e-06 1.09e-06 1.89e-09 16569.1
1.77e-09 1.77e-09 1.06e-06 1.06e-06 1.06e-06 1.77e-09 16837.1
1.66e-09 1.66e-09 1.02e-06 1.02e-06 1.02e-06 1.66e-09 17109.4
1.55e-09 1.55e-09 9.92e-07 9.92e-07 9.92e-07 1.55e-09 17386.1
1.46e-09 1.46e-09 9.6e-07 9.6e-07 9.6e-07 1.46e-09 17667.4
1.37e-09 1.37e-09 9.3e-07 9.3e-07 9.3e-07 1.37e-09 17953.1
1.28e-09 1.28e-09 9e-07 9e-07 9e-07 1.28e-09 18243.5
1.2e-09 1.2e-09 8.72e-07 8.72e-07 8.72e-07 1.2e-09 18538.6
1.12e-09 1.12e-09 8.44e-07 8.44e-07 8.44e-07 1.12e-09 18838.4
1.05e-09 1.05e-09 8.18e-07 8.18e-07 8.18e-07 1.05e-09 19143.1
