beta_P3HTpara beta_P3HTperp delta_P3HTpara delta_P3HTperp delta_P3HT beta_P3HT energy_P3HT
0.000478397 0.000478397 0.000455778 0.000455778 0.000455778 0.000478397 283.637
0.000478106 0.000478106 0.000450959 0.000450959 0.000450959 0.000478106 283.65
0.000477813 0.000477813 0.000445555 0.000445555 0.000445555 0.000477813 283.663
0.000477453 0.000477453 0.00043998 0.00043998 0.00043998 0.000477453 283.675
0.000478344 0.000478344 0.000434282 0.000434282 0.000434282 0.000478344 283.688
0.000477884 0.000477884 0.000429106 0.000429106 0.000429106 0.000477884 283.7
0.000478068 0.000478068 0.000423306 0.000423306 0.000423306 0.000478068 283.712
0.000478656 0.000478656 0.0004172 0.0004172 0.0004172 0.000478656 283.725
0.000479061 0.000479061 0.000411112 0.000411112 0.000411112 0.000479061 283.738
0.000479873 0.000479873 0.000405502 0.000405502 0.000405502 0.000479873 283.75
0.000480522 0.000480522 0.0004001 0.0004001 0.0004001 0.000480522 283.762
0.000481386 0.000481386 0.000394426 0.000394426 0.000394426 0.000481386 283.775
0.000481928 0.000481928 0.000389243 0.000389243 0.000389243 0.000481928 283.788
0.00048137 0.00048137 0.000383907 0.000383907 0.000383907 0.00048137 283.8
0.000481711 0.000481711 0.000377851 0.000377851 0.000377851 0.000481711 283.813
0.00048118 0.00048118 0.000372409 0.000372409 0.000372409 0.00048118 283.825
0.000480413 0.000480413 0.000365837 0.000365837 0.000365837 0.000480413 283.837
0.000480937 0.000480937 0.000358536 0.000358536 0.000358536 0.000480937 283.85
0.000481189 0.000481189 0.000351695 0.000351695 0.000351695 0.000481189 283.863
0.000480972 0.000480972 0.000344699 0.000344699 0.000344699 0.000480972 283.875
0.000482344 0.000482344 0.000337692 0.000337692 0.000337692 0.000482344 283.887
0.000482687 0.000482687 0.000330439 0.000330439 0.000330439 0.000482687 283.9
0.000484096 0.000484096 0.000323039 0.000323039 0.000323039 0.000484096 283.913
0.000484734 0.000484734 0.000316676 0.000316676 0.000316676 0.000484734 283.925
0.00048511 0.00048511 0.000309079 0.000309079 0.000309079 0.00048511 283.938
0.000486527 0.000486527 0.000302149 0.000302149 0.000302149 0.000486527 283.95
0.000487019 0.000487019 0.000295808 0.000295808 0.000295808 0.000487019 283.962
0.000486673 0.000486673 0.000287629 0.000287629 0.000287629 0.000486673 283.975
0.000488577 0.000488577 0.000279518 0.000279518 0.000279518 0.000488577 283.988
0.000488358 0.000488358 0.000271891 0.000271891 0.000271891 0.000488358 284.0
0.000490438 0.000490438 0.000264166 0.000264166 0.000264166 0.000490438 284.012
0.000490539 0.000490539 0.000256079 0.000256079 0.000256079 0.000490539 284.025
0.000491318 0.000491318 0.000246482 0.000246482 0.000246482 0.000491318 284.038
0.000493891 0.000493891 0.000238389 0.000238389 0.000238389 0.000493891 284.05
0.00049469 0.00049469 0.00023009 0.00023009 0.00023009 0.00049469 284.063
0.000495868 0.000495868 0.00022159 0.00022159 0.00022159 0.000495868 284.075
0.00049733 0.00049733 0.000213634 0.000213634 0.000213634 0.00049733 284.087
0.000497467 0.000497467 0.000204152 0.000204152 0.000204152 0.000497467 284.1
0.000498584 0.000498584 0.000193216 0.000193216 0.000193216 0.000498584 284.113
0.000500808 0.000500808 0.000183909 0.000183909 0.000183909 0.000500808 284.125
0.000501076 0.000501076 0.000173571 0.000173571 0.000173571 0.000501076 284.137
0.000505041 0.000505041 0.000162089 0.000162089 0.000162089 0.000505041 284.15
0.000506204 0.000506204 0.00015097 0.00015097 0.00015097 0.000506204 284.163
0.000509696 0.000509696 0.000139393 0.000139393 0.000139393 0.000509696 284.175
0.000513465 0.000513465 0.000129351 0.000129351 0.000129351 0.000513465 284.188
0.000513668 0.000513668 0.00011781 0.00011781 0.00011781 0.000513668 284.2
0.000517963 0.000517963 0.000104166 0.000104166 0.000104166 0.000517963 284.212
0.000522303 0.000522303 9.03e-05 9.03e-05 9.03e-05 0.000522303 284.225
0.000529397 0.000529397 7.74e-05 7.74e-05 7.74e-05 0.000529397 284.238
0.000533264 0.000533264 6.61e-05 6.61e-05 6.61e-05 0.000533264 284.25
0.000537281 0.000537281 5.2e-05 5.2e-05 5.2e-05 0.000537281 284.262
0.000546229 0.000546229 3.68e-05 3.68e-05 3.68e-05 0.000546229 284.275
0.000553657 0.000553657 2.3e-05 2.3e-05 2.3e-05 0.000553657 284.288
0.000561367 0.000561367 8.56e-06 8.56e-06 8.56e-06 0.000561367 284.3
0.00057303 0.00057303 -6.09e-06 -6.09e-06 -6.09e-06 0.00057303 284.313
0.000582346 0.000582346 -1.95e-05 -1.95e-05 -1.95e-05 0.000582346 284.325
0.000595665 0.000595665 -3.25e-05 -3.25e-05 -3.25e-05 0.000595665 284.337
0.000608323 0.000608323 -4.5e-05 -4.5e-05 -4.5e-05 0.000608323 284.35
0.000622631 0.000622631 -5.89e-05 -5.89e-05 -5.89e-05 0.000622631 284.363
0.000639512 0.000639512 -6.99e-05 -6.99e-05 -6.99e-05 0.000639512 284.375
0.000655986 0.000655986 -7.76e-05 -7.76e-05 -7.76e-05 0.000655986 284.387
0.000672361 0.000672361 -8.46e-05 -8.46e-05 -8.46e-05 0.000672361 284.4
0.000688073 0.000688073 -9.22e-05 -9.22e-05 -9.22e-05 0.000688073 284.413
0.000705041 0.000705041 -9.94e-05 -9.94e-05 -9.94e-05 0.000705041 284.425
0.000726912 0.000726912 -0.000100069 -0.000100069 -0.000100069 0.000726912 284.438
0.000737576 0.000737576 -0.000100463 -0.000100463 -0.000100463 0.000737576 284.45
0.000753601 0.000753601 -0.000101384 -0.000101384 -0.000101384 0.000753601 284.462
0.000764952 0.000764952 -9.99e-05 -9.99e-05 -9.99e-05 0.000764952 284.475
0.000775278 0.000775278 -0.000100921 -0.000100921 -0.000100921 0.000775278 284.488
0.000785643 0.000785643 -0.000102849 -0.000102849 -0.000102849 0.000785643 284.5
0.000797068 0.000797068 -0.000103387 -0.000103387 -0.000103387 0.000797068 284.512
0.000807081 0.000807081 -0.000102573 -0.000102573 -0.000102573 0.000807081 284.525
0.000815074 0.000815074 -0.00010238 -0.00010238 -0.00010238 0.000815074 284.538
0.0008211 0.0008211 -0.000103785 -0.000103785 -0.000103785 0.0008211 284.55
0.000827884 0.000827884 -0.000107758 -0.000107758 -0.000107758 0.000827884 284.563
0.000837155 0.000837155 -0.00011079 -0.00011079 -0.00011079 0.000837155 284.575
0.000843808 0.000843808 -0.000112149 -0.000112149 -0.000112149 0.000843808 284.587
0.000848502 0.000848502 -0.00011709 -0.00011709 -0.00011709 0.000848502 284.6
0.000857498 0.000857498 -0.000124628 -0.000124628 -0.000124628 0.000857498 284.613
0.000867522 0.000867522 -0.000128633 -0.000128633 -0.000128633 0.000867522 284.625
0.000873736 0.000873736 -0.000133064 -0.000133064 -0.000133064 0.000873736 284.637
0.000882306 0.000882306 -0.000140656 -0.000140656 -0.000140656 0.000882306 284.65
0.000892501 0.000892501 -0.000148365 -0.000148365 -0.000148365 0.000892501 284.663
0.000901767 0.000901767 -0.000157148 -0.000157148 -0.000157148 0.000901767 284.675
0.000917828 0.000917828 -0.000166431 -0.000166431 -0.000166431 0.000917828 284.688
0.000932637 0.000932637 -0.000170848 -0.000170848 -0.000170848 0.000932637 284.7
0.000944908 0.000944908 -0.000175139 -0.000175139 -0.000175139 0.000944908 284.712
0.000958923 0.000958923 -0.000182292 -0.000182292 -0.000182292 0.000958923 284.725
0.000977413 0.000977413 -0.000189862 -0.000189862 -0.000189862 0.000977413 284.738
0.000997821 0.000997821 -0.000192857 -0.000192857 -0.000192857 0.000997821 284.75
0.001016373 0.001016373 -0.000191883 -0.000191883 -0.000191883 0.001016373 284.762
0.001034307 0.001034307 -0.000189896 -0.000189896 -0.000189896 0.001034307 284.775
0.001051995 0.001051995 -0.000187374 -0.000187374 -0.000187374 0.001051995 284.788
0.001067988 0.001067988 -0.000184307 -0.000184307 -0.000184307 0.001067988 284.8
0.001086292 0.001086292 -0.000177394 -0.000177394 -0.000177394 0.001086292 284.813
0.001097588 0.001097588 -0.000170317 -0.000170317 -0.000170317 0.001097588 284.825
0.00110968 0.00110968 -0.000163164 -0.000163164 -0.000163164 0.00110968 284.837
0.001117403 0.001117403 -0.00015706 -0.00015706 -0.00015706 0.001117403 284.85
0.001127974 0.001127974 -0.000153973 -0.000153973 -0.000153973 0.001127974 284.863
0.001139333 0.001139333 -0.000147546 -0.000147546 -0.000147546 0.001139333 284.875
0.001144453 0.001144453 -0.00014191 -0.00014191 -0.00014191 0.001144453 284.887
0.001151923 0.001151923 -0.00013941 -0.00013941 -0.00013941 0.001151923 284.9
0.001161179 0.001161179 -0.000135364 -0.000135364 -0.000135364 0.001161179 284.913
0.001166501 0.001166501 -0.000131468 -0.000131468 -0.000131468 0.001166501 284.925
0.001172029 0.001172029 -0.000129479 -0.000129479 -0.000129479 0.001172029 284.938
0.001177624 0.001177624 -0.000128304 -0.000128304 -0.000128304 0.001177624 284.95
0.001182228 0.001182228 -0.000128045 -0.000128045 -0.000128045 0.001182228 284.962
0.001187569 0.001187569 -0.000129627 -0.000129627 -0.000129627 0.001187569 284.975
0.00119368 0.00119368 -0.000132655 -0.000132655 -0.000132655 0.00119368 284.988
0.001200044 0.001200044 -0.000136861 -0.000136861 -0.000136861 0.001200044 285.0
0.001208272 0.001208272 -0.000141653 -0.000141653 -0.000141653 0.001208272 285.012
0.001217189 0.001217189 -0.000147326 -0.000147326 -0.000147326 0.001217189 285.025
0.001226969 0.001226969 -0.000155852 -0.000155852 -0.000155852 0.001226969 285.038
0.001240886 0.001240886 -0.000164763 -0.000164763 -0.000164763 0.001240886 285.05
0.001257699 0.001257699 -0.000172869 -0.000172869 -0.000172869 0.001257699 285.063
0.001274991 0.001274991 -0.000180113 -0.000180113 -0.000180113 0.001274991 285.075
0.001293761 0.001293761 -0.00018897 -0.00018897 -0.00018897 0.001293761 285.087
0.001323273 0.001323273 -0.000195554 -0.000195554 -0.000195554 0.001323273 285.1
0.001350623 0.001350623 -0.000197148 -0.000197148 -0.000197148 0.001350623 285.113
0.001379254 0.001379254 -0.000196235 -0.000196235 -0.000196235 0.001379254 285.125
0.001405223 0.001405223 -0.000195523 -0.000195523 -0.000195523 0.001405223 285.137
0.001445401 0.001445401 -0.000189354 -0.000189354 -0.000189354 0.001445401 285.15
0.001477792 0.001477792 -0.000174181 -0.000174181 -0.000174181 0.001477792 285.163
0.001507841 0.001507841 -0.000158228 -0.000158228 -0.000158228 0.001507841 285.175
0.001536729 0.001536729 -0.000139077 -0.000139077 -0.000139077 0.001536729 285.188
0.001565553 0.001565553 -0.000119299 -0.000119299 -0.000119299 0.001565553 285.2
0.001592667 0.001592667 -9.51e-05 -9.51e-05 -9.51e-05 0.001592667 285.212
0.001620377 0.001620377 -6.43e-05 -6.43e-05 -6.43e-05 0.001620377 285.225
0.001643417 0.001643417 -2.78e-05 -2.78e-05 -2.78e-05 0.001643417 285.238
0.001656357 0.001656357 5.07e-06 5.07e-06 5.07e-06 0.001656357 285.25
0.001670367 0.001670367 3.72e-05 3.72e-05 3.72e-05 0.001670367 285.262
0.001681443 0.001681443 7.36e-05 7.36e-05 7.36e-05 0.001681443 285.275
0.001690625 0.001690625 0.000111174 0.000111174 0.000111174 0.001690625 285.288
0.001695182 0.001695182 0.000147745 0.000147745 0.000147745 0.001695182 285.3
0.00169543 0.00169543 0.000185932 0.000185932 0.000185932 0.00169543 285.313
0.001692246 0.001692246 0.000220667 0.000220667 0.000220667 0.001692246 285.325
0.00168733 0.00168733 0.000253367 0.000253367 0.000253367 0.00168733 285.337
0.001681642 0.001681642 0.000290119 0.000290119 0.000290119 0.001681642 285.35
0.001667071 0.001667071 0.000325845 0.000325845 0.000325845 0.001667071 285.363
0.001655021 0.001655021 0.000353936 0.000353936 0.000353936 0.001655021 285.375
0.001643924 0.001643924 0.000385355 0.000385355 0.000385355 0.001643924 285.387
0.001619259 0.001619259 0.000416987 0.000416987 0.000416987 0.001619259 285.4
0.001598849 0.001598849 0.000439717 0.000439717 0.000439717 0.001598849 285.413
0.001583345 0.001583345 0.000463025 0.000463025 0.000463025 0.001583345 285.425
0.001560921 0.001560921 0.000490478 0.000490478 0.000490478 0.001560921 285.438
0.001537316 0.001537316 0.000515625 0.000515625 0.000515625 0.001537316 285.45
0.001504748 0.001504748 0.000536859 0.000536859 0.000536859 0.001504748 285.462
0.001468713 0.001468713 0.000549174 0.000549174 0.000549174 0.001468713 285.475
0.001437515 0.001437515 0.000552403 0.000552403 0.000552403 0.001437515 285.488
0.001419617 0.001419617 0.000557979 0.000557979 0.000557979 0.001419617 285.5
0.001397604 0.001397604 0.000570667 0.000570667 0.000570667 0.001397604 285.512
0.001363667 0.001363667 0.000579182 0.000579182 0.000579182 0.001363667 285.525
0.001335699 0.001335699 0.00058127 0.00058127 0.00058127 0.001335699 285.538
0.001309056 0.001309056 0.000582513 0.000582513 0.000582513 0.001309056 285.55
0.00128187 0.00128187 0.000579216 0.000579216 0.000579216 0.00128187 285.563
0.001264891 0.001264891 0.000583488 0.000583488 0.000583488 0.001264891 285.575
0.001224942 0.001224942 0.000582332 0.000582332 0.000582332 0.001224942 285.587
0.001202463 0.001202463 0.000569762 0.000569762 0.000569762 0.001202463 285.6
0.001177479 0.001177479 0.000561861 0.000561861 0.000561861 0.001177479 285.613
0.001155215 0.001155215 0.000551816 0.000551816 0.000551816 0.001155215 285.625
0.001135514 0.001135514 0.000541886 0.000541886 0.000541886 0.001135514 285.637
0.001111193 0.001111193 0.000528764 0.000528764 0.000528764 0.001111193 285.65
0.001091467 0.001091467 0.000510812 0.000510812 0.000510812 0.001091467 285.663
0.001078456 0.001078456 0.00049493 0.00049493 0.00049493 0.001078456 285.675
0.001066086 0.001066086 0.000481699 0.000481699 0.000481699 0.001066086 285.688
0.00105083 0.00105083 0.000469822 0.000469822 0.000469822 0.00105083 285.7
0.001036193 0.001036193 0.000453432 0.000453432 0.000453432 0.001036193 285.712
0.001026101 0.001026101 0.000435551 0.000435551 0.000435551 0.001026101 285.725
0.001016541 0.001016541 0.000419294 0.000419294 0.000419294 0.001016541 285.738
0.001009347 0.001009347 0.000405462 0.000405462 0.000405462 0.001009347 285.75
0.001000705 0.001000705 0.000392008 0.000392008 0.000392008 0.001000705 285.762
0.000992548 0.000992548 0.000376782 0.000376782 0.000376782 0.000992548 285.775
0.000984229 0.000984229 0.000361256 0.000361256 0.000361256 0.000984229 285.788
0.000977358 0.000977358 0.000344999 0.000344999 0.000344999 0.000977358 285.8
0.000974072 0.000974072 0.000328863 0.000328863 0.000328863 0.000974072 285.813
0.000969713 0.000969713 0.00031534 0.00031534 0.00031534 0.000969713 285.825
0.00096631 0.00096631 0.000302048 0.000302048 0.000302048 0.00096631 285.837
0.000961372 0.000961372 0.000286886 0.000286886 0.000286886 0.000961372 285.85
0.000959377 0.000959377 0.000272478 0.000272478 0.000272478 0.000959377 285.863
0.000954946 0.000954946 0.000258181 0.000258181 0.000258181 0.000954946 285.875
0.000954776 0.000954776 0.000244276 0.000244276 0.000244276 0.000954776 285.887
0.000953135 0.000953135 0.000230971 0.000230971 0.000230971 0.000953135 285.9
0.000949266 0.000949266 0.000188302 0.000188302 0.000188302 0.000949266 285.94
0.00094948 0.00094948 0.000147845 0.000147845 0.000147845 0.00094948 285.98
0.000950163 0.000950163 0.000108178 0.000108178 0.000108178 0.000950163 286.02
0.000953793 0.000953793 6.77e-05 6.77e-05 6.77e-05 0.000953793 286.06
0.000960379 0.000960379 2.83e-05 2.83e-05 2.83e-05 0.000960379 286.1
0.00096846 0.00096846 -9.4e-06 -9.4e-06 -9.4e-06 0.00096846 286.14
0.000975803 0.000975803 -4.81e-05 -4.81e-05 -4.81e-05 0.000975803 286.18
0.000987465 0.000987465 -8.77e-05 -8.77e-05 -8.77e-05 0.000987465 286.22
0.000999538 0.000999538 -0.00012675 -0.00012675 -0.00012675 0.000999538 286.26
0.001014028 0.001014028 -0.000166874 -0.000166874 -0.000166874 0.001014028 286.3
0.001031175 0.001031175 -0.000206448 -0.000206448 -0.000206448 0.001031175 286.34
0.001048576 0.001048576 -0.000245441 -0.000245441 -0.000245441 0.001048576 286.38
0.001065528 0.001065528 -0.000287322 -0.000287322 -0.000287322 0.001065528 286.42
0.001087492 0.001087492 -0.000331844 -0.000331844 -0.000331844 0.001087492 286.46
0.001112085 0.001112085 -0.00037629 -0.00037629 -0.00037629 0.001112085 286.5
0.001138357 0.001138357 -0.000422491 -0.000422491 -0.000422491 0.001138357 286.54
0.001168395 0.001168395 -0.00047082 -0.00047082 -0.00047082 0.001168395 286.58
0.001200496 0.001200496 -0.000523388 -0.000523388 -0.000523388 0.001200496 286.62
0.001242103 0.001242103 -0.000581163 -0.000581163 -0.000581163 0.001242103 286.66
0.001295306 0.001295306 -0.000637299 -0.000637299 -0.000637299 0.001295306 286.7
0.001352838 0.001352838 -0.000691957 -0.000691957 -0.000691957 0.001352838 286.74
0.00142145 0.00142145 -0.000747753 -0.000747753 -0.000747753 0.00142145 286.78
0.00150284 0.00150284 -0.000800365 -0.000800365 -0.000800365 0.00150284 286.82
0.001598114 0.001598114 -0.000844656 -0.000844656 -0.000844656 0.001598114 286.86
0.001702887 0.001702887 -0.000876393 -0.000876393 -0.000876393 0.001702887 286.9
0.00181385 0.00181385 -0.000896494 -0.000896494 -0.000896494 0.00181385 286.94
0.001934202 0.001934202 -0.000900672 -0.000900672 -0.000900672 0.001934202 286.98
0.002052629 0.002052629 -0.000891142 -0.000891142 -0.000891142 0.002052629 287.02
0.002183967 0.002183967 -0.000859523 -0.000859523 -0.000859523 0.002183967 287.06
0.00229889 0.00229889 -0.000801921 -0.000801921 -0.000801921 0.00229889 287.1
0.002401389 0.002401389 -0.000731869 -0.000731869 -0.000731869 0.002401389 287.14
0.002492577 0.002492577 -0.000643769 -0.000643769 -0.000643769 0.002492577 287.18
0.002553057 0.002553057 -0.000552829 -0.000552829 -0.000552829 0.002553057 287.22
0.002607399 0.002607399 -0.000463196 -0.000463196 -0.000463196 0.002607399 287.26
0.002644216 0.002644216 -0.000368488 -0.000368488 -0.000368488 0.002644216 287.3
0.00266061 0.00266061 -0.000283519 -0.000283519 -0.000283519 0.00266061 287.34
0.002672971 0.002672971 -0.000206676 -0.000206676 -0.000206676 0.002672971 287.38
0.002675752 0.002675752 -0.000137348 -0.000137348 -0.000137348 0.002675752 287.42
0.00267411 0.00267411 -7.96e-05 -7.96e-05 -7.96e-05 0.00267411 287.46
0.002678774 0.002678774 -2.78e-05 -2.78e-05 -2.78e-05 0.002678774 287.5
0.002679728 0.002679728 2.15e-05 2.15e-05 2.15e-05 0.002679728 287.54
0.002686689 0.002686689 6.88e-05 6.88e-05 6.88e-05 0.002686689 287.58
0.00269011 0.00269011 0.000119494 0.000119494 0.000119494 0.00269011 287.62
0.002690224 0.002690224 0.000169168 0.000169168 0.000169168 0.002690224 287.66
0.002684557 0.002684557 0.00021534 0.00021534 0.00021534 0.002684557 287.7
0.002682966 0.002682966 0.000259198 0.000259198 0.000259198 0.002682966 287.74
0.002676137 0.002676137 0.000303729 0.000303729 0.000303729 0.002676137 287.78
0.002669357 0.002669357 0.000343849 0.000343849 0.000343849 0.002669357 287.82
0.002664805 0.002664805 0.000384352 0.000384352 0.000384352 0.002664805 287.86
0.002659438 0.002659438 0.000428658 0.000428658 0.000428658 0.002659438 287.9
0.00264685 0.00264685 0.000476315 0.000476315 0.000476315 0.00264685 287.94
0.002625717 0.002625717 0.000520592 0.000520592 0.000520592 0.002625717 287.98
0.002601718 0.002601718 0.00055914 0.00055914 0.00055914 0.002601718 288.02
0.00257498 0.00257498 0.000593042 0.000593042 0.000593042 0.00257498 288.06
0.002548133 0.002548133 0.000624947 0.000624947 0.000624947 0.002548133 288.1
0.002512731 0.002512731 0.000650194 0.000650194 0.000650194 0.002512731 288.14
0.002483329 0.002483329 0.00066805 0.00066805 0.00066805 0.002483329 288.18
0.002452346 0.002452346 0.000684106 0.000684106 0.000684106 0.002452346 288.22
0.002419648 0.002419648 0.000691975 0.000691975 0.000691975 0.002419648 288.26
0.002395037 0.002395037 0.00069441 0.00069441 0.00069441 0.002395037 288.3
0.002374172 0.002374172 0.000697851 0.000697851 0.000697851 0.002374172 288.34
0.002352117 0.002352117 0.000698137 0.000698137 0.000698137 0.002352117 288.38
0.002337366 0.002337366 0.000697176 0.000697176 0.000697176 0.002337366 288.42
0.002322929 0.002322929 0.000698697 0.000698697 0.000698697 0.002322929 288.46
0.002306653 0.002306653 0.000696936 0.000696936 0.000696936 0.002306653 288.5
0.00229695 0.00229695 0.000692929 0.000692929 0.000692929 0.00229695 288.54
0.002291593 0.002291593 0.000694841 0.000694841 0.000694841 0.002291593 288.58
0.002276264 0.002276264 0.000695486 0.000695486 0.000695486 0.002276264 288.62
0.002269758 0.002269758 0.000692376 0.000692376 0.000692376 0.002269758 288.66
0.002262326 0.002262326 0.00069127 0.00069127 0.00069127 0.002262326 288.7
0.002256609 0.002256609 0.000690612 0.000690612 0.000690612 0.002256609 288.74
0.002249354 0.002249354 0.000689624 0.000689624 0.000689624 0.002249354 288.78
0.002244325 0.002244325 0.00068659 0.00068659 0.00068659 0.002244325 288.82
0.002242993 0.002242993 0.000687044 0.000687044 0.000687044 0.002242993 288.86
0.002235216 0.002235216 0.000689797 0.000689797 0.000689797 0.002235216 288.9
0.002226972 0.002226972 0.000684671 0.000684671 0.000684671 0.002226972 288.94
0.002226261 0.002226261 0.000680607 0.000680607 0.000680607 0.002226261 288.98
0.002227225 0.002227225 0.000680889 0.000680889 0.000680889 0.002227225 289.02
0.002221045 0.002221045 0.00068259 0.00068259 0.00068259 0.002221045 289.06
0.002216549 0.002216549 0.000678364 0.000678364 0.000678364 0.002216549 289.1
0.002217023 0.002217023 0.000676114 0.000676114 0.000676114 0.002217023 289.14
0.002215805 0.002215805 0.000676525 0.000676525 0.000676525 0.002215805 289.18
0.002211135 0.002211135 0.000675493 0.000675493 0.000675493 0.002211135 289.22
0.002209552 0.002209552 0.000673252 0.000673252 0.000673252 0.002209552 289.26
0.002206208 0.002206208 0.000671423 0.000671423 0.000671423 0.002206208 289.3
0.002202926 0.002202926 0.000666481 0.000666481 0.000666481 0.002202926 289.34
0.00220391 0.00220391 0.00066228 0.00066228 0.00066228 0.00220391 289.38
0.002203463 0.002203463 0.000659458 0.000659458 0.000659458 0.002203463 289.42
0.002202289 0.002202289 0.00065548 0.00065548 0.00065548 0.002202289 289.46
0.002203903 0.002203903 0.000651393 0.000651393 0.000651393 0.002203903 289.5
0.002203655 0.002203655 0.000638802 0.000638802 0.000638802 0.002203655 289.625
0.002209053 0.002209053 0.00061953 0.00061953 0.00061953 0.002209053 289.75
0.002220067 0.002220067 0.00059444 0.00059444 0.00059444 0.002220067 289.875
0.002251513 0.002251513 0.000570985 0.000570985 0.000570985 0.002251513 290.0
0.002281885 0.002281885 0.000558491 0.000558491 0.000558491 0.002281885 290.125
0.00231446 0.00231446 0.000545071 0.000545071 0.000545071 0.00231446 290.25
0.002357191 0.002357191 0.000533905 0.000533905 0.000533905 0.002357191 290.375
0.002405974 0.002405974 0.000533185 0.000533185 0.000533185 0.002405974 290.5
0.002451831 0.002451831 0.000540835 0.000540835 0.000540835 0.002451831 290.625
0.002496536 0.002496536 0.000552281 0.000552281 0.000552281 0.002496536 290.75
0.00254028 0.00254028 0.000566192 0.000566192 0.000566192 0.00254028 290.875
0.00258601 0.00258601 0.000582335 0.000582335 0.000582335 0.00258601 291.0
0.002635395 0.002635395 0.000604596 0.000604596 0.000604596 0.002635395 291.125
0.002684022 0.002684022 0.000638448 0.000638448 0.000638448 0.002684022 291.25
0.002720439 0.002720439 0.000676865 0.000676865 0.000676865 0.002720439 291.375
0.002752753 0.002752753 0.000711735 0.000711735 0.000711735 0.002752753 291.5
0.002787269 0.002787269 0.000746747 0.000746747 0.000746747 0.002787269 291.625
0.00282077 0.00282077 0.000785928 0.000785928 0.000785928 0.00282077 291.75
0.002850654 0.002850654 0.000826266 0.000826266 0.000826266 0.002850654 291.875
0.00288304 0.00288304 0.00087029 0.00087029 0.00087029 0.00288304 292.0
0.002909928 0.002909928 0.000921451 0.000921451 0.000921451 0.002909928 292.125
0.002927635 0.002927635 0.000972243 0.000972243 0.000972243 0.002927635 292.25
0.002943366 0.002943366 0.001019333 0.001019333 0.001019333 0.002943366 292.375
0.002961436 0.002961436 0.001068401 0.001068401 0.001068401 0.002961436 292.5
0.002974754 0.002974754 0.001121873 0.001121873 0.001121873 0.002974754 292.625
0.002982534 0.002982534 0.001176319 0.001176319 0.001176319 0.002982534 292.75
0.002985377 0.002985377 0.001229294 0.001229294 0.001229294 0.002985377 292.875
0.002986263 0.002986263 0.001282338 0.001282338 0.001282338 0.002986263 293.0
0.002982384 0.002982384 0.001335214 0.001335214 0.001335214 0.002982384 293.125
0.002960192 0.002960192 0.001422843 0.001422843 0.001422843 0.002960192 293.35
0.00293106 0.00293106 0.001548216 0.001548216 0.001548216 0.00293106 293.7
0.00286404 0.00286404 0.001680065 0.001680065 0.001680065 0.00286404 294.05
0.00274609 0.00274609 0.001763704 0.001763704 0.001763704 0.00274609 294.4
0.002653472 0.002653472 0.001784333 0.001784333 0.001784333 0.002653472 294.75
0.002596809 0.002596809 0.001787176 0.001787176 0.001787176 0.002596809 295.1
0.002565497 0.002565497 0.001792265 0.001792265 0.001792265 0.002565497 295.45
0.002548664 0.002548664 0.001808383 0.001808383 0.001808383 0.002548664 295.8
0.002534219 0.002534219 0.001837005 0.001837005 0.001837005 0.002534219 296.15
0.002508087 0.002508087 0.001870351 0.001870351 0.001870351 0.002508087 296.5
0.002479937 0.002479937 0.001899904 0.001899904 0.001899904 0.002479937 296.85
0.00244286 0.00244286 0.001923004 0.001923004 0.001923004 0.00244286 297.2
0.002408367 0.002408367 0.001928856 0.001928856 0.001928856 0.002408367 297.55
0.002392102 0.002392102 0.001930751 0.001930751 0.001930751 0.002392102 297.9
0.002384594 0.002384594 0.001942216 0.001942216 0.001942216 0.002384594 298.25
0.002371299 0.002371299 0.001956383 0.001956383 0.001956383 0.002371299 298.6
0.002363742 0.002363742 0.001969955 0.001969955 0.001969955 0.002363742 298.95
0.002357492 0.002357492 0.001988304 0.001988304 0.001988304 0.002357492 299.3
0.002345933 0.002345933 0.002008572 0.002008572 0.002008572 0.002345933 299.65
0.002335677 0.002335677 0.002025746 0.002025746 0.002025746 0.002335677 300.0
0.002327409 0.002327409 0.002044064 0.002044064 0.002044064 0.002327409 300.35
0.002318493 0.002318493 0.002062989 0.002062989 0.002062989 0.002318493 300.7
0.002311568 0.002311568 0.002082453 0.002082453 0.002082453 0.002311568 301.05
0.002306257 0.002306257 0.002105927 0.002105927 0.002105927 0.002306257 301.4
0.002295963 0.002295963 0.002133307 0.002133307 0.002133307 0.002295963 301.75
0.002283734 0.002283734 0.002160197 0.002160197 0.002160197 0.002283734 302.1
0.002268122 0.002268122 0.002186607 0.002186607 0.002186607 0.002268122 302.45
0.002252839 0.002252839 0.002213229 0.002213229 0.002213229 0.002252839 302.8
0.002233034 0.002233034 0.00224047 0.00224047 0.00224047 0.002233034 303.15
0.002211808 0.002211808 0.002266422 0.002266422 0.002266422 0.002211808 303.5
0.002187555 0.002187555 0.00229218 0.00229218 0.00229218 0.002187555 303.85
0.002159394 0.002159394 0.002315964 0.002315964 0.002315964 0.002159394 304.2
0.002128639 0.002128639 0.002335136 0.002335136 0.002335136 0.002128639 304.55
0.002100131 0.002100131 0.002353153 0.002353153 0.002353153 0.002100131 304.9
0.002065231 0.002065231 0.002368252 0.002368252 0.002368252 0.002065231 305.25
0.002033658 0.002033658 0.002379122 0.002379122 0.002379122 0.002033658 305.6
