# beta  beta  delta  delta  beta  delta  energy
7.146399122531998017e-13 7.146399122531998017e-13 2.705152150536518744e-03 2.705152150536518744e-03 7.146399122531998017e-13 2.705152150536518744e-03 2.869899563310069652e+02
1.056399220682064877e-12 1.056399220682064877e-12 2.704648839166654602e-03 2.704648839166654602e-03 1.056399220682064877e-12 2.704648839166654602e-03 2.870166223330010098e+02
1.534147657923107429e-12 1.534147657923107429e-12 2.704145660456194755e-03 2.704145660456194755e-03 1.534147657923107429e-12 2.704145660456194755e-03 2.870432883349949975e+02
2.188793393579768155e-12 2.188793393579768155e-12 2.703642614227006954e-03 2.703642614227006954e-03 2.188793393579768155e-12 2.703642614227006954e-03 2.870699543369890421e+02
3.067901926440551783e-12 3.067901926440551783e-12 2.703139700306537822e-03 2.703139700306537822e-03 3.067901926440551783e-12 2.703139700306537822e-03 2.870966203389830298e+02
4.224523409245541292e-12 4.224523409245541292e-12 2.702636918531266252e-03 2.702636918531266252e-03 4.224523409245541292e-12 2.702636918531266252e-03 2.871232863409770744e+02
5.711244886447750935e-12 5.711244886447750935e-12 2.702134268746114471e-03 2.702134268746114471e-03 5.711244886447750935e-12 2.702134268746114471e-03 2.871499523429710621e+02
7.587735114210479194e-12 7.587735114210479194e-12 2.701631750809040285e-03 2.701631750809040285e-03 7.587735114210479194e-12 2.701631750809040285e-03 2.871766183449651066e+02
9.907771098077338753e-12 9.907771098077338753e-12 2.701129364597740917e-03 2.701129364597740917e-03 9.907771098077338753e-12 2.701129364597740917e-03 2.872032843469590944e+02
1.270986749858841468e-11 1.270986749858841468e-11 2.700627110005191303e-03 2.700627110005191303e-03 1.270986749858841468e-11 2.700627110005191303e-03 2.872299503489531389e+02
1.601797704384636137e-11 1.601797704384636137e-11 2.700124986937540300e-03 2.700124986937540300e-03 1.601797704384636137e-11 2.700124986937540300e-03 2.872566163509471835e+02
1.983244821490731546e-11 1.983244821490731546e-11 2.699622995314861391e-03 2.699622995314861391e-03 1.983244821490731546e-11 2.699622995314861391e-03 2.872832823529411712e+02
2.411383554373349983e-11 2.411383554373349983e-11 2.699121135055193230e-03 2.699121135055193230e-03 2.411383554373349983e-11 2.699121135055193230e-03 2.873099483549352158e+02
2.881016789439002414e-11 2.881016789439002414e-11 2.698619406074120267e-03 2.698619406074120267e-03 2.881016789439002414e-11 2.698619406074120267e-03 2.873366143569292035e+02
3.382596008545018246e-11 3.382596008545018246e-11 2.698117808287360964e-03 2.698117808287360964e-03 3.382596008545018246e-11 2.698117808287360964e-03 2.873632803589232481e+02
3.901735340448681696e-11 3.901735340448681696e-11 2.697616341584252106e-03 2.697616341584252106e-03 3.901735340448681696e-11 2.697616341584252106e-03 2.873899463609172358e+02
4.421496142093923352e-11 4.421496142093923352e-11 2.697115005815137363e-03 2.697115005815137363e-03 4.421496142093923352e-11 2.697115005815137363e-03 2.874166123629112803e+02
4.922487448067181854e-11 4.922487448067181854e-11 2.696613800788993324e-03 2.696613800788993324e-03 4.922487448067181854e-11 2.696613800788993324e-03 2.874432783649052681e+02
5.383015945705410882e-11 5.383015945705410882e-11 2.696112726254026176e-03 2.696112726254026176e-03 5.383015945705410882e-11 2.696112726254026176e-03 2.874699443668993126e+02
5.783929905633569780e-11 5.783929905633569780e-11 2.695611781903767528e-03 2.695611781903767528e-03 5.783929905633569780e-11 2.695611781903767528e-03 2.874966103688933003e+02
6.106334270267253103e-11 6.106334270267253103e-11 2.695110967386900747e-03 2.695110967386900747e-03 6.106334270267253103e-11 2.695110967386900747e-03 2.875232763708873449e+02
6.333492092365047323e-11 6.333492092365047323e-11 2.694610282293930480e-03 2.694610282293930480e-03 6.333492092365047323e-11 2.694610282293930480e-03 2.875499423728813326e+02
6.453734892181330410e-11 6.453734892181330410e-11 2.694109726167695073e-03 2.694109726167695073e-03 6.453734892181330410e-11 2.694109726167695073e-03 2.875766083748753772e+02
6.460773198293066898e-11 6.460773198293066898e-11 2.693609298521455839e-03 2.693609298521455839e-03 6.460773198293066898e-11 2.693609298521455839e-03 2.876032743768693649e+02
6.354569505683376324e-11 6.354569505683376324e-11 2.693108998855745125e-03 2.693108998855745125e-03 6.354569505683376324e-11 2.693108998855745125e-03 2.876299403788634095e+02
6.140684962739580990e-11 6.140684962739580990e-11 2.692608826675812854e-03 2.692608826675812854e-03 6.140684962739580990e-11 2.692608826675812854e-03 2.876566063808573972e+02
5.829575483227903049e-11 5.829575483227903049e-11 2.692108781500193899e-03 2.692108781500193899e-03 5.829575483227903049e-11 2.692108781500193899e-03 2.876832723828514418e+02
5.437048849980747011e-11 5.437048849980747011e-11 2.691608862876588171e-03 2.691608862876588171e-03 5.437048849980747011e-11 2.691608862876588171e-03 2.877099383848454863e+02
4.981909038607334219e-11 4.981909038607334219e-11 2.691109070395711084e-03 2.691109070395711084e-03 4.981909038607334219e-11 2.691109070395711084e-03 2.877366043868394740e+02
4.484714338782685249e-11 4.484714338782685249e-11 2.690609403693321015e-03 2.690609403693321015e-03 4.484714338782685249e-11 2.690609403693321015e-03 2.877632703888335186e+02
3.966251492326280965e-11 3.966251492326280965e-11 2.690109862449062243e-03 2.690109862449062243e-03 3.966251492326280965e-11 2.690109862449062243e-03 2.877899363908275063e+02
3.447224978048523066e-11 3.447224978048523066e-11 2.689610446393369582e-03 2.689610446393369582e-03 3.447224978048523066e-11 2.689610446393369582e-03 2.878166023928215509e+02
2.943502941325461662e-11 2.943502941325461662e-11 2.689111155290635057e-03 2.689111155290635057e-03 2.943502941325461662e-11 2.689111155290635057e-03 2.878432683948155386e+02
2.468648667842249155e-11 2.468648667842249155e-11 2.688611988915312091e-03 2.688611988915312091e-03 2.468648667842249155e-11 2.688611988915312091e-03 2.878699343968095832e+02
2.034046005612558907e-11 2.034046005612558907e-11 2.688112947059201341e-03 2.688112947059201341e-03 2.034046005612558907e-11 2.688112947059201341e-03 2.878966003988035709e+02
1.646527184850592606e-11 1.646527184850592606e-11 2.687614029521458257e-03 2.687614029521458257e-03 1.646527184850592606e-11 2.687614029521458257e-03 2.879232664007976155e+02
1.309434377103467656e-11 1.309434377103467656e-11 2.687115236089811666e-03 2.687115236089811666e-03 1.309434377103467656e-11 2.687115236089811666e-03 2.879499324027916032e+02
1.023615126440044350e-11 1.023615126440044350e-11 2.686616566539391099e-03 2.686616566539391099e-03 1.023615126440044350e-11 2.686616566539391099e-03 2.879765984047856477e+02
7.861082009419687455e-12 7.861082009419687455e-12 2.686118020621001360e-03 2.686118020621001360e-03 7.861082009419687455e-12 2.686118020621001360e-03 2.880032644067796355e+02
5.928519431247385718e-12 5.928519431247385718e-12 2.685619598051389428e-03 2.685619598051389428e-03 5.928519431247385718e-12 2.685619598051389428e-03 2.880299304087736800e+02
4.392549571845934935e-12 4.392549571845934935e-12 2.685121298521847381e-03 2.685121298521847381e-03 4.392549571845934935e-12 2.685121298521847381e-03 2.880565964107676677e+02
3.197374303233443153e-12 3.197374303233443153e-12 2.684623121697724511e-03 2.684623121697724511e-03 3.197374303233443153e-12 2.684623121697724511e-03 2.880832624127617123e+02
2.286528143311057790e-12 2.286528143311057790e-12 2.684125067215892453e-03 2.684125067215892453e-03 2.286528143311057790e-12 2.684125067215892453e-03 2.881099284147557569e+02
1.607629079305920746e-12 1.607629079305920746e-12 2.683627134689023017e-03 2.683627134689023017e-03 1.607629079305920746e-12 2.683627134689023017e-03 2.881365944167497446e+02
1.110407198495395736e-12 1.110407198495395736e-12 2.683129323706770399e-03 2.683129323706770399e-03 1.110407198495395736e-12 2.683129323706770399e-03 2.881632604187437892e+02
7.530293783292534486e-13 7.530293783292534486e-13 2.682631633837185420e-03 2.682631633837185420e-03 7.530293783292534486e-13 2.682631633837185420e-03 2.881899264207377769e+02
5.017036029759817090e-13 5.017036029759817090e-13 2.682134064631320775e-03 2.682134064631320775e-03 5.017036029759817090e-13 2.682134064631320775e-03 2.882165924227318214e+02
3.283885323295028471e-13 3.283885323295028471e-13 2.681636615624693413e-03 2.681636615624693413e-03 3.283885323295028471e-13 2.681636615624693413e-03 2.882432584247258092e+02
2.111708865006594995e-13 2.111708865006594995e-13 2.681139286337773722e-03 2.681139286337773722e-03 2.111708865006594995e-13 2.681139286337773722e-03 2.882699244267198537e+02
1.335326438629604377e-13 1.335326438629604377e-13 2.680642076277132621e-03 2.680642076277132621e-03 1.335326438629604377e-13 2.680642076277132621e-03 2.882965904287138414e+02
8.295251106182656171e-14 8.295251106182656171e-14 2.680144984935643217e-03 2.680144984935643217e-03 8.295251106182656171e-14 2.680144984935643217e-03 2.883232564307078860e+02
5.058451551043769182e-14 5.058451551043769182e-14 2.679648011792366315e-03 2.679648011792366315e-03 5.058451551043769182e-14 2.679648011792366315e-03 2.883499224327018737e+02
3.030468982080536291e-14 3.030468982080536291e-14 2.679151156312475825e-03 2.679151156312475825e-03 3.030468982080536291e-14 2.679151156312475825e-03 2.883765884346959183e+02
1.783634821381810171e-14 1.783634821381810171e-14 2.678654417946660718e-03 2.678654417946660718e-03 1.783634821381810171e-14 2.678654417946660718e-03 2.884032544366899060e+02
1.031349224946476406e-14 1.031349224946476406e-14 2.678157796130331385e-03 2.678157796130331385e-03 1.031349224946476406e-14 2.678157796130331385e-03 2.884299204386839506e+02
5.858803597344525188e-15 5.858803597344525188e-15 2.677661290282831209e-03 2.677661290282831209e-03 5.858803597344525188e-15 2.677661290282831209e-03 2.884565864406779383e+02
3.273444483735710948e-15 3.273444483735710948e-15 2.677164899806542750e-03 2.677164899806542750e-03 3.273444483735710948e-15 2.677164899806542750e-03 2.884832524426719829e+02
1.796798625190719529e-15 1.796798625190719529e-15 2.676668624085952724e-03 2.676668624085952724e-03 1.796798625190719529e-15 2.676668624085952724e-03 2.885099184446660274e+02
9.679144270824925808e-16 9.679144270824925808e-16 2.676172462486664950e-03 2.676172462486664950e-03 9.679144270824925808e-16 2.676172462486664950e-03 2.885365844466600151e+02
5.122434591287972860e-16 5.122434591287972860e-16 2.675676414354399846e-03 2.675676414354399846e-03 5.122434591287972860e-16 2.675676414354399846e-03 2.885632504486540597e+02
2.663283903833088695e-16 2.663283903833088695e-16 2.675180479013957065e-03 2.675180479013957065e-03 2.663283903833088695e-16 2.675180479013957065e-03 2.885899164506480474e+02
1.360378422919606473e-16 1.360378422919606473e-16 2.674684655768133461e-03 2.674684655768133461e-03 1.360378422919606473e-16 2.674684655768133461e-03 2.886165824526420920e+02
6.835311899636193556e-17 6.835311899636193556e-17 2.674188943896619371e-03 2.674188943896619371e-03 6.835311899636193556e-17 2.674188943896619371e-03 2.886432484546360797e+02
3.374206105003640636e-17 3.374206105003640636e-17 2.673693342654831582e-03 2.673693342654831582e-03 3.374206105003640636e-17 2.673693342654831582e-03 2.886699144566301243e+02
1.634330269470020009e-17 1.634330269470020009e-17 2.673197851272714198e-03 2.673197851272714198e-03 1.634330269470020009e-17 2.673197851272714198e-03 2.886965804586241120e+02
7.776916527812196630e-18 7.776916527812196630e-18 2.672702468953461457e-03 2.672702468953461457e-03 7.776916527812196630e-18 2.672702468953461457e-03 2.887232464606181566e+02
3.635583579510877314e-18 3.635583579510877314e-18 2.672207194872198901e-03 2.672207194872198901e-03 3.635583579510877314e-18 2.672207194872198901e-03 2.887499124626121443e+02
1.669704112750455939e-18 1.669704112750455939e-18 2.671712028174563509e-03 2.671712028174563509e-03 1.669704112750455939e-18 2.671712028174563509e-03 2.887765784646061888e+02
5.263694528555285607e-19 5.263694528555285607e-19 2.671216967975236552e-03 2.671216967975236552e-03 5.263694528555285607e-19 2.671216967975236552e-03 2.888032444666001766e+02
0.000000000000000000e+00 0.000000000000000000e+00 2.670722013356366300e-03 2.670722013356366300e-03 0.000000000000000000e+00 2.670722013356366300e-03 2.888299104685942211e+02
0.000000000000000000e+00 0.000000000000000000e+00 2.670227163365913522e-03 2.670227163365913522e-03 0.000000000000000000e+00 2.670227163365913522e-03 2.888565764705882088e+02
0.000000000000000000e+00 0.000000000000000000e+00 2.669732417015887715e-03 2.669732417015887715e-03 0.000000000000000000e+00 2.669732417015887715e-03 2.888832424725822534e+02
0.000000000000000000e+00 0.000000000000000000e+00 2.669237773280477063e-03 2.669237773280477063e-03 0.000000000000000000e+00 2.669237773280477063e-03 2.889099084745762411e+02
0.000000000000000000e+00 0.000000000000000000e+00 2.668743231094065655e-03 2.668743231094065655e-03 0.000000000000000000e+00 2.668743231094065655e-03 2.889365744765702857e+02
0.000000000000000000e+00 0.000000000000000000e+00 2.668248789349117120e-03 2.668248789349117120e-03 0.000000000000000000e+00 2.668248789349117120e-03 2.889632404785643303e+02
0.000000000000000000e+00 0.000000000000000000e+00 2.667754446893930327e-03 2.667754446893930327e-03 0.000000000000000000e+00 2.667754446893930327e-03 2.889899064805583180e+02
0.000000000000000000e+00 0.000000000000000000e+00 2.667260202530232025e-03 2.667260202530232025e-03 0.000000000000000000e+00 2.667260202530232025e-03 2.890165724825523625e+02
0.000000000000000000e+00 0.000000000000000000e+00 2.666766055010634170e-03 2.666766055010634170e-03 0.000000000000000000e+00 2.666766055010634170e-03 2.890432384845463503e+02
0.000000000000000000e+00 0.000000000000000000e+00 2.666272003035889161e-03 2.666272003035889161e-03 0.000000000000000000e+00 2.666272003035889161e-03 2.890699044865403948e+02
0.000000000000000000e+00 0.000000000000000000e+00 2.665778045251991548e-03 2.665778045251991548e-03 0.000000000000000000e+00 2.665778045251991548e-03 2.890965704885343825e+02
0.000000000000000000e+00 0.000000000000000000e+00 2.665284180247042521e-03 2.665284180247042521e-03 0.000000000000000000e+00 2.665284180247042521e-03 2.891232364905284271e+02
0.000000000000000000e+00 0.000000000000000000e+00 2.664790406547925747e-03 2.664790406547925747e-03 0.000000000000000000e+00 2.664790406547925747e-03 2.891499024925224148e+02
0.000000000000000000e+00 0.000000000000000000e+00 2.664296722616724296e-03 2.664296722616724296e-03 0.000000000000000000e+00 2.664296722616724296e-03 2.891765684945164594e+02
0.000000000000000000e+00 0.000000000000000000e+00 2.663803126846893844e-03 2.663803126846893844e-03 0.000000000000000000e+00 2.663803126846893844e-03 2.892032344965104471e+02
0.000000000000000000e+00 0.000000000000000000e+00 2.663309617559137931e-03 2.663309617559137931e-03 0.000000000000000000e+00 2.663309617559137931e-03 2.892299004985044917e+02
0.000000000000000000e+00 0.000000000000000000e+00 2.662816192997000467e-03 2.662816192997000467e-03 0.000000000000000000e+00 2.662816192997000467e-03 2.892565665004984794e+02
0.000000000000000000e+00 0.000000000000000000e+00 2.662322851322096971e-03 2.662322851322096971e-03 0.000000000000000000e+00 2.662322851322096971e-03 2.892832325024925240e+02
0.000000000000000000e+00 0.000000000000000000e+00 2.661829590609010587e-03 2.661829590609010587e-03 0.000000000000000000e+00 2.661829590609010587e-03 2.893098985044865117e+02
0.000000000000000000e+00 0.000000000000000000e+00 2.661336408839764384e-03 2.661336408839764384e-03 0.000000000000000000e+00 2.661336408839764384e-03 2.893365645064805562e+02
0.000000000000000000e+00 0.000000000000000000e+00 2.660843303897873421e-03 2.660843303897873421e-03 0.000000000000000000e+00 2.660843303897873421e-03 2.893632305084746008e+02
0.000000000000000000e+00 0.000000000000000000e+00 2.660350273561923242e-03 2.660350273561923242e-03 0.000000000000000000e+00 2.660350273561923242e-03 2.893898965104685885e+02
0.000000000000000000e+00 0.000000000000000000e+00 2.659857315498605386e-03 2.659857315498605386e-03 0.000000000000000000e+00 2.659857315498605386e-03 2.894165625124626331e+02
0.000000000000000000e+00 0.000000000000000000e+00 2.659364427255205606e-03 2.659364427255205606e-03 0.000000000000000000e+00 2.659364427255205606e-03 2.894432285144566208e+02
0.000000000000000000e+00 0.000000000000000000e+00 2.658871606251435923e-03 2.658871606251435923e-03 0.000000000000000000e+00 2.658871606251435923e-03 2.894698945164506654e+02
0.000000000000000000e+00 0.000000000000000000e+00 2.658378849770578860e-03 2.658378849770578860e-03 0.000000000000000000e+00 2.658378849770578860e-03 2.894965605184446531e+02
0.000000000000000000e+00 0.000000000000000000e+00 2.657886154949869271e-03 2.657886154949869271e-03 0.000000000000000000e+00 2.657886154949869271e-03 2.895232265204386977e+02
0.000000000000000000e+00 0.000000000000000000e+00 2.657393518770009670e-03 2.657393518770009670e-03 0.000000000000000000e+00 2.657393518770009670e-03 2.895498925224326854e+02
0.000000000000000000e+00 0.000000000000000000e+00 2.656900938043758355e-03 2.656900938043758355e-03 0.000000000000000000e+00 2.656900938043758355e-03 2.895765585244267299e+02
0.000000000000000000e+00 0.000000000000000000e+00 2.656408409403460645e-03 2.656408409403460645e-03 0.000000000000000000e+00 2.656408409403460645e-03 2.896032245264207177e+02
0.000000000000000000e+00 0.000000000000000000e+00 2.655915929287422633e-03 2.655915929287422633e-03 0.000000000000000000e+00 2.655915929287422633e-03 2.896298905284147622e+02
0.000000000000000000e+00 0.000000000000000000e+00 2.655423493924986920e-03 2.655423493924986920e-03 0.000000000000000000e+00 2.655423493924986920e-03 2.896565565304087499e+02
0.000000000000000000e+00 0.000000000000000000e+00 2.654931099320161601e-03 2.654931099320161601e-03 0.000000000000000000e+00 2.654931099320161601e-03 2.896832225324027945e+02
0.000000000000000000e+00 0.000000000000000000e+00 2.654438741233638554e-03 2.654438741233638554e-03 0.000000000000000000e+00 2.654438741233638554e-03 2.897098885343967822e+02
0.000000000000000000e+00 0.000000000000000000e+00 2.653946415162975522e-03 2.653946415162975522e-03 0.000000000000000000e+00 2.653946415162975522e-03 2.897365545363908268e+02
0.000000000000000000e+00 0.000000000000000000e+00 2.653454116320772861e-03 2.653454116320772861e-03 0.000000000000000000e+00 2.653454116320772861e-03 2.897632205383848145e+02
0.000000000000000000e+00 0.000000000000000000e+00 2.652961839610512313e-03 2.652961839610512313e-03 0.000000000000000000e+00 2.652961839610512313e-03 2.897898865403788591e+02
0.000000000000000000e+00 0.000000000000000000e+00 2.652469579599827949e-03 2.652469579599827949e-03 0.000000000000000000e+00 2.652469579599827949e-03 2.898165525423729036e+02
0.000000000000000000e+00 0.000000000000000000e+00 2.651977330490824184e-03 2.651977330490824184e-03 0.000000000000000000e+00 2.651977330490824184e-03 2.898432185443668914e+02
0.000000000000000000e+00 0.000000000000000000e+00 2.651485086087033635e-03 2.651485086087033635e-03 0.000000000000000000e+00 2.651485086087033635e-03 2.898698845463609359e+02
0.000000000000000000e+00 0.000000000000000000e+00 2.650992839756599346e-03 2.650992839756599346e-03 0.000000000000000000e+00 2.650992839756599346e-03 2.898965505483549236e+02
0.000000000000000000e+00 0.000000000000000000e+00 2.650500584391044748e-03 2.650500584391044748e-03 0.000000000000000000e+00 2.650500584391044748e-03 2.899232165503489682e+02
0.000000000000000000e+00 0.000000000000000000e+00 2.650008312359084482e-03 2.650008312359084482e-03 0.000000000000000000e+00 2.650008312359084482e-03 2.899498825523429559e+02
0.000000000000000000e+00 0.000000000000000000e+00 2.649516015454623022e-03 2.649516015454623022e-03 0.000000000000000000e+00 2.649516015454623022e-03 2.899765485543370005e+02
0.000000000000000000e+00 0.000000000000000000e+00 2.649023684838104110e-03 2.649023684838104110e-03 0.000000000000000000e+00 2.649023684838104110e-03 2.900032145563309882e+02
0.000000000000000000e+00 0.000000000000000000e+00 2.648531310970066079e-03 2.648531310970066079e-03 0.000000000000000000e+00 2.648531310970066079e-03 2.900298805583250328e+02
0.000000000000000000e+00 0.000000000000000000e+00 2.648038883535642346e-03 2.648038883535642346e-03 0.000000000000000000e+00 2.648038883535642346e-03 2.900565465603190205e+02
0.000000000000000000e+00 0.000000000000000000e+00 2.647546391358355632e-03 2.647546391358355632e-03 0.000000000000000000e+00 2.647546391358355632e-03 2.900832125623130651e+02
0.000000000000000000e+00 0.000000000000000000e+00 2.647053822301293803e-03 2.647053822301293803e-03 0.000000000000000000e+00 2.647053822301293803e-03 2.901098785643070528e+02
0.000000000000000000e+00 0.000000000000000000e+00 2.646561163153085625e-03 2.646561163153085625e-03 0.000000000000000000e+00 2.646561163153085625e-03 2.901365445663010973e+02
0.000000000000000000e+00 0.000000000000000000e+00 2.646068399494457164e-03 2.646068399494457164e-03 0.000000000000000000e+00 2.646068399494457164e-03 2.901632105682950851e+02
7.122217598496631911e-15 7.122217598496631911e-15 2.645575515548544664e-03 2.645575515548544664e-03 7.122217598496631911e-15 2.645575515548544664e-03 2.901898765702891296e+02
2.629868135297276055e-14 2.629868135297276055e-14 2.645082494003473967e-03 2.645082494003473967e-03 2.629868135297276055e-14 2.645082494003473967e-03 2.902165425722831742e+02
5.732213208048539251e-14 5.732213208048539251e-14 2.644589315787890769e-03 2.644589315787890769e-03 5.732213208048539251e-14 2.644589315787890769e-03 2.902432085742771619e+02
1.227482904741816137e-13 1.227482904741816137e-13 2.644095959820980894e-03 2.644095959820980894e-03 1.227482904741816137e-13 2.644095959820980894e-03 2.902698745762712065e+02
2.579432792515154694e-13 2.579432792515154694e-13 2.643602402713770422e-03 2.643602402713770422e-03 2.579432792515154694e-13 2.643602402713770422e-03 2.902965405782651942e+02
5.322369441640386466e-13 5.322369441640386466e-13 2.643108618393120914e-03 2.643108618393120914e-03 5.322369441640386466e-13 2.643108618393120914e-03 2.903232065802592388e+02
1.080792956729844901e-12 1.080792956729844901e-12 2.642614577650738601e-03 2.642614577650738601e-03 1.080792956729844901e-12 2.642614577650738601e-03 2.903498725822532265e+02
2.156184154374736298e-12 2.156184154374736298e-12 2.642120247585360605e-03 2.642120247585360605e-03 2.156184154374736298e-12 2.642120247585360605e-03 2.903765385842472710e+02
4.226055564925969004e-12 4.226055564925969004e-12 2.641625590910734282e-03 2.641625590910734282e-03 4.226055564925969004e-12 2.641625590910734282e-03 2.904032045862412588e+02
8.137496182827834929e-12 8.137496182827834929e-12 2.641130565096617283e-03 2.641130565096617283e-03 8.137496182827834929e-12 2.641130565096617283e-03 2.904298705882353033e+02
1.539743125480341365e-11 1.539743125480341365e-11 2.640635121308435636e-03 2.640635121308435636e-03 1.539743125480341365e-11 2.640635121308435636e-03 2.904565365902292911e+02
2.859744480561475833e-11 2.859744480561475833e-11 2.640139203077184089e-03 2.640139203077184089e-03 2.859744480561475833e-11 2.640139203077184089e-03 2.904832025922233356e+02
5.214761679102277973e-11 5.214761679102277973e-11 2.639642744633003031e-03 2.639642744633003031e-03 5.214761679102277973e-11 2.639642744633003031e-03 2.905098685942173233e+02
9.356136996381289071e-11 9.356136996381289071e-11 2.639145669051185840e-03 2.639145669051185840e-03 9.356136996381289071e-11 2.639145669051185840e-03 2.905365345962113679e+02
1.649209867274782309e-10 1.649209867274782309e-10 2.638647885970831462e-03 2.638647885970831462e-03 1.649209867274782309e-10 2.638647885970831462e-03 2.905632005982053556e+02
2.856107709856504542e-10 2.856107709856504542e-10 2.638149288965351003e-03 2.638149288965351003e-03 2.856107709856504542e-10 2.638149288965351003e-03 2.905898666001994002e+02
4.859538977470513490e-10 4.859538977470513490e-10 2.637649752980035685e-03 2.637649752980035685e-03 4.859538977470513490e-10 2.637649752980035685e-03 2.906165326021933879e+02
8.117482995293898488e-10 8.117482995293898488e-10 2.637149131335391437e-03 2.637149131335391437e-03 8.117482995293898488e-10 2.637149131335391437e-03 2.906431986041874325e+02
1.331631900940952344e-09 1.331631900940952344e-09 2.636647252595474260e-03 2.636647252595474260e-03 1.331631900940952344e-09 2.636647252595474260e-03 2.906698646061814770e+02
2.148926280910879622e-09 2.148926280910879622e-09 2.636143921472215018e-03 2.636143921472215018e-03 2.148926280910879622e-09 2.636143921472215018e-03 2.906965306081754647e+02
3.407194268201885842e-09 3.407194268201885842e-09 2.635638919208028313e-03 2.635638919208028313e-03 3.407194268201885842e-09 2.635638919208028313e-03 2.907231966101695093e+02
5.307826342274404742e-09 5.307826342274404742e-09 2.635132005774312551e-03 2.635132005774312551e-03 5.307826342274404742e-09 2.635132005774312551e-03 2.907498626121634970e+02
8.124344324717737667e-09 8.124344324717737667e-09 2.634622930298620783e-03 2.634622930298620783e-03 8.124344324717737667e-09 2.634622930298620783e-03 2.907765286141575416e+02
1.221170574099168725e-08 1.221170574099168725e-08 2.634111440098928399e-03 2.634111440098928399e-03 1.221170574099168725e-08 2.634111440098928399e-03 2.908031946161515293e+02
1.802916372272743559e-08 1.802916372272743559e-08 2.633597291628803246e-03 2.633597291628803246e-03 1.802916372272743559e-08 2.633597291628803246e-03 2.908298606181455739e+02
2.618143637499696858e-08 2.618143637499696858e-08 2.633080302276705718e-03 2.633080302276705718e-03 2.618143637499696858e-08 2.633080302276705718e-03 2.908565266201395616e+02
3.736032182324706908e-08 3.736032182324706908e-08 2.632560380062298408e-03 2.632560380062298408e-03 3.736032182324706908e-08 2.632560380062298408e-03 2.908831926221336062e+02
5.238965400760581009e-08 5.238965400760581009e-08 2.632037548593381491e-03 2.632037548593381491e-03 5.238965400760581009e-08 2.632037548593381491e-03 2.909098586241275939e+02
7.219718964735663480e-08 7.219718964735663480e-08 2.631512015518972739e-03 2.631512015518972739e-03 7.219718964735663480e-08 2.631512015518972739e-03 2.909365246261216384e+02
9.774359988092521653e-08 9.774359988092521653e-08 2.630984192077886856e-03 2.630984192077886856e-03 9.774359988092521653e-08 2.630984192077886856e-03 2.909631906281156262e+02
1.300269718229266320e-07 1.300269718229266320e-07 2.630454693401805977e-03 2.630454693401805977e-03 1.300269718229266320e-07 2.630454693401805977e-03 2.909898566301096707e+02
1.701522124762085953e-07 1.701522124762085953e-07 2.629924507827298072e-03 2.629924507827298072e-03 1.701522124762085953e-07 2.629924507827298072e-03 2.910165226321036585e+02
2.188881036387513281e-07 2.188881036387513281e-07 2.629394966374961565e-03 2.629394966374961565e-03 2.188881036387513281e-07 2.629394966374961565e-03 2.910431886340977030e+02
2.768476919894677670e-07 2.768476919894677670e-07 2.628867631247096704e-03 2.628867631247096704e-03 2.768476919894677670e-07 2.628867631247096704e-03 2.910698546360917476e+02
3.443163342079956551e-07 3.443163342079956551e-07 2.628344334096223683e-03 2.628344334096223683e-03 3.443163342079956551e-07 2.628344334096223683e-03 2.910965206380857353e+02
4.211610041722519151e-07 4.211610041722519151e-07 2.627827109197580779e-03 2.627827109197580779e-03 4.211610041722519151e-07 2.627827109197580779e-03 2.911231866400797799e+02
5.066454257029552647e-07 5.066454257029552647e-07 2.627317997283640325e-03 2.627317997283640325e-03 5.066454257029552647e-07 2.627317997283640325e-03 2.911498526420737676e+02
5.995992520282607072e-07 5.995992520282607072e-07 2.626818820661677885e-03 2.626818820661677885e-03 5.995992520282607072e-07 2.626818820661677885e-03 2.911765186440678121e+02
6.987250992727459524e-07 6.987250992727459524e-07 2.626331429757845174e-03 2.626331429757845174e-03 6.987250992727459524e-07 2.626331429757845174e-03 2.912031846460617999e+02
8.016620930975317298e-07 8.016620930975317298e-07 2.625857382703034731e-03 2.625857382703034731e-03 8.016620930975317298e-07 2.625857382703034731e-03 2.912298506480558444e+02
9.059124896719884730e-07 9.059124896719884730e-07 2.625397540253521841e-03 2.625397540253521841e-03 9.059124896719884730e-07 2.625397540253521841e-03 2.912565166500498322e+02
1.008760548257204113e-06 1.008760548257204113e-06 2.624952227613659532e-03 2.624952227613659532e-03 1.008760548257204113e-06 2.624952227613659532e-03 2.912831826520438767e+02
1.107333420533133411e-06 1.107333420533133411e-06 2.624521048395836269e-03 2.624521048395836269e-03 1.107333420533133411e-06 2.624521048395836269e-03 2.913098486540378644e+02
1.199042031761008471e-06 1.199042031761008471e-06 2.624102835303298870e-03 2.624102835303298870e-03 1.199042031761008471e-06 2.624102835303298870e-03 2.913365146560319090e+02
1.281943500571627378e-06 1.281943500571627378e-06 2.623696092326385267e-03 2.623696092326385267e-03 1.281943500571627378e-06 2.623696092326385267e-03 2.913631806580258967e+02
1.353989325435453077e-06 1.353989325435453077e-06 2.623298897273198052e-03 2.623298897273198052e-03 1.353989325435453077e-06 2.623298897273198052e-03 2.913898466600199413e+02
