# beta  beta  delta  delta  beta  delta  energy
1.413955870393715675e-06 1.413955870393715675e-06 2.622908814404787715e-03 2.622908814404787715e-03 1.413955870393715675e-06 2.622908814404787715e-03 2.914165126620139290e+02
1.461254957068905992e-06 1.461254957068905992e-06 2.622523324195328871e-03 2.622523324195328871e-03 1.461254957068905992e-06 2.622523324195328871e-03 2.914431786640079736e+02
1.495894979559354557e-06 1.495894979559354557e-06 2.622139931317955808e-03 2.622139931317955808e-03 1.495894979559354557e-06 2.622139931317955808e-03 2.914698446660020181e+02
1.518517593633631385e-06 1.518517593633631385e-06 2.621756340546801088e-03 2.621756340546801088e-03 1.518517593633631385e-06 2.621756340546801088e-03 2.914965106679960059e+02
1.530246529808292721e-06 1.530246529808292721e-06 2.621370665457729322e-03 2.621370665457729322e-03 1.530246529808292721e-06 2.621370665457729322e-03 2.915231766699900504e+02
1.532406834449346054e-06 1.532406834449346054e-06 2.620981434307721389e-03 2.620981434307721389e-03 1.532406834449346054e-06 2.620981434307721389e-03 2.915498426719840381e+02
1.526576931157640018e-06 1.526576931157640018e-06 2.620587597494308547e-03 2.620587597494308547e-03 1.526576931157640018e-06 2.620587597494308547e-03 2.915765086739780827e+02
1.514381199844665007e-06 1.514381199844665007e-06 2.620188585775386821e-03 2.620188585775386821e-03 1.514381199844665007e-06 2.620188585775386821e-03 2.916031746759720704e+02
1.497387636298023345e-06 1.497387636298023345e-06 2.619784276257949244e-03 2.619784276257949244e-03 1.497387636298023345e-06 2.619784276257949244e-03 2.916298406779661150e+02
1.476979643766831166e-06 1.476979643766831166e-06 2.619374959453860813e-03 2.619374959453860813e-03 1.476979643766831166e-06 2.619374959453860813e-03 2.916565066799601027e+02
1.454174139215056461e-06 1.454174139215056461e-06 2.618961165024699580e-03 2.618961165024699580e-03 1.454174139215056461e-06 2.618961165024699580e-03 2.916831726819541473e+02
1.429826499621151434e-06 1.429826499621151434e-06 2.618543601450582566e-03 2.618543601450582566e-03 1.429826499621151434e-06 2.618543601450582566e-03 2.917098386839481350e+02
1.404405564950466380e-06 1.404405564950466380e-06 2.618123133111606785e-03 2.618123133111606785e-03 1.404405564950466380e-06 2.618123133111606785e-03 2.917365046859421795e+02
1.378038430308100657e-06 1.378038430308100657e-06 2.617700627512738968e-03 2.617700627512738968e-03 1.378038430308100657e-06 2.617700627512738968e-03 2.917631706879361673e+02
1.350525688071254991e-06 1.350525688071254991e-06 2.617276863160572075e-03 2.617276863160572075e-03 1.350525688071254991e-06 2.617276863160572075e-03 2.917898366899302118e+02
1.321410460906335418e-06 1.321410460906335418e-06 2.616852461909481824e-03 2.616852461909481824e-03 1.321410460906335418e-06 2.616852461909481824e-03 2.918165026919241996e+02
1.289999230009136200e-06 1.289999230009136200e-06 2.616427855141757047e-03 2.616427855141757047e-03 1.289999230009136200e-06 2.616427855141757047e-03 2.918431686939182441e+02
1.255285749383224332e-06 1.255285749383224332e-06 2.616003079834108933e-03 2.616003079834108933e-03 1.255285749383224332e-06 2.616003079834108933e-03 2.918698346959122318e+02
1.216434921828287107e-06 1.216434921828287107e-06 2.615577782825834110e-03 2.615577782825834110e-03 1.216434921828287107e-06 2.615577782825834110e-03 2.918965006979062764e+02
1.172597366695680844e-06 1.172597366695680844e-06 2.615151312746695749e-03 2.615151312746695749e-03 1.172597366695680844e-06 2.615151312746695749e-03 2.919231666999003210e+02
1.123109565855053251e-06 1.123109565855053251e-06 2.614722644313743731e-03 2.614722644313743731e-03 1.123109565855053251e-06 2.614722644313743731e-03 2.919498327018943087e+02
1.067665666133350017e-06 1.067665666133350017e-06 2.614290491637071348e-03 2.614290491637071348e-03 1.067665666133350017e-06 2.614290491637071348e-03 2.919764987038883532e+02
1.006341736456662985e-06 1.006341736456662985e-06 2.613853503687503781e-03 2.613853503687503781e-03 1.006341736456662985e-06 2.613853503687503781e-03 2.920031647058823410e+02
9.393081149100001582e-07 9.393081149100001582e-07 2.613410100892572981e-03 2.613410100892572981e-03 9.393081149100001582e-07 2.613410100892572981e-03 2.920298307078763855e+02
8.676366463603315367e-07 8.676366463603315367e-07 2.612958694386549856e-03 2.612958694386549856e-03 8.676366463603315367e-07 2.612958694386549856e-03 2.920564967098703733e+02
7.926646638810474407e-07 7.926646638810474407e-07 2.612498035978813669e-03 2.612498035978813669e-03 7.926646638810474407e-07 2.612498035978813669e-03 2.920831627118644178e+02
7.160891279552882692e-07 7.160891279552882692e-07 2.612027146009105252e-03 2.612027146009105252e-03 7.160891279552882692e-07 2.612027146009105252e-03 2.921098287138584055e+02
6.399416171205371171e-07 6.399416171205371171e-07 2.611545482885725168e-03 2.611545482885725168e-03 6.399416171205371171e-07 2.611545482885725168e-03 2.921364947158524501e+02
5.663617748511091082e-07 5.663617748511091082e-07 2.611053094576707909e-03 2.611053094576707909e-03 5.663617748511091082e-07 2.611053094576707909e-03 2.921631607178464378e+02
4.971359077892944094e-07 4.971359077892944094e-07 2.610550303314473908e-03 2.610550303314473908e-03 4.971359077892944094e-07 2.610550303314473908e-03 2.921898267198404824e+02
4.344843008873878644e-07 4.344843008873878644e-07 2.610037823241115849e-03 2.610037823241115849e-03 4.344843008873878644e-07 2.610037823241115849e-03 2.922164927218344701e+02
3.802183507074819889e-07 3.802183507074819889e-07 2.609516962888915829e-03 2.609516962888915829e-03 3.802183507074819889e-07 2.609516962888915829e-03 2.922431587238285147e+02
3.358650450080317001e-07 3.358650450080317001e-07 2.608989341820210084e-03 2.608989341820210084e-03 3.358650450080317001e-07 2.608989341820210084e-03 2.922698247258225024e+02
3.026314382772054874e-07 3.026314382772054874e-07 2.608456876321306201e-03 2.608456876321306201e-03 3.026314382772054874e-07 2.608456876321306201e-03 2.922964907278165470e+02
2.812932296198163193e-07 2.812932296198163193e-07 2.607921701108975154e-03 2.607921701108975154e-03 2.812932296198163193e-07 2.607921701108975154e-03 2.923231567298105347e+02
2.721767367234805504e-07 2.721767367234805504e-07 2.607386016248088977e-03 2.607386016248088977e-03 2.721767367234805504e-07 2.607386016248088977e-03 2.923498227318045792e+02
2.753226315614992736e-07 2.753226315614992736e-07 2.606852088809688116e-03 2.606852088809688116e-03 2.753226315614992736e-07 2.606852088809688116e-03 2.923764887337986238e+02
2.902721943487617223e-07 2.902721943487617223e-07 2.606322226764094373e-03 2.606322226764094373e-03 2.902721943487617223e-07 2.606322226764094373e-03 2.924031547357926115e+02
3.161319612126428889e-07 3.161319612126428889e-07 2.605798642996395159e-03 2.605798642996395159e-03 3.161319612126428889e-07 2.605798642996395159e-03 2.924298207377866561e+02
3.515768365902970355e-07 3.515768365902970355e-07 2.605283397964743529e-03 2.605283397964743529e-03 3.515768365902970355e-07 2.605283397964743529e-03 2.924564867397806438e+02
3.948222743579991911e-07 3.948222743579991911e-07 2.604778290039891711e-03 2.604778290039891711e-03 3.948222743579991911e-07 2.604778290039891711e-03 2.924831527417746884e+02
4.436829439918053254e-07 4.436829439918053254e-07 2.604284666104460765e-03 2.604284666104460765e-03 4.436829439918053254e-07 2.604284666104460765e-03 2.925098187437686761e+02
4.959710738895585422e-07 4.959710738895585422e-07 2.603803570319871644e-03 2.603803570319871644e-03 4.959710738895585422e-07 2.603803570319871644e-03 2.925364847457627206e+02
5.488778820104821075e-07 5.488778820104821075e-07 2.603335596442504785e-03 2.603335596442504785e-03 5.488778820104821075e-07 2.603335596442504785e-03 2.925631507477567084e+02
5.996200087736056673e-07 5.996200087736056673e-07 2.602880623632398884e-03 2.602880623632398884e-03 5.996200087736056673e-07 2.602880623632398884e-03 2.925898167497507529e+02
6.454484689799518462e-07 6.454484689799518462e-07 2.602437934586132422e-03 2.602437934586132422e-03 6.454484689799518462e-07 2.602437934586132422e-03 2.926164827517447407e+02
6.837821561616018010e-07 6.837821561616018010e-07 2.602006173462911593e-03 2.602006173462911593e-03 6.837821561616018010e-07 2.602006173462911593e-03 2.926431487537387852e+02
7.124311333461900035e-07 7.124311333461900035e-07 2.601583376951452451e-03 2.601583376951452451e-03 7.124311333461900035e-07 2.601583376951452451e-03 2.926698147557327729e+02
7.298228939196966402e-07 7.298228939196966402e-07 2.601167196761429348e-03 2.601167196761429348e-03 7.298228939196966402e-07 2.601167196761429348e-03 2.926964807577268175e+02
7.347983522880611810e-07 7.347983522880611810e-07 2.600754966094377067e-03 2.600754966094377067e-03 7.347983522880611810e-07 2.600754966094377067e-03 2.927231467597208052e+02
7.269825642332766313e-07 7.269825642332766313e-07 2.600343788391461675e-03 2.600343788391461675e-03 7.269825642332766313e-07 2.600343788391461675e-03 2.927498127617148498e+02
7.067108771866907318e-07 7.067108771866907318e-07 2.599930809932954768e-03 2.599930809932954768e-03 7.067108771866907318e-07 2.599930809932954768e-03 2.927764787637088943e+02
6.750194531876725834e-07 6.750194531876725834e-07 2.599513401916463996e-03 2.599513401916463996e-03 6.750194531876725834e-07 2.599513401916463996e-03 2.928031447657028821e+02
6.335669506274066498e-07 6.335669506274066498e-07 2.599089430399410296e-03 2.599089430399410296e-03 6.335669506274066498e-07 2.599089430399410296e-03 2.928298107676969266e+02
5.841248423349696151e-07 5.841248423349696151e-07 2.598657162709105180e-03 2.598657162709105180e-03 5.841248423349696151e-07 2.598657162709105180e-03 2.928564767696909144e+02
5.290875447247070625e-07 5.290875447247070625e-07 2.598215375747489619e-03 2.598215375747489619e-03 5.290875447247070625e-07 2.598215375747489619e-03 2.928831427716849589e+02
4.708257310657858863e-07 4.708257310657858863e-07 2.597763568602285810e-03 2.597763568602285810e-03 4.708257310657858863e-07 2.597763568602285810e-03 2.929098087736789466e+02
4.116351379779180007e-07 4.116351379779180007e-07 2.597301793548667526e-03 2.597301793548667526e-03 4.116351379779180007e-07 2.597301793548667526e-03 2.929364747756729912e+02
3.536366579499321825e-07 3.536366579499321825e-07 2.596830626773690299e-03 2.596830626773690299e-03 3.536366579499321825e-07 2.596830626773690299e-03 2.929631407776669789e+02
2.986435630711739421e-07 2.986435630711739421e-07 2.596351164314080785e-03 2.596351164314080785e-03 2.986435630711739421e-07 2.596351164314080785e-03 2.929898067796610235e+02
2.477358853158454260e-07 2.477358853158454260e-07 2.595864632961187180e-03 2.595864632961187180e-03 2.477358853158454260e-07 2.595864632961187180e-03 2.930164727816550112e+02
2.020196466091824873e-07 2.020196466091824873e-07 2.595372346858749926e-03 2.595372346858749926e-03 2.020196466091824873e-07 2.595372346858749926e-03 2.930431387836490558e+02
1.620298988700380738e-07 1.620298988700380738e-07 2.594875802775136256e-03 2.594875802775136256e-03 1.620298988700380738e-07 2.594875802775136256e-03 2.930698047856430435e+02
1.279400502675499831e-07 1.279400502675499831e-07 2.594376403798203442e-03 2.594376403798203442e-03 1.279400502675499831e-07 2.594376403798203442e-03 2.930964707876370881e+02
9.962502657481967480e-08 9.962502657481967480e-08 2.593875410262234168e-03 2.593875410262234168e-03 9.962502657481967480e-08 2.593875410262234168e-03 2.931231367896310758e+02
7.674876217496360680e-08 7.674876217496360680e-08 2.593373903557846111e-03 2.593373903557846111e-03 7.674876217496360680e-08 2.593373903557846111e-03 2.931498027916251203e+02
5.882291530863923762e-08 5.882291530863923762e-08 2.592872789370545897e-03 2.592872789370545897e-03 5.882291530863923762e-08 2.592872789370545897e-03 2.931764687936191649e+02
4.518340048810426130e-08 4.518340048810426130e-08 2.592372718119957068e-03 2.592372718119957068e-03 4.518340048810426130e-08 2.592372718119957068e-03 2.932031347956131526e+02
3.527633081485752428e-08 3.527633081485752428e-08 2.591874136538640724e-03 2.591874136538640724e-03 3.527633081485752428e-08 2.591874136538640724e-03 2.932298007976071972e+02
2.850574632968961403e-08 2.850574632968961403e-08 2.591377375465239805e-03 2.591377375465239805e-03 2.850574632968961403e-08 2.591377375465239805e-03 2.932564667996011849e+02
2.431770718641508615e-08 2.431770718641508615e-08 2.590882624166179326e-03 2.590882624166179326e-03 2.431770718641508615e-08 2.590882624166179326e-03 2.932831328015952295e+02
2.221509724540704272e-08 2.221509724540704272e-08 2.590389973395170256e-03 2.590389973395170256e-03 2.221509724540704272e-08 2.590389973395170256e-03 2.933097988035892172e+02
2.175641838222561655e-08 2.175641838222561655e-08 2.589899441339485464e-03 2.589899441339485464e-03 2.175641838222561655e-08 2.589899441339485464e-03 2.933364648055832618e+02
2.256296800367022817e-08 2.256296800367022817e-08 2.589410997608999204e-03 2.589410997608999204e-03 2.256296800367022817e-08 2.589410997608999204e-03 2.933631308075772495e+02
2.430396093962987529e-08 2.430396093962987529e-08 2.588924583796407310e-03 2.588924583796407310e-03 2.430396093962987529e-08 2.588924583796407310e-03 2.933897968095712940e+02
2.668579486232038190e-08 2.668579486232038190e-08 2.588440120592915440e-03 2.588440120592915440e-03 2.668579486232038190e-08 2.588440120592915440e-03 2.934164628115652818e+02
2.944589484572294502e-08 2.944589484572294502e-08 2.587957511595843484e-03 2.587957511595843484e-03 2.944589484572294502e-08 2.587957511595843484e-03 2.934431288135593263e+02
3.234501865416022509e-08 3.234501865416022509e-08 2.587476643680841279e-03 2.587476643680841279e-03 3.234501865416022509e-08 2.587476643680841279e-03 2.934697948155533140e+02
3.516404682000132460e-08 3.516404682000132460e-08 2.586997379525229120e-03 2.586997379525229120e-03 3.516404682000132460e-08 2.586997379525229120e-03 2.934964608175473586e+02
3.772692942565702330e-08 3.772692942565702330e-08 2.586519570476095414e-03 2.586519570476095414e-03 3.772692942565702330e-08 2.586519570476095414e-03 2.935231268195413463e+02
3.985914399871392541e-08 3.985914399871392541e-08 2.586043052212786287e-03 2.586043052212786287e-03 3.985914399871392541e-08 2.586043052212786287e-03 2.935497928215353909e+02
4.142602652971578193e-08 4.142602652971578193e-08 2.585567633966484331e-03 2.585567633966484331e-03 4.142602652971578193e-08 2.585567633966484331e-03 2.935764588235293786e+02
4.232893566576697392e-08 4.232893566576697392e-08 2.585093112108720857e-03 2.585093112108720857e-03 4.232893566576697392e-08 2.585093112108720857e-03 2.936031248255234232e+02
4.250962946861083916e-08 4.250962946861083916e-08 2.584619274703596915e-03 2.584619274703596915e-03 4.250962946861083916e-08 2.584619274703596915e-03 2.936297908275174677e+02
4.195557169778054148e-08 4.195557169778054148e-08 2.584145913517905350e-03 2.584145913517905350e-03 4.195557169778054148e-08 2.584145913517905350e-03 2.936564568295114555e+02
4.068696761306481674e-08 4.068696761306481674e-08 2.583672829035474783e-03 2.583672829035474783e-03 4.068696761306481674e-08 2.583672829035474783e-03 2.936831228315055000e+02
3.876905802395487912e-08 3.876905802395487912e-08 2.583199838122540552e-03 2.583199838122540552e-03 3.876905802395487912e-08 2.583199838122540552e-03 2.937097888334994877e+02
3.629778229676833796e-08 3.629778229676833796e-08 2.582726786771251046e-03 2.582726786771251046e-03 3.629778229676833796e-08 2.582726786771251046e-03 2.937364548354935323e+02
3.339258603118741598e-08 3.339258603118741598e-08 2.582253553998637829e-03 2.582253553998637829e-03 3.339258603118741598e-08 2.582253553998637829e-03 2.937631208374875200e+02
3.018661166893702663e-08 3.018661166893702663e-08 2.581780054776090447e-03 2.581780054776090447e-03 3.018661166893702663e-08 2.581780054776090447e-03 2.937897868394815646e+02
2.681842773454332180e-08 2.681842773454332180e-08 2.581306240628173862e-03 2.581306240628173862e-03 2.681842773454332180e-08 2.581306240628173862e-03 2.938164528414755523e+02
2.342555710500475726e-08 2.342555710500475726e-08 2.580832105804816215e-03 2.580832105804816215e-03 2.342555710500475726e-08 2.580832105804816215e-03 2.938431188434695969e+02
2.010486167700906507e-08 2.010486167700906507e-08 2.580357664092174184e-03 2.580357664092174184e-03 2.010486167700906507e-08 2.580357664092174184e-03 2.938697848454635846e+02
1.696455964966938861e-08 1.696455964966938861e-08 2.579882945269523168e-03 2.579882945269523168e-03 1.696455964966938861e-08 2.579882945269523168e-03 2.938964508474576292e+02
1.407924245330818171e-08 1.407924245330818171e-08 2.579408003152308324e-03 2.579408003152308324e-03 1.407924245330818171e-08 2.579408003152308324e-03 2.939231168494516169e+02
1.150004613254446685e-08 1.150004613254446685e-08 2.578932895563686069e-03 2.578932895563686069e-03 1.150004613254446685e-08 2.578932895563686069e-03 2.939497828514456614e+02
9.257278187368383724e-09 9.257278187368383724e-09 2.578457679198288468e-03 2.578457679198288468e-03 9.257278187368383724e-09 2.578457679198288468e-03 2.939764488534396492e+02
7.364758415586766960e-09 7.364758415586766960e-09 2.577982407772409518e-03 2.577982407772409518e-03 7.364758415586766960e-09 2.577982407772409518e-03 2.940031148554336937e+02
5.809510881468246747e-09 5.809510881468246747e-09 2.577507118045073431e-03 2.577507118045073431e-03 5.809510881468246747e-09 2.577507118045073431e-03 2.940297808574277383e+02
4.586985370538768324e-09 4.586985370538768324e-09 2.577031829497727477e-03 2.577031829497727477e-03 4.586985370538768324e-09 2.577031829497727477e-03 2.940564468594217260e+02
3.684187846932732408e-09 3.684187846932732408e-09 2.576556551033388435e-03 2.576556551033388435e-03 3.684187846932732408e-09 2.576556551033388435e-03 2.940831128614157706e+02
3.091848311464625377e-09 3.091848311464625377e-09 2.576081274673135395e-03 2.576081274673135395e-03 3.091848311464625377e-09 2.576081274673135395e-03 2.941097788634097583e+02
2.810013631186532414e-09 2.810013631186532414e-09 2.575605978607398150e-03 2.575605978607398150e-03 2.810013631186532414e-09 2.575605978607398150e-03 2.941364448654038029e+02
2.851807570353021277e-09 2.851807570353021277e-09 2.575130629123043285e-03 2.575130629123043285e-03 2.851807570353021277e-09 2.575130629123043285e-03 2.941631108673977906e+02
3.251686210737671645e-09 3.251686210737671645e-09 2.574655185743268335e-03 2.574655185743268335e-03 3.251686210737671645e-09 2.574655185743268335e-03 2.941897768693918351e+02
4.065342543464153500e-09 4.065342543464153500e-09 2.574179607651639300e-03 2.574179607651639300e-03 4.065342543464153500e-09 2.574179607651639300e-03 2.942164428713858229e+02
5.373455693379549173e-09 5.373455693379549173e-09 2.573703859300770398e-03 2.573703859300770398e-03 5.373455693379549173e-09 2.573703859300770398e-03 2.942431088733798674e+02
7.282752907275800841e-09 7.282752907275800841e-09 2.573227918921291036e-03 2.573227918921291036e-03 7.282752907275800841e-09 2.573227918921291036e-03 2.942697748753738551e+02
9.923715537010507763e-09 9.923715537010507763e-09 2.572751788314925347e-03 2.572751788314925347e-03 9.923715537010507763e-09 2.572751788314925347e-03 2.942964408773678997e+02
1.343793189949591358e-08 1.343793189949591358e-08 2.572275488517411588e-03 2.572275488517411588e-03 1.343793189949591358e-08 2.572275488517411588e-03 2.943231068793618874e+02
1.801947406707071207e-08 1.801947406707071207e-08 2.571799090247145741e-03 2.571799090247145741e-03 1.801947406707071207e-08 2.571799090247145741e-03 2.943497728813559320e+02
2.383283417408346111e-08 2.383283417408346111e-08 2.571322722897749491e-03 2.571322722897749491e-03 2.383283417408346111e-08 2.571322722897749491e-03 2.943764388833499197e+02
3.104703981619912408e-08 3.104703981619912408e-08 2.570846561046087088e-03 2.570846561046087088e-03 3.104703981619912408e-08 2.570846561046087088e-03 2.944031048853439643e+02
3.980812774494100477e-08 3.980812774494100477e-08 2.570370841104368653e-03 2.570370841104368653e-03 3.980812774494100477e-08 2.570370841104368653e-03 2.944297708873380088e+02
5.022041781379700192e-08 5.022041781379700192e-08 2.569895859781047131e-03 2.569895859781047131e-03 5.022041781379700192e-08 2.569895859781047131e-03 2.944564368893319966e+02
6.232163389179981571e-08 6.232163389179981571e-08 2.569421969708533208e-03 2.569421969708533208e-03 6.232163389179981571e-08 2.569421969708533208e-03 2.944831028913260411e+02
7.603321813381765311e-08 7.603321813381765311e-08 2.568949517566733887e-03 2.568949517566733887e-03 7.603321813381765311e-08 2.568949517566733887e-03 2.945097688933200288e+02
9.131491001416290557e-08 9.131491001416290557e-08 2.568478904093816212e-03 2.568478904093816212e-03 9.131491001416290557e-08 2.568478904093816212e-03 2.945364348953140734e+02
1.078817024935835589e-07 1.078817024935835589e-07 2.568010553737493703e-03 2.568010553737493703e-03 1.078817024935835589e-07 2.568010553737493703e-03 2.945631008973080611e+02
1.253860456007542133e-07 1.253860456007542133e-07 2.567544809070846940e-03 2.567544809070846940e-03 1.253860456007542133e-07 2.567544809070846940e-03 2.945897668993021057e+02
1.433792596338446966e-07 1.433792596338446966e-07 2.567081952076882747e-03 2.567081952076882747e-03 1.433792596338446966e-07 2.567081952076882747e-03 2.946164329012960934e+02
1.613234040876640234e-07 1.613234040876640234e-07 2.566622168628750027e-03 2.566622168628750027e-03 1.613234040876640234e-07 2.566622168628750027e-03 2.946430989032901380e+02
1.785877857901742444e-07 1.785877857901742444e-07 2.566165469951503953e-03 2.566165469951503953e-03 1.785877857901742444e-07 2.566165469951503953e-03 2.946697649052841257e+02
1.946756807313283984e-07 1.946756807313283984e-07 2.565711772628571832e-03 2.565711772628571832e-03 1.946756807313283984e-07 2.565711772628571832e-03 2.946964309072781703e+02
2.089409105144668571e-07 2.089409105144668571e-07 2.565260880479476851e-03 2.565260880479476851e-03 2.089409105144668571e-07 2.565260880479476851e-03 2.947230969092721580e+02
2.208591251465904693e-07 2.208591251465904693e-07 2.564812403276352498e-03 2.564812403276352498e-03 2.208591251465904693e-07 2.564812403276352498e-03 2.947497629112662025e+02
2.300071473362161031e-07 2.300071473362161031e-07 2.564365842630117465e-03 2.564365842630117465e-03 2.300071473362161031e-07 2.564365842630117465e-03 2.947764289132601903e+02
2.360918486062578484e-07 2.360918486062578484e-07 2.563920612250784707e-03 2.563920612250784707e-03 2.360918486062578484e-07 2.563920612250784707e-03 2.948030949152542348e+02
2.389746198809347016e-07 2.389746198809347016e-07 2.563476077329361093e-03 2.563476077329361093e-03 2.389746198809347016e-07 2.563476077329361093e-03 2.948297609172482225e+02
2.386782928812755399e-07 2.386782928812755399e-07 2.563031606940046735e-03 2.563031606940046735e-03 2.386782928812755399e-07 2.563031606940046735e-03 2.948564269192422671e+02
2.353539545209157826e-07 2.353539545209157826e-07 2.562586605911738695e-03 2.562586605911738695e-03 2.353539545209157826e-07 2.562586605911738695e-03 2.948830929212363117e+02
2.292906845299549813e-07 2.292906845299549813e-07 2.562140545697368012e-03 2.562140545697368012e-03 2.292906845299549813e-07 2.562140545697368012e-03 2.949097589232302994e+02
2.208749590786053798e-07 2.208749590786053798e-07 2.561693000693281673e-03 2.561693000693281673e-03 2.208749590786053798e-07 2.561693000693281673e-03 2.949364249252243440e+02
2.105576797210023050e-07 2.105576797210023050e-07 2.561243658404027852e-03 2.561243658404027852e-03 2.105576797210023050e-07 2.561243658404027852e-03 2.949630909272183317e+02
1.988498536874083508e-07 1.988498536874083508e-07 2.560792367672082986e-03 2.560792367672082986e-03 1.988498536874083508e-07 2.560792367672082986e-03 2.949897569292123762e+02
1.861307401563525651e-07 1.861307401563525651e-07 2.560339060348637997e-03 2.560339060348637997e-03 1.861307401563525651e-07 2.560339060348637997e-03 2.950164229312063640e+02
1.728675729708660332e-07 1.728675729708660332e-07 2.559883737488033526e-03 2.559883737488033526e-03 1.728675729708660332e-07 2.559883737488033526e-03 2.950430889332004085e+02
1.594312048310730918e-07 1.594312048310730918e-07 2.559426516386517809e-03 2.559426516386517809e-03 1.594312048310730918e-07 2.559426516386517809e-03 2.950697549351943962e+02
1.461261758430145110e-07 1.461261758430145110e-07 2.558967560469987794e-03 2.558967560469987794e-03 1.461261758430145110e-07 2.558967560469987794e-03 2.950964209371884408e+02
1.331890028922212249e-07 1.331890028922212249e-07 2.558507061828791448e-03 2.558507061828791448e-03 1.331890028922212249e-07 2.558507061828791448e-03 2.951230869391824285e+02
1.207958270199372758e-07 1.207958270199372758e-07 2.558045218501787954e-03 2.558045218501787954e-03 1.207958270199372758e-07 2.558045218501787954e-03 2.951497529411764731e+02
1.091011399331889101e-07 1.091011399331889101e-07 2.557582260820543633e-03 2.557582260820543633e-03 1.091011399331889101e-07 2.557582260820543633e-03 2.951764189431704608e+02
9.810244802577360897e-08 9.810244802577360897e-08 2.557118374009475451e-03 2.557118374009475451e-03 9.810244802577360897e-08 2.557118374009475451e-03 2.952030849451645054e+02
8.788787234287966312e-08 8.788787234287966312e-08 2.556653699684216692e-03 2.556653699684216692e-03 8.788787234287966312e-08 2.556653699684216692e-03 2.952297509471584931e+02
7.848172501466287745e-08 7.848172501466287745e-08 2.556188400132005691e-03 2.556188400132005691e-03 7.848172501466287745e-08 2.556188400132005691e-03 2.952564169491525377e+02
6.989307677298301121e-08 6.989307677298301121e-08 2.555722613314161899e-03 2.555722613314161899e-03 6.989307677298301121e-08 2.555722613314161899e-03 2.952830829511465254e+02
6.212174071890977934e-08 6.212174071890977934e-08 2.555256460508040228e-03 2.555256460508040228e-03 6.212174071890977934e-08 2.555256460508040228e-03 2.953097489531405699e+02
5.517755245455068445e-08 5.517755245455068445e-08 2.554790073660172071e-03 2.554790073660172071e-03 5.517755245455068445e-08 2.554790073660172071e-03 2.953364149551346145e+02
4.899458720280396733e-08 4.899458720280396733e-08 2.554323557110898049e-03 2.554323557110898049e-03 4.899458720280396733e-08 2.554323557110898049e-03 2.953630809571286022e+02
4.357096411884344269e-08 4.357096411884344269e-08 2.553856992494616188e-03 2.553856992494616188e-03 4.357096411884344269e-08 2.553856992494616188e-03 2.953897469591226468e+02
3.887047205380996652e-08 3.887047205380996652e-08 2.553390476849574150e-03 2.553390476849574150e-03 3.887047205380996652e-08 2.553390476849574150e-03 2.954164129611166345e+02
3.484748919921182730e-08 3.484748919921182730e-08 2.552924093436104158e-03 2.552924093436104158e-03 3.484748919921182730e-08 2.552924093436104158e-03 2.954430789631106791e+02
3.144858689360998501e-08 3.144858689360998501e-08 2.552457913364831847e-03 2.552457913364831847e-03 3.144858689360998501e-08 2.552457913364831847e-03 2.954697449651046668e+02
2.862113009737861379e-08 2.862113009737861379e-08 2.551992004059173893e-03 2.551992004059173893e-03 2.862113009737861379e-08 2.551992004059173893e-03 2.954964109670987114e+02
2.628094298975571610e-08 2.628094298975571610e-08 2.551526411950922734e-03 2.551526411950922734e-03 2.628094298975571610e-08 2.551526411950922734e-03 2.955230769690926991e+02
2.437179570931426299e-08 2.437179570931426299e-08 2.551061164101126651e-03 2.551061164101126651e-03 2.437179570931426299e-08 2.551061164101126651e-03 2.955497429710867436e+02
2.282787886782818363e-08 2.282787886782818363e-08 2.550596284117466125e-03 2.550596284117466125e-03 2.282787886782818363e-08 2.550596284117466125e-03 2.955764089730807314e+02
2.158657838254627859e-08 2.158657838254627859e-08 2.550131781684567087e-03 2.550131781684567087e-03 2.158657838254627859e-08 2.550131781684567087e-03 2.956030749750747759e+02
2.059077407522578647e-08 2.059077407522578647e-08 2.549667655593536308e-03 2.549667655593536308e-03 2.059077407522578647e-08 2.549667655593536308e-03 2.956297409770687636e+02
1.979238825516804083e-08 1.979238825516804083e-08 2.549203898642350957e-03 2.549203898642350957e-03 1.979238825516804083e-08 2.549203898642350957e-03 2.956564069790628082e+02
1.914336943194846155e-08 1.914336943194846155e-08 2.548740495271764866e-03 2.548740495271764866e-03 1.914336943194846155e-08 2.548740495271764866e-03 2.956830729810567959e+02
1.861196928035777577e-08 1.861196928035777577e-08 2.548277424228523238e-03 2.548277424228523238e-03 1.861196928035777577e-08 2.548277424228523238e-03 2.957097389830508405e+02
1.817113948838976656e-08 1.817113948838976656e-08 2.547814664869330406e-03 2.547814664869330406e-03 1.817113948838976656e-08 2.547814664869330406e-03 2.957364049850448851e+02
1.780081865476480284e-08 1.780081865476480284e-08 2.547352195560045277e-03 2.547352195560045277e-03 1.780081865476480284e-08 2.547352195560045277e-03 2.957630709870388728e+02
1.748705031205483808e-08 1.748705031205483808e-08 2.546889995431377181e-03 2.546889995431377181e-03 1.748705031205483808e-08 2.546889995431377181e-03 2.957897369890329173e+02
1.722099452728984883e-08 1.722099452728984883e-08 2.546428045289113058e-03 2.546428045289113058e-03 1.722099452728984883e-08 2.546428045289113058e-03 2.958164029910269051e+02
