# betaPara  betaPerp  deltaPara  deltaPerp  beta  delta  energy
9.358801257709257288e-04 1.124683517251231883e-03 2.048950296460027003e-03 2.075549567342222998e-03 1.103136673222454567e-03 2.201133463183575778e-03 2.927940333135604192e+02
9.386897928141865180e-04 1.124866584727711102e-03 2.049168495108506793e-03 2.076406510860466601e-03 1.105355625171079107e-03 2.201955318930660325e-03 2.928183267541929240e+02
9.409984351910582849e-04 1.124862852039998796e-03 2.049862658167915085e-03 2.077358646451176946e-03 1.106997620356017396e-03 2.203276147059540866e-03 2.928426201948254288e+02
9.427463983492340811e-04 1.124654769197210155e-03 2.050926100099257667e-03 2.078366692487248427e-03 1.107996685591250852e-03 2.204973349369636348e-03 2.928669136354578768e+02
9.438961474424514267e-04 1.124234171299270772e-03 2.052243128217125321e-03 2.079387166137108660e-03 1.108313042071692144e-03 2.206913445558995532e-03 2.928912070760903816e+02
9.444324718401749365e-04 1.123602402154056604e-03 2.053695342752723252e-03 2.080375983235134129e-03 1.107933303321498308e-03 2.208960089055725298e-03 2.929155005167228865e+02
9.443605850302631572e-04 1.122767851098681975e-03 2.055164872736096014e-03 2.081288941896909574e-03 1.106867275853530000e-03 2.210977346121294641e-03 2.929397939573553344e+02
9.437086690341345415e-04 1.121749766121621665e-03 2.056538517800919445e-03 2.082083143767256110e-03 1.105152591145289274e-03 2.212834407622188936e-03 2.929640873979878393e+02
9.425253005352243578e-04 1.120576783804994297e-03 2.057713848254467178e-03 2.082720955145525316e-03 1.102851419091473942e-03 2.214413613084175586e-03 2.929883808386203441e+02
9.408746751222597099e-04 1.119283720371910991e-03 2.058602922774029585e-03 2.083170872519003736e-03 1.100044134227359804e-03 2.215614422897264815e-03 2.930126742792527921e+02
9.388313376478514072e-04 1.117913049619698000e-03 2.059132030633106271e-03 2.083409407288350224e-03 1.096825261549670433e-03 2.216354281366988109e-03 2.930369677198852969e+02
9.364827130880041010e-04 1.116509267199046864e-03 2.059244227469008044e-03 2.083421818479274604e-03 1.093302546414546194e-03 2.216571419710205472e-03 2.930612611605178017e+02
9.339206884136516890e-04 1.115120418379565194e-03 2.058902415002159848e-03 2.083201430249900614e-03 1.089589977435371755e-03 2.216227335963369405e-03 2.930855546011502497e+02
9.312370506552993064e-04 1.113797254903746252e-03 2.058087069534088234e-03 2.082752660665211121e-03 1.085803035347123000e-03 2.215306447847029646e-03 2.931098480417827545e+02
9.285215448955234192e-04 1.112586461855652725e-03 2.056793669120784290e-03 2.082090478583851784e-03 1.082052905480058785e-03 2.213813372571459600e-03 2.931341414824152594e+02
9.258621711061401681e-04 1.111531600738686681e-03 2.055032162903765169e-03 2.081237906684609874e-03 1.078447310244581066e-03 2.211770968148870590e-03 2.931584349230477642e+02
9.233429264605844209e-04 1.110673229439094198e-03 2.052828444298606184e-03 2.080227784973700221e-03 1.075088473715035166e-03 2.209222756000636060e-03 2.931827283636802122e+02
9.210371091076500908e-04 1.110041949697298863e-03 2.050222226338018188e-03 2.079101369747237901e-03 1.072062752193579487e-03 2.206230101521857757e-03 2.932070218043127170e+02
9.190065970731487247e-04 1.109660009663438179e-03 2.047261494599939002e-03 2.077905513335667927e-03 1.069440941937804292e-03 2.202865375540546608e-03 2.932313152449452218e+02
9.173062128134083911e-04 1.109537777249226202e-03 2.044001507018898805e-03 2.076690636783500889e-03 1.067280251003190116e-03 2.199209838333680833e-03 2.932556086855776698e+02
9.159817059222410832e-04 1.109674167729160586e-03 2.040507257871037455e-03 2.075506307141897384e-03 1.065622663014880421e-03 2.195353315072541556e-03 2.932799021262101746e+02
9.150627471246473204e-04 1.110060600978177332e-03 2.036850121746406131e-03 2.074400390592098711e-03 1.064490766724582446e-03 2.191390573207139831e-03 2.933041955668426795e+02
9.145662128246618769e-04 1.110678325630691608e-03 2.033103194634508677e-03 2.073418478251657510e-03 1.063889210685083683e-03 2.187416641832140140e-03 2.933284890074751274e+02
9.144965860152605083e-04 1.111499011787352078e-03 2.029340232808006950e-03 2.072600327805501890e-03 1.063805449376016565e-03 2.183523717769392681e-03 2.933527824481076323e+02
9.148461799807905545e-04 1.112487920436405157e-03 2.025634638415267381e-03 2.071977585223018069e-03 1.064211812116959205e-03 2.179798882890594119e-03 2.933770758887401371e+02
9.155941434205106455e-04 1.113607162365007038e-03 2.022058225412716025e-03 2.071574312866779864e-03 1.065066495979645738e-03 2.176323257953675320e-03 2.934013693293725851e+02
9.167045740172370194e-04 1.114814530952004581e-03 2.018677633089346543e-03 2.071406405338695363e-03 1.066311137605762197e-03 2.173168322737291380e-03 2.934256627700050899e+02
9.181291043084738096e-04 1.116067212739634603e-03 2.015550084864538641e-03 2.071480459970488457e-03 1.067875386938258375e-03 2.170391297739819158e-03 2.934499562106375947e+02
9.198109350355365916e-04 1.117323485900679645e-03 2.012722615410946804e-03 2.071794659011721561e-03 1.069681684767735197e-03 2.168034937300394090e-03 2.934742496512700995e+02
9.216835569853728269e-04 1.118543405287226794e-03 2.010230783601100243e-03 2.072338334677745978e-03 1.071644470763234019e-03 2.166126074464163123e-03 2.934985430919025475e+02
9.236732406639921707e-04 1.119693671574055211e-03 2.008095004114394261e-03 2.073093376060178902e-03 1.073675392369776273e-03 2.164673042547922421e-03 2.935228365325350524e+02
9.257038630091280786e-04 1.120747269734555934e-03 2.006318648374632620e-03 2.074037123653232114e-03 1.075687553315105406e-03 2.163665603346570133e-03 2.935471299731675572e+02
9.277015172778975589e-04 1.121683923374671701e-03 2.004888591091221351e-03 2.075143703123863165e-03 1.077600127476905940e-03 2.163076244396523306e-03 2.935714234138000052e+02
9.295969966817426529e-04 1.122491067077495018e-03 2.003776180175637078e-03 2.076386317282472374e-03 1.079341213234614582e-03 2.162862451448351563e-03 2.935957168544325100e+02
9.313292070454115773e-04 1.123161845261850872e-03 2.002937943149587282e-03 2.077738758015203104e-03 1.080849836326152258e-03 2.162968251413612073e-03 2.936200102950650148e+02
9.328491517506840936e-04 1.123695863381029506e-03 2.002317597747287417e-03 2.079176611601472012e-03 1.082080096082863692e-03 2.163326786800519839e-03 2.936443037356974628e+02
9.341229921659881599e-04 1.124097045729013575e-03 2.001849615562102582e-03 2.080677947518201881e-03 1.083002783734046855e-03 2.163864049065752047e-03 2.936685971763299676e+02
9.351332552931870823e-04 1.124376481393890093e-03 2.001463183769058331e-03 2.082226333804739881e-03 1.083608155955075253e-03 2.164504353748429241e-03 2.936928906169624724e+02
9.358793502018135412e-04 1.124544519625464293e-03 2.001085816383509509e-03 2.083812171380595036e-03 1.083901769466206859e-03 2.165174483198109741e-03 2.937171840575949204e+02
9.363779006135108073e-04 1.124610955190515071e-03 2.000647260654731235e-03 2.085430083945844296e-03 1.083904903294803657e-03 2.165805794754469080e-03 2.937414774982274253e+02
9.366614767783821649e-04 1.124584966791784954e-03 2.000083455444767559e-03 2.087078927574844214e-03 1.083653337672245594e-03 2.166337924641870832e-03 2.937657709388599301e+02
9.367765258329748771e-04 1.124473758624091463e-03 1.999339593285376707e-03 2.088762476968224549e-03 1.083194602009236078e-03 2.166722040560144485e-03 2.937900643794924349e+02
9.367819005870303261e-04 1.124278547742785630e-03 1.998373408787049253e-03 2.090487312333447981e-03 1.082584244150775702e-03 2.166922642743437412e-03 2.938143578201248829e+02
9.367446978529070682e-04 1.123996954730689191e-03 1.997158214720674146e-03 2.092261208263901558e-03 1.081883384628103736e-03 2.166919451111715914e-03 2.938386512607573877e+02
9.367351491126334369e-04 1.123618574927857548e-03 1.995683253333071800e-03 2.094089156535335408e-03 1.081151315839249316e-03 2.166705383347250317e-03 2.938629447013898925e+02
9.368244666072881276e-04 1.123136812774981272e-03 1.993953294631672056e-03 2.095975497276247011e-03 1.080450514143821428e-03 2.166287443929033538e-03 2.938872381420223405e+02
9.370814409408541237e-04 1.122535826874807149e-03 1.991988418586755193e-03 2.097925390006766515e-03 1.079835727179192205e-03 2.165687396892607228e-03 2.939115315826548454e+02
9.375699671638991744e-04 1.121794062087048570e-03 1.989823297946910572e-03 2.099937504829384530e-03 1.079353760697888054e-03 2.164936764741322035e-03 2.939358250232873502e+02
9.383458756806772102e-04 1.120889709744654888e-03 1.987506182230611672e-03 2.102003399512759971e-03 1.079043771015846670e-03 2.164075524385360768e-03 2.939601184639197982e+02
9.394539019134937920e-04 1.119801284837017167e-03 1.985096645124356275e-03 2.104108426511658823e-03 1.078934750066560437e-03 2.163150542485173505e-03 2.939844119045523030e+02
9.409262501364576859e-04 1.118509933356723026e-03 1.982662827003543390e-03 2.106232439899090661e-03 1.079045574778430844e-03 2.162213414954775037e-03 2.940087053451848078e+02
9.427819545123599515e-04 1.116998463500444095e-03 1.980279534874159874e-03 2.108349142356877835e-03 1.079383835924524210e-03 2.161318322217726205e-03 2.940329987858172558e+02
9.450245590107496201e-04 1.115257731963754072e-03 1.978025716827945101e-03 2.110428766117960434e-03 1.079947435548736989e-03 2.160521254604450252e-03 2.940572922264497606e+02
9.476422075874931525e-04 1.113278042925695431e-03 1.975981479532504335e-03 2.112435973484235244e-03 1.080719606713452432e-03 2.159875994023756438e-03 2.940815856670822654e+02
9.506067535451527073e-04 1.111065700636052487e-03 1.974225162046406266e-03 2.114332745965479942e-03 1.081677844031208495e-03 2.159433096218541480e-03 2.941058791077147703e+02
9.538744913763324814e-04 1.108630848258040837e-03 1.972829920420448788e-03 2.116084886022031632e-03 1.082787407852008011e-03 2.159240541854262618e-03 2.941301725483472183e+02
9.573877212076968351e-04 1.105988208700622996e-03 1.971861173681652927e-03 2.117658604485683424e-03 1.084003220202849928e-03 2.159339338322349439e-03 2.941544659889797231e+02
9.610756577583135646e-04 1.103159950130229525e-03 1.971374321392375083e-03 2.119021621079991702e-03 1.085272416772995428e-03 2.159762051263406681e-03 2.941787594296122279e+02
9.648559449566664406e-04 1.100174795291184457e-03 1.971412145382816540e-03 2.120145809695572672e-03 1.086535205678341998e-03 2.160531940757386745e-03 2.942030528702446759e+02
9.686369678817959104e-04 1.097066601554041662e-03 1.972002658822909031e-03 2.121008449629179556e-03 1.087726212039435937e-03 2.161661693088605656e-03 2.942273463108771807e+02
9.723193891831004862e-04 1.093874578505691806e-03 1.973156445921636203e-03 2.121595290944567475e-03 1.088776020597333367e-03 2.163152759115821635e-03 2.942516397515096855e+02
9.758005819398408000e-04 1.090633875007478940e-03 1.974863947745500448e-03 2.121897694820338610e-03 1.089609754309478224e-03 2.164991133943399999e-03 2.942759331921421335e+02
9.789806214479527310e-04 1.087385570280582263e-03 1.977095997589743345e-03 2.121912300345460411e-03 1.090158547477984531e-03 2.167147653408385902e-03 2.943002266327746383e+02
9.817631702416611261e-04 1.084168898091627479e-03 1.979804096280554648e-03 2.121645021065756472e-03 1.090355801568305754e-03 2.169580615235213849e-03 2.943245200734071432e+02
9.840608570021885416e-04 1.081018101056506692e-03 1.982919571058264132e-03 2.121107546479906146e-03 1.090140316818804557e-03 2.172232934113031352e-03 2.943488135140395912e+02
9.858015746657059885e-04 1.077964184158744509e-03 1.986356404459641879e-03 2.120315054394413239e-03 1.089463205061765028e-03 2.175033420039182951e-03 2.943731069546720960e+02
9.869305680278550163e-04 1.075034808638521914e-03 1.990015054675630269e-03 2.119285703055293502e-03 1.088289768120382283e-03 2.177900034853675042e-03 2.943974003953046008e+02
9.874138608097129260e-04 1.072255004425718729e-03 1.993786163084885869e-03 2.118040442015094085e-03 1.086603128725321206e-03 2.180743239263490708e-03 2.944216938359371056e+02
9.872401078859691613e-04 1.069646859645853685e-03 1.997555782424296177e-03 2.116603992512615384e-03 1.084405762267899717e-03 2.183471453893800780e-03 2.944459872765695536e+02
9.864198694369927679e-04 1.067225142748423313e-03 2.001209984052849077e-03 2.115001981023302991e-03 1.081716221939090731e-03 2.185993651101203993e-03 2.944702807172020584e+02
9.849856178770089593e-04 1.065003850566205923e-03 2.004638593431922085e-03 2.113259751904766025e-03 1.078573026248388217e-03 2.188222127610451370e-03 2.944945741578345633e+02
9.829920850702373366e-04 1.062994347347119214e-03 2.007740368398698311e-03 2.111405295408678214e-03 1.075033889028710870e-03 2.190079067291658080e-03 2.945188675984670112e+02
9.805130812369502406e-04 1.061201711353660987e-03 2.010428598693911155e-03 2.109467360877341317e-03 1.071170586404735729e-03 2.191500646563721271e-03 2.945431610390995161e+02
9.776369201476675218e-04 1.059627796115614022e-03 2.012635146160578030e-03 2.107473514531090376e-03 1.067066504908973333e-03 2.192439648294193088e-03 2.945674544797320209e+02
9.744606462725191338e-04 1.058271408249751881e-03 2.014312512298015515e-03 2.105450628901993446e-03 1.062811369003851224e-03 2.192867680175445734e-03 2.945917479203644689e+02
9.710846871618401127e-04 1.057128228007946352e-03 2.015433569510595869e-03 2.103424599717757231e-03 1.058496202317285887e-03 2.192774753172924834e-03 2.946160413609969737e+02
9.676098656558999606e-04 1.056191668130429398e-03 2.015990899345118399e-03 2.101420546651899639e-03 1.054211062215482976e-03 2.192168779409794932e-03 2.946403348016294785e+02
9.641336803948399089e-04 1.055451930113661656e-03 2.015996813517840266e-03 2.099463231663326740e-03 1.050041022560335366e-03 2.191075849689581509e-03 2.946646282422619265e+02
9.607446241811513476e-04 1.054894385023952405e-03 2.015481256543148660e-03 2.097575336502068358e-03 1.046059903251081143e-03 2.189537261127176386e-03 2.946889216828944313e+02
9.575201772642147075e-04 1.054502218349592443e-03 2.014488494464265148e-03 2.095776251557517587e-03 1.042329972108676150e-03 2.187605708563657419e-03 2.947132151235269362e+02
9.545243331453898529e-04 1.054257041847604225e-03 2.013074330978664294e-03 2.094083115438245390e-03 1.038900002808363287e-03 2.185343306996594560e-03 2.947375085641594410e+02
9.518053455979893661e-04 1.054137084976618103e-03 2.011302176638840242e-03 2.092510159340123244e-03 1.035802107251438797e-03 2.182817543770681785e-03 2.947618020047918890e+02
9.493956256788421916e-04 1.054118678227000542e-03 2.009238596961855378e-03 2.091067101882729956e-03 1.033052513467379091e-03 2.180096182310770504e-03 2.947860954454243938e+02
9.473129519900893658e-04 1.054177856009218695e-03 2.006949580750645116e-03 2.089758892388689573e-03 1.030653642161416788e-03 2.177243634538718157e-03 2.948103888860568986e+02
9.455623516713703531e-04 1.054291924790604290e-03 2.004497687266292971e-03 2.088586562735913772e-03 1.028596780433247869e-03 2.174318806111989830e-03 2.948346823266893466e+02
9.441384309152693610e-04 1.054439194038296179e-03 2.001940124610548672e-03 2.087548237035455768e-03 1.026864093477926733e-03 2.171373897655007931e-03 2.948589757673218514e+02
9.430276849370428831e-04 1.054598021127003482e-03 1.999327916677762738e-03 2.086638169708937909e-03 1.025430220153712019e-03 2.168453061395306681e-03 2.948832692079543563e+02
9.422095242800649501e-04 1.054750044314477784e-03 1.996705026950167453e-03 2.085846624608606297e-03 1.024265132751067415e-03 2.165591514040680812e-03 2.949075626485868042e+02
9.416584998246442951e-04 1.054880833572481450e-03 1.994107196707456051e-03 2.085162104216130730e-03 1.023336600812924059e-03 2.162815771777151092e-03 2.949318560892193091e+02
9.413474549735254731e-04 1.054978207384101464e-03 1.991562366962202051e-03 2.084572091725947398e-03 1.022612126130949001e-03 2.160144482035543986e-03 2.949561495298518139e+02
9.412483539172319990e-04 1.055032821941730625e-03 1.989091713388116932e-03 2.084062878249117335e-03 1.022060066027948499e-03 2.157589281683727680e-03 2.949804429704842619e+02
9.413333819151100323e-04 1.055038508956311887e-03 1.986710042073683551e-03 2.083620115060347104e-03 1.021650862377452900e-03 2.155155494609936953e-03 2.950047364111167667e+02
9.415763799037213952e-04 1.054992680359239689e-03 1.984426605752421385e-03 2.083229868636502814e-03 1.021358611755453574e-03 2.152843515706561427e-03 2.950290298517492715e+02
9.419535090330070828e-04 1.054895580794044507e-03 1.982246240848458373e-03 2.082879899312212527e-03 1.021161248230663269e-03 2.150650625789980210e-03 2.950533232923817764e+02
9.424438109591347541e-04 1.054748414416203928e-03 1.980170639860499501e-03 2.082559519103696546e-03 1.021039953663644209e-03 2.148572094445016113e-03 2.950776167330142243e+02
9.430286262079232412e-04 1.054553877095501220e-03 1.978199152180231887e-03 2.082259101755005830e-03 1.020978929505549863e-03 2.146601632554758724e-03 2.951019101736467292e+02
9.436921991281624084e-04 1.054316059443706054e-03 1.976329587087885444e-03 2.081970577496520484e-03 1.020965910360412251e-03 2.144732434192740678e-03 2.951262036142792340e+02
9.444206883933789357e-04 1.054039549916089983e-03 1.974558910218228436e-03 2.081687503897188766e-03 1.020990705888009985e-03 2.142957868836213933e-03 2.951504970549116820e+02
9.452022126306292710e-04 1.053729348459681026e-03 1.972883435865202366e-03 2.081404865956162052e-03 1.021045194482579502e-03 2.141271538855077025e-03 2.951747904955441868e+02
9.460265299210125463e-04 1.053390495567917834e-03 1.971299200386912066e-03 2.081119056229019468e-03 1.021122812107536342e-03 2.139667619578879132e-03 2.951990839361766916e+02
9.468847848496494057e-04 1.053027527148001682e-03 1.969802208665777030e-03 2.080827376054482196e-03 1.021217986258161773e-03 2.138140797153162669e-03 2.952233773768091396e+02
9.477691234675187596e-04 1.052645112769455072e-03 1.968388581144649933e-03 2.080527850972885024e-03 1.021326152694597769e-03 2.136686291568103916e-03 2.952476708174416444e+02
9.486722852276882698e-04 1.052247274490120598e-03 1.967054339112980516e-03 2.080218641352197910e-03 1.021442919996048753e-03 2.135299307993719295e-03 2.952719642580741493e+02
9.495880608769758941e-04 1.051839795941638712e-03 1.965795491863905724e-03 2.079898635392724276e-03 1.021565917621084689e-03 2.133975470996937393e-03 2.952962576987066541e+02
9.505107583166262945e-04 1.051428177056074964e-03 1.964608316000352687e-03 2.079568585618008468e-03 1.021693088048372796e-03 2.132711755114460352e-03 2.953205511393391021e+02
9.514348257986739339e-04 1.051016702665068161e-03 1.963489084843515146e-03 2.079229849570533861e-03 1.021821787844793541e-03 2.131505488121925810e-03 2.953448445799716069e+02
9.523550132392761018e-04 1.050610320617213116e-03 1.962433782031602642e-03 2.078884068190628518e-03 1.021950048573345418e-03 2.130353897279644009e-03 2.953691380206041117e+02
9.532665886301285030e-04 1.050214814930232072e-03 1.961438135190407724e-03 2.078534643839674220e-03 1.022076873086005420e-03 2.129255011802111842e-03 2.953934314612365597e+02
9.541652372082293871e-04 1.049834679920506322e-03 1.960497681740422209e-03 2.078186752504205745e-03 1.022200891356708731e-03 2.128207726731296250e-03 2.954177249018690645e+02
9.550470561018192545e-04 1.049474085212965483e-03 1.959607699579427303e-03 2.077847233509368379e-03 1.022320932369422293e-03 2.127211679107928691e-03 2.954420183425015694e+02
9.559086386593144491e-04 1.049134774865446507e-03 1.958763108279528656e-03 2.077524021505725016e-03 1.022434848801265835e-03 2.126266820497742151e-03 2.954663117831340173e+02
9.567474457026716892e-04 1.048818382948656048e-03 1.957958655707136685e-03 2.077226009543167197e-03 1.022541237495736910e-03 2.125373504243931178e-03 2.954906052237665222e+02
9.575615055176778505e-04 1.048525242642235969e-03 1.957189079229993030e-03 2.076965097621450481e-03 1.022638461898108279e-03 2.124533850151974490e-03 2.955148986643990270e+02
9.583496017324117777e-04 1.048249394940021888e-03 1.956449188228646073e-03 2.076753887725815793e-03 1.022721873178304491e-03 2.123750463955876525e-03 2.955391921050314750e+02
9.591109749865032053e-04 1.047982409055910709e-03 1.955733916530325023e-03 2.076602628140877729e-03 1.022785783612792290e-03 2.123024676908707303e-03 2.955634855456639798e+02
9.598454961094411491e-04 1.047715926087952479e-03 1.955038292116315166e-03 2.076521589776544018e-03 1.022825138254888000e-03 2.122357920624418776e-03 2.955877789862964846e+02
9.605536272564235093e-04 1.047436831052394983e-03 1.954357546446273096e-03 2.076521391927899432e-03 1.022832620143010506e-03 2.121752020656637178e-03 2.956120724269289894e+02
9.612364525290788492e-04 1.047127827096560205e-03 1.953687240592341581e-03 2.076610181321491676e-03 1.022799026175821727e-03 2.121207645502271380e-03 2.956363658675614374e+02
9.618955235774990023e-04 1.046768853017045241e-03 1.953023383889232164e-03 2.076792495739685027e-03 1.022713963902998615e-03 2.120723753001338072e-03 2.956606593081939423e+02
9.625327645323054036e-04 1.046338074774433346e-03 1.952362509899997463e-03 2.077068990245217045e-03 1.022566338982296586e-03 2.120297501976554661e-03 2.956849527488264471e+02
9.631501669173745273e-04 1.045812643307487489e-03 1.951701551890722055e-03 2.077436782450717279e-03 1.022344517562257925e-03 2.119924337123461119e-03 2.957092461894588951e+02
9.637500860667014887e-04 1.045167037170426300e-03 1.951037795311382807e-03 2.077887917871998509e-03 1.022035620042239688e-03 2.119597032142640954e-03 2.957335396300913999e+02
9.643351913628557667e-04 1.044376937308547472e-03 1.950369223127171227e-03 2.078408156611376116e-03 1.021627777709664892e-03 2.119305296010935528e-03 2.957578330707239047e+02
9.649076637013357348e-04 1.043420368063117075e-03 1.949694281936722312e-03 2.078978132853106543e-03 1.021110053672488532e-03 2.119036248984291441e-03 2.957821265113563527e+02
9.654697407205219692e-04 1.042278313466726098e-03 1.949011574650734609e-03 2.079574202358079344e-03 1.020473302929933565e-03 2.118774631773978970e-03 2.958064199519888575e+02
9.660235830123877062e-04 1.040934553391586765e-03 1.948319937563046519e-03 2.080168460940699533e-03 1.019709961879780406e-03 2.118502883792007432e-03 2.958307133926213623e+02
9.665713349291382966e-04 1.039377193979471991e-03 1.947618362775610035e-03 2.080728585203128148e-03 1.018815008766009791e-03 2.118200981249475107e-03 2.958550068332538103e+02
9.671152296464525155e-04 1.037600200681161209e-03 1.946906060272200409e-03 2.081218680449794297e-03 1.017786964577725327e-03 2.117846998090876925e-03 2.958793002738863152e+02
9.676574587401642587e-04 1.035604622671344472e-03 1.946182532067578007e-03 2.081601164258557474e-03 1.016628488666719609e-03 2.117418284214969953e-03 2.959035937145188200e+02
9.681999684119157535e-04 1.033397286484187202e-03 1.945447331961189978e-03 2.081837491835388833e-03 1.015345423250764260e-03 2.116891667393077953e-03 2.959278871551513248e+02
9.687450623916523057e-04 1.030993489242248290e-03 1.944700162223934750e-03 2.081889538329068350e-03 1.013948944803430780e-03 2.116244360403163240e-03 2.959521805957837728e+02
9.692949224993578205e-04 1.028415564354303278e-03 1.943941076032240645e-03 2.081722207178715416e-03 1.012454273072165662e-03 2.115455691099747768e-03 2.959764740364162776e+02
9.698516559067944624e-04 1.025691633979244986e-03 1.943170357336251658e-03 2.081304544638231616e-03 1.010879975830762017e-03 2.114507650424192215e-03 2.960007674770487824e+02
9.704172004518675640e-04 1.022854236445157848e-03 1.942388444401244941e-03 2.080609977290733773e-03 1.009247067665955747e-03 2.113384959701573255e-03 2.960250609176812304e+02
9.709934784709053305e-04 1.019940563610400534e-03 1.941595881625308084e-03 2.079616687560506636e-03 1.007579294749887458e-03 2.112075244750521216e-03 2.960493543583137352e+02
9.715824446659418944e-04 1.016992023406491138e-03 1.940793447801973572e-03 2.078308890061670265e-03 1.005902925563785695e-03 2.110569910507968574e-03 2.960736477989462401e+02
9.721858906833401011e-04 1.014053051539330315e-03 1.939982225420826788e-03 2.076678431353760207e-03 1.004245863853389176e-03 2.108865152157999440e-03 2.960979412395786881e+02
9.728052256118674933e-04 1.011167522806502832e-03 1.939163363784516658e-03 2.074724291685188602e-03 1.002635323903880047e-03 2.106961438073543229e-03 2.961222346802111929e+02
9.734418989610511266e-04 1.008379852633580062e-03 1.938338037643622981e-03 2.072451815887178458e-03 1.001098878663411957e-03 2.104863017129616088e-03 2.961465281208436977e+02
9.740971901750905678e-04 1.005734295551960825e-03 1.937507574901573383e-03 2.069874419390249284e-03 9.996638481000008451e-04 2.102579046808311820e-03 2.961708215614761457e+02
9.747721581536105935e-04 1.003270697873750441e-03 1.936673347368532026e-03 2.067013438054298487e-03 9.983547425953668338e-04 2.100123401888724737e-03 2.961951150021086505e+02
9.754676709043269296e-04 1.001022859828676424e-03 1.935836625064571090e-03 2.063895308189253684e-03 9.971923248999717704e-04 2.097512872629792371e-03 2.962194084427411553e+02
9.761846436481261746e-04 9.990197357994592010e-04 1.934998538289130557e-03 2.060549821520143206e-03 9.961945414784225891e-04 2.094766099621709829e-03 2.962437018833736602e+02
9.769241733230079640e-04 9.972854757343896977e-04 1.934160221710180686e-03 2.057009842251773801e-03 9.953766719360719606e-04 2.091903541387528983e-03 2.962679953240061081e+02
9.776874857470789319e-04 9.958388967384840078e-04 1.933322948084168370e-03 2.053311007506073392e-03 9.947509681651296384e-04 2.088947422438527587e-03 2.962922887646386130e+02
9.784758747898550553e-04 9.946920874505820777e-04 1.932488145083661448e-03 2.049490338531028896e-03 9.943257730254653672e-04 2.085920929351779782e-03 2.963165822052711178e+02
9.792908005188713082e-04 9.938510498735367467e-04 1.931657440043142151e-03 2.045584207306135830e-03 9.941059901691106683e-04 2.082847051467862608e-03 2.963408756459035658e+02
9.801339359776848996e-04 9.933175752946639750e-04 1.930832861247099626e-03 2.041628088711206108e-03 9.940942357856078892e-04 2.079748621827652490e-03 2.963651690865360706e+02
9.810069483759853610e-04 9.930880400807835708e-04 1.930017003883764204e-03 2.037656262700900198e-03 9.942899237130305243e-04 2.076648295999579830e-03 2.963894625271685754e+02
9.819113166962974669e-04 9.931539069727892809e-04 1.929213052944451709e-03 2.033700084299951399e-03 9.946893918766762811e-04 2.073567552128030914e-03 2.964137559678010234e+02
9.828482050983061019e-04 9.935038074149508350e-04 1.928424785400539507e-03 2.029787425952118106e-03 9.952870137554881494e-04 2.070526364208729198e-03 2.964380494084335282e+02
9.838183108329652884e-04 9.941240737191853628e-04 1.927656587440903027e-03 2.025942908635095744e-03 9.960753702255833921e-04 2.067543354768327374e-03 2.964623428490660331e+02
9.848216369907629615e-04 9.949995326850847276e-04 1.926913434622405923e-03 2.022187945805488558e-03 9.970455059842440928e-04 2.064635801932070656e-03 2.964866362896984811e+02
9.858572101339932447e-04 9.961140927081380252e-04 1.926200739063427302e-03 2.018541042675806030e-03 9.981870131639983094e-04 2.061819673102953041e-03 2.965109297303309859e+02
9.869229300582794094e-04 9.974508918106676173e-04 1.925524085704851491e-03 2.015017943879433837e-03 9.994879798961070396e-04 2.059109466563527335e-03 2.965352231709634907e+02
9.880155344248189257e-04 9.989927728397570133e-04 1.924888987820322752e-03 2.011631615643603207e-03 1.000935237696484780e-03 2.056517974067566951e-03 2.965595166115959955e+02
9.891305277837790944e-04 1.000722921638628376e-03 1.924300639966442135e-03 2.008392541984267698e-03 1.002514670672113905e-03 2.054056225131906891e-03 2.965838100522284435e+02
9.902621575398435835e-04 1.002625011988899067e-03 1.923763578728401565e-03 2.005309117052385404e-03 1.004211279663266582e-03 2.051733401837865529e-03 2.966081034928609483e+02
9.914035813369523938e-04 1.004683386657378346e-03 1.923281325839519855e-03 2.002387840052115547e-03 1.006009445858326154e-03 2.049556622133410881e-03 2.966323969334934532e+02
9.925471566197311638e-04 1.006883512623393470e-03 1.922856142535858681e-03 1.999633740033166050e-03 1.007893468092600211e-03 2.047530962166411745e-03 2.966566903741259011e+02
9.936847091613228676e-04 1.009211843478862586e-03 1.922488878844202465e-03 1.997050961841833824e-03 1.009847731328304037e-03 2.045659661012434911e-03 2.966809838147584060e+02
9.948078109765926338e-04 1.011655341817591569e-03 1.922178850272615635e-03 1.994642877484941509e-03 1.011856684091241116e-03 2.043944070695212067e-03 2.967052772553909108e+02
9.959081185885903294e-04 1.014201518662461885e-03 1.921923754233986759e-03 1.992411822033146769e-03 1.013905178109886923e-03 2.042383422229145790e-03 2.967295706960233588e+02
9.969777776291843720e-04 1.016839121493823533e-03 1.921719691042917668e-03 1.990359289405869200e-03 1.015979252873076182e-03 2.040974962211870164e-03 2.967538641366558636e+02
9.980098031409823274e-04 1.019558222209381590e-03 1.921561323775809564e-03 1.988486731037998612e-03 1.018066540187320419e-03 2.039714574827616693e-03 2.967781575772883684e+02
9.989983526278274021e-04 1.022349232307157973e-03 1.921442109348572500e-03 1.986795728383298956e-03 1.020155934713164311e-03 2.038597097879101590e-03 2.968024510179208164e+02
