# betaPara  betaPerp  deltaPara  deltaPerp  beta  delta  energy
5.588938777181044456e-04 1.662965725454442802e-03 1.129341991272149936e-03 3.013676707589401423e-03 1.225488240309603001e-03 1.830880248357120250e-03 2.857003486488741260e+02
5.702890305451664135e-04 1.515546092172367606e-03 1.083422571058068355e-03 3.023895802437569051e-03 1.148512711728832958e-03 1.794488451372476838e-03 2.857246420895066308e+02
5.848071415686392034e-04 1.375651751200944201e-03 1.034686178081934121e-03 3.015224612573811930e-03 1.078890090374947860e-03 1.744318316244773117e-03 2.857489355301390788e+02
6.031496442254758979e-04 1.245800682058029228e-03 9.831016737369116434e-04 2.990267563337108310e-03 1.018760588812230375e-03 1.681878393661297285e-03 2.857732289707715836e+02
6.261058117193914196e-04 1.127736790452422326e-03 9.287538218786028704e-04 2.951856544979126161e-03 9.698892346035730425e-04 1.608919568086215109e-03 2.857975224114040884e+02
6.545342749287153374e-04 1.022613837789050064e-03 8.718752422072399786e-04 2.902905669600368103e-03 9.337572641910149964e-04 1.527379046706616806e-03 2.858218158520365364e+02
6.893354212718190909e-04 9.309273176360870422e-04 8.128681770338489626e-04 2.846362777040850785e-03 9.114961433803628419e-04 1.439371965706562730e-03 2.858461092926690412e+02
7.314360530418147774e-04 8.524152720145294210e-04 7.523320262953391490e-04 2.784942872208316742e-03 9.038148646399706953e-04 1.347059709571670361e-03 2.858704027333015460e+02
7.817364916610530139e-04 7.864269050483311011e-04 6.910838822891760685e-04 2.720971213927271710e-03 9.111681331977945515e-04 1.252576435521794230e-03 2.858946961739339940e+02
8.410826532714998785e-04 7.319805520382953066e-04 6.301728283589606589e-04 2.656406009815659181e-03 9.337646555731198917e-04 1.158055772061966290e-03 2.859189896145664989e+02
9.102068839222551529e-04 6.878808439054205680e-04 5.708980955893711842e-04 2.592811005174877007e-03 9.715811221094950486e-04 1.065631569415786050e-03 2.859432830551990037e+02
9.896539962985764684e-04 6.528227105032220713e-04 5.148013950712982192e-04 2.531365443847415683e-03 1.024354709629849997e-03 9.774366112905049069e-04 2.859675764958315085e+02
1.079723208373826538e-03 6.254740882032897194e-04 4.636433960918513947e-04 2.472888776369711050e-03 1.091577830495384311e-03 8.955953044658264721e-04 2.859918699364639565e+02
1.180404453904959107e-03 6.045599563000197052e-04 4.193874083344151238e-04 2.417883267046705940e-03 1.172488348072097579e-03 8.222336213657905398e-04 2.860161633770964613e+02
1.291222074086236351e-03 5.889230551415903896e-04 3.840706841205712555e-04 2.366611785356523539e-03 1.265959810811661829e-03 7.594050800256230615e-04 2.860404568177289661e+02
1.411396759291577404e-03 5.774919124728257773e-04 3.597461126549422131e-04 2.319135397200725816e-03 1.370633502850202674e-03 7.090586342481693246e-04 2.860647502583614141e+02
1.539662474758416626e-03 5.693569790409941378e-04 3.484467748936661375e-04 2.275348766209767028e-03 1.484792776482177354e-03 6.730265902234722729e-04 2.860890436989939190e+02
1.674308981491780431e-03 5.637553428463614206e-04 3.520448469773361185e-04 2.235045306188834877e-03 1.606393520176034638e-03 6.529314936311154081e-04 2.861133371396264238e+02
1.813191949051507325e-03 5.600648656162099870e-04 3.721558313455275652e-04 2.197954377649606258e-03 1.733070436081358056e-03 6.501189372231136639e-04 2.861376305802588718e+02
1.953790225051444014e-03 5.577905132681982995e-04 4.100499322136483466e-04 2.163773765843101521e-03 1.862181901988460347e-03 6.655941283895097822e-04 2.861619240208913766e+02
2.093229250607567520e-03 5.565467838415243422e-04 4.665497853462383668e-04 2.132193493952101986e-03 1.990821799505871487e-03 6.999405668719141252e-04 2.861862174615238814e+02
2.228428118974133242e-03 5.560397155227544703e-04 5.419989562495950482e-04 2.102911517952516657e-03 2.115945785938967271e-03 7.533001229063109299e-04 2.862105109021563294e+02
2.355909331300446059e-03 5.560524314740761080e-04 6.359964047890389856e-04 2.075646183848020576e-03 2.234185274673051742e-03 8.251327523854325077e-04 2.862348043427888342e+02
2.472581513312293883e-03 5.564235187886455150e-04 7.474151245828357729e-04 2.050141474097376491e-03 2.342564629355679655e-03 9.142371420489412218e-04 2.862590977834213390e+02
2.575431789945410721e-03 5.570380072081733370e-04 8.745916657350777173e-04 2.026167711845433452e-03 2.438208405507416143e-03 1.018927753807917979e-03 2.862833912240538439e+02
2.661788940944577030e-03 5.578148700415052133e-04 1.015250154642101952e-03 2.003522704198025615e-03 2.518579738728902659e-03 1.136964587282453644e-03 2.863076846646862919e+02
2.729431919228157179e-03 5.586982739518066027e-04 1.166594675504992185e-03 1.982029992915700350e-03 2.581575747035139059e-03 1.265638072842229780e-03 2.863319781053187967e+02
2.776705183168735793e-03 5.596504047623565223e-04 1.325379714454210647e-03 1.961536549109664258e-03 2.625631780698566356e-03 1.401833527171323637e-03 2.863562715459513015e+02
2.802731050228508131e-03 5.606458707471239505e-04 1.488128216921221891e-03 1.941909710965844050e-03 2.649915057134586641e-03 1.542232873396934788e-03 2.863805649865837495e+02
2.807211257373824938e-03 5.616683171009758790e-04 1.651267388550343475e-03 1.923034311525848852e-03 2.654137611350056072e-03 1.683438811769879823e-03 2.864048584272162543e+02
2.790620592326322705e-03 5.627072227479886380e-04 1.811217417306645785e-03 1.904810080060541800e-03 2.638736117630310907e-03 1.822056383575146972e-03 2.864291518678487591e+02
2.754163625158898617e-03 5.637560153274554517e-04 1.964632785063509003e-03 1.887149070217507881e-03 2.604828836913846389e-03 1.954916330387173034e-03 2.864534453084812071e+02
2.699641699760895949e-03 5.648105943552923129e-04 2.108565454592730825e-03 1.869973428298479616e-03 2.554092199573663145e-03 2.079225755242890012e-03 2.864777387491137119e+02
2.629315448252700707e-03 5.658685372116362567e-04 2.240555548422605049e-03 1.853213444747204598e-03 2.488630772506942451e-03 2.192651344452079595e-03 2.865020321897462168e+02
2.545783892196316640e-03 5.669285040480535843e-04 2.358690351219916957e-03 1.836805951192243625e-03 2.410865944080624757e-03 2.293373445446997890e-03 2.865263256303786648e+02
2.451852061639329516e-03 5.679898920456507520e-04 2.461646738772851981e-03 1.820692925351678803e-03 2.323410751460811257e-03 2.380124832061143031e-03 2.865506190710111696e+02
2.350374224878556875e-03 5.690526447177544564e-04 2.548687562216873318e-03 1.804820286471310164e-03 2.228925293451615528e-03 2.452186650669134320e-03 2.865749125116436744e+02
2.244136773818532996e-03 5.701171982717158620e-04 2.619618127449555457e-03 1.789136838475293952e-03 2.130006020140447730e-03 2.509347434612783576e-03 2.865992059522761792e+02
2.135726003690095222e-03 5.711845294869921999e-04 2.674646317419933361e-03 1.773593327595045016e-03 2.029063442318560038e-03 2.551771783458988644e-03 2.866234993929086272e+02
2.027788650925137996e-03 5.722563216703182480e-04 2.714503294407744766e-03 1.758141605264748651e-03 1.928564795691508574e-03 2.580112565090191944e-03 2.866477928335411320e+02
1.922419143028832348e-03 5.733351605589346494e-04 2.740407550399192194e-03 1.742733828582318425e-03 1.830463229860731632e-03 2.595476919141200423e-03 2.866720862741736369e+02
1.821344669043700130e-03 5.744249298693640451e-04 2.753781883442494357e-03 1.727321675214213729e-03 1.736370489520133514e-03 2.599162114338385895e-03 2.866963797148060848e+02
1.725931360064724990e-03 5.755313982393911194e-04 2.756218812278034280e-03 1.711855673729259638e-03 1.647562902947744554e-03 2.592622861361678320e-03 2.867206731554385897e+02
1.637168946671360703e-03 5.766628705239060281e-04 2.749428282103196647e-03 1.696284583491646002e-03 1.564967670636717607e-03 2.577422219355215201e-03 2.867449665960710945e+02
1.555635836781394700e-03 5.778312224953668615e-04 2.735152860057078750e-03 1.680554937908427257e-03 1.489130839438166298e-03 2.555152405971383885e-03 2.867692600367035425e+02
1.481509404788152427e-03 5.790529330820890636e-04 2.715032021935539358e-03 1.664610833653520959e-03 1.420227398805851875e-03 2.527308161340925674e-03 2.867935534773360473e+02
1.414732287973409584e-03 5.803501946897792569e-04 2.690545171533272311e-03 1.648393687046910416e-03 1.358216946775903751e-03 2.495233430814433953e-03 2.868178469179685521e+02
1.355073840361184761e-03 5.817529180416632474e-04 2.663098525110021465e-03 1.631842615092273007e-03 1.302902234222069570e-03 2.460202588999750323e-03 2.868421403586010001e+02
1.301920062365563915e-03 5.832996959802286491e-04 2.633937339832373870e-03 1.614895139290361886e-03 1.253733902809118410e-03 2.423339092459800281e-03 2.868664337992335049e+02
1.254484197118403569e-03 5.850395397243383358e-04 2.604004152657013807e-03 1.597487657234355780e-03 1.210007801135420729e-03 2.385483660938421922e-03 2.868907272398660098e+02
1.211894223379224441e-03 5.870348623308327754e-04 2.573961564640303307e-03 1.579557473286437265e-03 1.170948220014664037e-03 2.347216720533291077e-03 2.869150206804985146e+02
1.173237022845042415e-03 5.893622026182870162e-04 2.544204670204493896e-03 1.561045835187805904e-03 1.135749483171861161e-03 2.308871756349988816e-03 2.869393141211309626e+02
1.137606633504064518e-03 5.921131553993731799e-04 2.514858263075919146e-03 1.541901304270175063e-03 1.103621473277573758e-03 2.270534706558040208e-03 2.869636075617634674e+02
1.104166021669461756e-03 5.953929187548643231e-04 2.485767356434273427e-03 1.522082537703725851e-03 1.073846295790092985e-03 2.232036759252616250e-03 2.869879010023959722e+02
1.072275226260162220e-03 5.993212448969883121e-04 2.456551575610498462e-03 1.501560714094000819e-03 1.045898268056123922e-03 2.193006426603384944e-03 2.870121944430284202e+02
1.041495051423133034e-03 6.040348674640361876e-04 2.426699718126018330e-03 1.480327385007179815e-03 1.019448859836096909e-03 2.152962282223360585e-03 2.870364878836609250e+02
1.011558345178856710e-03 6.096759595799439938e-04 2.395593407878527075e-03 1.458399869974735460e-03 9.943332360738041907e-04 2.111338338494994984e-03 2.870607813242934299e+02
9.824421427779442360e-04 6.163862765534648246e-04 2.362541497806839707e-03 1.435817659844439761e-03 9.706136997166415602e-04 2.067514007695534211e-03 2.870850747649258778e+02
9.543635291978086856e-04 6.243136358135308777e-04 2.326850482228887997e-03 1.412646927084468696e-03 9.485796689114314121e-04 2.020882155027212308e-03 2.871093682055583827e+02
9.277811349987435474e-04 6.335965225679349383e-04 2.287885435629635148e-03 1.388985397608840516e-03 9.287402785059239996e-04 1.970908796098882945e-03 2.871336616461908875e+02
9.033611450248959411e-04 6.443589121982042740e-04 2.245123248442003425e-03 1.364959543857909669e-03 9.117894806862359130e-04 1.917181142354572581e-03 2.871579550868233355e+02
8.819488123164195533e-04 6.567041309520453563e-04 2.198175944557000886e-03 1.340726384689336793e-03 8.985759168092794088e-04 1.859430360782465775e-03 2.871822485274558403e+02
8.646022582939957976e-04 6.706924749445777748e-04 2.146859961221556437e-03 1.316462792830116243e-03 8.901211892470446956e-04 1.797589848434495664e-03 2.872065419680883451e+02
8.524926428266968708e-04 6.863466029005260574e-04 2.091283013879812868e-03 1.292345171300491669e-03 8.875299453603454182e-04 1.731864135217197308e-03 2.872308354087208500e+02
8.467666726564868161e-04 7.036742876168808856e-04 2.031808296249909117e-03 1.268560230318266152e-03 8.918752931125140592e-04 1.662701863372816752e-03 2.872551288493532979e+02
8.486161398836472624e-04 7.226161440454421676e-04 1.969046603176105754e-03 1.245292879409995836e-03 9.042327345962660173e-04 1.590781359261714658e-03 2.872794222899858028e+02
8.591866182028782759e-04 7.430777972626208044e-04 1.903904326089192207e-03 1.222695202646258052e-03 9.256139937206679701e-04 1.517037023383010315e-03 2.873037157306183076e+02
8.795201809862317069e-04 7.649428899458817540e-04 1.837581088155839423e-03 1.200886920025943634e-03 9.569213659331215951e-04 1.442657353313633742e-03 2.873280091712507556e+02
9.104927728567588927e-04 7.880759362178161144e-04 1.771566842712752254e-03 1.179953401712369827e-03 9.988910825867414970e-04 1.369081082208533024e-03 2.873523026118832604e+02
9.527368997347107063e-04 8.123310883868449473e-04 1.707616626716777991e-03 1.159943711583006363e-03 1.052026454973963845e-03 1.297972539310205970e-03 2.873765960525157652e+02
1.006605588563313147e-03 8.375466496775022191e-04 1.647733281749372064e-03 1.140859305665207048e-03 1.116560998899787703e-03 1.231198894508839584e-03 2.874008894931482132e+02
1.072065910871011080e-03 8.635695897458671704e-04 1.594151446518491050e-03 1.122632746497589798e-03 1.192373637813684941e-03 1.170802602122568469e-03 2.874251829337807180e+02
1.148546454249065952e-03 8.903292021276277115e-04 1.549204895203639071e-03 1.105184283812847513e-03 1.278890236969499770e-03 1.118911231160967315e-03 2.874494763744132229e+02
1.235007395329781920e-03 9.176758791040932981e-04 1.515200754357067447e-03 1.088376204995794051e-03 1.375053516303303709e-03 1.077593330225420313e-03 2.874737698150456708e+02
1.329898719059300965e-03 9.456098839328257307e-04 1.494364739002979666e-03 1.072006079499589768e-03 1.479419287093188245e-03 1.048803358565320292e-03 2.874980632556781757e+02
1.431086244888678380e-03 9.741610395456388712e-04 1.488694878496912410e-03 1.055875848430270440e-03 1.590016423905708581e-03 1.034286144517448719e-03 2.875223566963106805e+02
1.535919806845473419e-03 1.003429306155669519e-03 1.499775469397864828e-03 1.039768847771100442e-03 1.704434536480864187e-03 1.035389998878094879e-03 2.875466501369431853e+02
1.641370613684966628e-03 1.033586504748801099e-03 1.528670082197098289e-03 1.023464525259616805e-03 1.819952837914662683e-03 1.052975784695832015e-03 2.875709435775756333e+02
1.744100215997208131e-03 1.064886563459090931e-03 1.575842915617837016e-03 1.006739066377311401e-03 1.933610441403378795e-03 1.087343975526190590e-03 2.875952370182081381e+02
1.840564166275808055e-03 1.097717616466229200e-03 1.641040004490550153e-03 9.894046674246868497e-04 2.042333639768136380e-03 1.138147072520889194e-03 2.876195304588406430e+02
1.927219979964054546e-03 1.132557284335499121e-03 1.723197702444650070e-03 9.713418837959653628e-04 2.143103431055243951e-03 1.204323380135194788e-03 2.876438238994730909e+02
2.000782203172875653e-03 1.170025287459472993e-03 1.820468694838810837e-03 9.525596816595832293e-04 2.233224332112782821e-03 1.284156832809630342e-03 2.876681173401055958e+02
2.058355956456475212e-03 1.210718737584259679e-03 1.930285904935907793e-03 9.331682101600675787e-04 2.310351331899622353e-03 1.375320457414804572e-03 2.876924107807381006e+02
2.097657035973159514e-03 1.255432314520982294e-03 2.049456418619453185e-03 9.134188544030272120e-04 2.372825104000383673e-03 1.474987446340640532e-03 2.877167042213705486e+02
2.117152944852895759e-03 1.304972545446550069e-03 2.174335749010133326e-03 8.938143054383746160e-04 2.419693809484333834e-03 1.580058587029262076e-03 2.877409976620030534e+02
2.116151307444116749e-03 1.360143016904512151e-03 2.301021813904922508e-03 8.751048986538414749e-04 2.450786627379637327e-03 1.687340793979500049e-03 2.877652911026355582e+02
2.094847807035674775e-03 1.421678702541881228e-03 2.425571246248647839e-03 8.583217163506611869e-04 2.466719892838572202e-03 1.793768237876908547e-03 2.877895845432680062e+02
2.054294750583258219e-03 1.490170195221681999e-03 2.544219059496002217e-03 8.447941556215322109e-04 2.468822939489662138e-03 1.896617553006775319e-03 2.878138779839005110e+02
1.996316728206176064e-03 1.565968636080528357e-03 2.653565813259222209e-03 8.361637420555663100e-04 2.459003164125502655e-03 1.993690248436672061e-03 2.878381714245330159e+02
1.923413682017469746e-03 1.649004910909045813e-03 2.750748355582883359e-03 8.343052359837587134e-04 2.439549298034664280e-03 2.083425229296455381e-03 2.878624648651655207e+02
1.838602020000956565e-03 1.738796823537161994e-03 2.833598913190169422e-03 8.412410339029683824e-04 2.412987292333819596e-03 2.164996508699018433e-03 2.878867583057979687e+02
1.745183162232412377e-03 1.834296562125437577e-03 2.900733603849972586e-03 8.590486423378077864e-04 2.381774895047379659e-03 2.238341041629828519e-03 2.879110517464304735e+02
1.646534411403405545e-03 1.933853734582827427e-03 2.951561504566009748e-03 8.896669886417754363e-04 2.348084736994231116e-03 2.304052873866954936e-03 2.879353451870629783e+02
1.545914468743744569e-03 2.035284216346212264e-03 2.986249426492950179e-03 9.347405304317420258e-04 2.313663906994692984e-03 2.363258253084184711e-03 2.879596386276954263e+02
1.446267510429548667e-03 2.135902362215593309e-03 3.005619807551520185e-03 9.954875218558876908e-04 2.279670327193493787e-03 2.417442758989665069e-03 2.879839320683279311e+02
1.350122785824526802e-03 2.232606680837307365e-03 3.011010408966095526e-03 1.072550959783388205e-03 2.246629795783795184e-03 2.468232575247011808e-03 2.880082255089604359e+02
1.259523520017262130e-03 2.322013319876388340e-03 3.004139071645519233e-03 1.165867979755571713e-03 2.214448460272239964e-03 2.517191340317260703e-03 2.880325189495928839e+02
1.175997095009565559e-03 2.400613834016222629e-03 2.986975384002307603e-03 1.274537004694956946e-03 2.182478216791332130e-03 2.565622071009185119e-03 2.880568123902253888e+02
1.100525744591701865e-03 2.465101674789750910e-03 2.961610685396279599e-03 1.396792704228060197e-03 2.149682237598572309e-03 2.614431272715834684e-03 2.880811058308578936e+02
1.033551610613751360e-03 2.512550365539864983e-03 2.930101718661477610e-03 1.530082168617421991e-03 2.114744847467796025e-03 2.664028292999155029e-03 2.881053992714903416e+02
9.750750423761610089e-04 2.540628987392264809e-03 2.894336100921370176e-03 1.671163504222619636e-03 2.076290232702121628e-03 2.714258142224224794e-03 2.881296927121228464e+02
9.247849505059064059e-04 2.547758443835029286e-03 2.855990063490195831e-03 1.816249941005335751e-03 2.033096228486562431e-03 2.764447135238475538e-03 2.881539861527553512e+02
8.820776587697439332e-04 2.533294210655030916e-03 2.816493260887276400e-03 1.961221956657213487e-03 1.984219827824349608e-03 2.813495371065567220e-03 2.881782795933878560e+02
8.461564249051515716e-04 2.497570756983077955e-03 2.776968618762035417e-03 2.101898499094817605e-03 1.929116084953745027e-03 2.859980824954474338e-03 2.882025730340203040e+02
8.161570358473401506e-04 2.441865255792283716e-03 2.738238927430694351e-03 2.234276611014059111e-03 1.867733741947320532e-03 2.902306960931835302e-03 2.882268664746528088e+02
7.912085839756141268e-04 2.368346221001351240e-03 2.700871090896331348e-03 2.354768816661514160e-03 1.800541476433918046e-03 2.938884082000182366e-03 2.882511599152853137e+02
7.704708441456780419e-04 2.279891647449694587e-03 2.665207037392294722e-03 2.460393303365939963e-03 1.728455453318746308e-03 2.968270391426110991e-03 2.882754533559177617e+02
7.531833427499295009e-04 2.179962960347391152e-03 2.631396867452010652e-03 2.548920257411401748e-03 1.652810655769200660e-03 2.989289363728980537e-03 2.882997467965502665e+02
7.387005665983110330e-04 2.072403675213916902e-03 2.599454280908455091e-03 2.619043503424946413e-03 1.575274637023103093e-03 3.001182679999166592e-03 2.883240402371827713e+02
7.264773030680350815e-04 1.961044896366406776e-03 2.569298009412860923e-03 2.670376462798034617e-03 1.497601097584061155e-03 3.003646361366784159e-03 2.883483336778152193e+02
7.160855965220401910e-04 1.849610949608584270e-03 2.540784336758144298e-03 2.703381200214697178e-03 1.421590037503292709e-03 2.996819265465659396e-03 2.883726271184477241e+02
7.071969571662216044e-04 1.741443168388743775e-03 2.513742296632120576e-03 2.719295518054385460e-03 1.348907983782728342e-03 2.981272850354639223e-03 2.883969205590802289e+02
6.995709816105655622e-04 1.639379851641297467e-03 2.487994904106042519e-03 2.719970881993904934e-03 1.281006592482938911e-03 2.957935247690525286e-03 2.884212139997126769e+02
6.930386990815216083e-04 1.545645422183542471e-03 2.463375661590584687e-03 2.707714485754737603e-03 1.219041655005525431e-03 2.928013418701803840e-03 2.884455074403451817e+02
6.874871220310637202e-04 1.461792930848814214e-03 2.439738335366963256e-03 2.685107501574720938e-03 1.163824769446327768e-03 2.892894948956276427e-03 2.884698008809776866e+02
6.828447757955721483e-04 1.388706784431336478e-03 2.416962296645078223e-03 2.654826929640437868e-03 1.115811490355330966e-03 2.854047872219850346e-03 2.884940943216101914e+02
6.790695677744653823e-04 1.326660104067650886e-03 2.394955634471083571e-03 2.619515400203208891e-03 1.075123825846587174e-03 2.812946694405235332e-03 2.885183877622426394e+02
6.761327127386397790e-04 1.275301810145728883e-03 2.373651787313285806e-03 2.581626625865499677e-03 1.041527692203017118e-03 2.770978001486034716e-03 2.885426812028751442e+02
6.740163209803773066e-04 1.233820525419500281e-03 2.353004259056566683e-03 2.543294413200004791e-03 1.014527404690683619e-03 2.729358223718842368e-03 2.885669746435076490e+02
6.727075733276580627e-04 1.201016890664933796e-03 2.332983880672021264e-03 2.506250955520352743e-03 9.934029235286504726e-04 2.689082815685545774e-03 2.885912680841400970e+02
6.721973287758426256e-04 1.175486756594870414e-03 2.313575784625560277e-03 2.471776311058437436e-03 9.773167889807060638e-04 2.650893637735382818e-03 2.886155615247726018e+02
6.724780220269523188e-04 1.155736487430785277e-03 2.294777871536379538e-03 2.440721285597098351e-03 9.653801270942813373e-04 2.615291040361890969e-03 2.886398549654051067e+02
6.735422557852926420e-04 1.140272330037054443e-03 2.276599439315909416e-03 2.413534235915267522e-03 9.567041669136537498e-04 2.582548379206317003e-03 2.886641484060375547e+02
6.753817449282580390e-04 1.127691833104070866e-03 2.259060399781777362e-03 2.390302138737500619e-03 9.504532193505853049e-04 2.552735551979659883e-03 2.886884418466700595e+02
6.779865020488364197e-04 1.116749956870274852e-03 2.242191666158225953e-03 2.370813011037803744e-03 9.458829459429756370e-04 2.525756216337568180e-03 2.887127352873025643e+02
6.813418796564962117e-04 1.106387361923401313e-03 2.226036012249642086e-03 2.354602683674595145e-03 9.423542889335495684e-04 2.501376200568727459e-03 2.887370287279350123e+02
6.854236913991844328e-04 1.095815589459817963e-03 2.210646553210612007e-03 2.341028726159220634e-03 9.393792201032228175e-04 2.479265720019634654e-03 2.887613221685675171e+02
6.901967764626544977e-04 1.084505219546944357e-03 2.196084244972415674e-03 2.329368874376331819e-03 9.366124310640058575e-04 2.459055166463953654e-03 2.887856156092000219e+02
6.956129549235199987e-04 1.072160996685271161e-03 2.182416694101068245e-03 2.318879274343611015e-03 9.338347200918523886e-04 2.440368392357087409e-03 2.888099090498325268e+02
7.016068272995192728e-04 1.058715207828081570e-03 2.169715875201908787e-03 2.308847588276893500e-03 9.309451663141698726e-04 2.422851924737824680e-03 2.888342024904649747e+02
7.080918516573846914e-04 1.044293464480378596e-03 2.158052583154322721e-03 2.298648831101608465e-03 9.279372835967692129e-04 2.406202756938206639e-03 2.888584959310974796e+02
7.149614101408951648e-04 1.029165906470862852e-03 2.147490662054304337e-03 2.287782866104031299e-03 9.248712102978900659e-04 2.390185116337404953e-03 2.888827893717299844e+02
7.220890986202698055e-04 1.013697239015648455e-03 2.138083267968480562e-03 2.275892808918952501e-03 9.218444632604093142e-04 2.374637841706329390e-03 2.889070828123624324e+02
7.293254074478456054e-04 9.983007670112168351e-04 2.129864583982491680e-03 2.262768435952675506e-03 9.189617265922229517e-04 2.359468666699801685e-03 2.889313762529949372e+02
7.365074677138994715e-04 9.834051646778712956e-04 2.122842596229135292e-03 2.248348955221716235e-03 9.163243243203681321e-04 2.344649136889828765e-03 2.889556696936274420e+02
7.434626059755941032e-04 9.693951472558435438e-04 2.116995695497973871e-03 2.232709134960007401e-03 9.139984938293221201e-04 2.330203263977494253e-03 2.889799631342598900e+02
7.500165078102095147e-04 9.565856720410835122e-04 2.112269199783671763e-03 2.216025757958946414e-03 9.120077470715058383e-04 2.316184473834734248e-03 2.890042565748923948e+02
7.560008174876048977e-04 9.452052555350064179e-04 2.108574650714498989e-03 2.198547226076682029e-03 9.103301065524706161e-04 2.302656992055363786e-03 2.890285500155248997e+02
7.612608478144977913e-04 9.353866915568845308e-04 2.105790489923037648e-03 2.180562979054756576e-03 9.088998296393389041e-04 2.289678423207799386e-03 2.890528434561573476e+02
7.656639927421329426e-04 9.271656544300514681e-04 2.103765039911801790e-03 2.162372352120342078e-03 9.076144132615256415e-04 2.277284151126090454e-03 2.890771368967898525e+02
7.691064431680226564e-04 9.204917891131107451e-04 2.102322060491761992e-03 2.144260200196246562e-03 9.063473960926419224e-04 2.265478120270634187e-03 2.891014303374223573e+02
7.715170637299097970e-04 9.152294532590417786e-04 2.101266437989995038e-03 2.126468148498159363e-03 9.049524241590802464e-04 2.254221173411318120e-03 2.891257237780548621e+02
7.728631587834264467e-04 9.111966259057240275e-04 2.100391310071442544e-03 2.109175960948587655e-03 9.032915599932425004e-04 2.243426683094884664e-03 2.891500172186873101e+02
7.731519528021468845e-04 9.081804022438309852e-04 2.099486600860723390e-03 2.092502128305779186e-03 9.012458500842172740e-04 2.232968849855689834e-03 2.891743106593198149e+02
7.724333538052158060e-04 9.059462033925474089e-04 2.098350296429087568e-03 2.076494508924911237e-03 8.987233098589649102e-04 2.222687694542565921e-03 2.891986040999523198e+02
7.707908464164200642e-04 9.042721302465880559e-04 2.096797687359081615e-03 2.061129091309666945e-03 8.956707211231312556e-04 2.212396927244539985e-03 2.892228975405847677e+02
7.683370812493173999e-04 9.029643424610542214e-04 2.094665503463239743e-03 2.046322997241304016e-03 8.920786143665368441e-04 2.201895476217356502e-03 2.892471909812172726e+02
7.652089858279627430e-04 9.018681256473449646e-04 2.091816550324312844e-03 2.031945200427115288e-03 8.879832499422405821e-04 2.190978147546706299e-03 2.892714844218497774e+02
7.615612066960409342e-04 9.008802494150443436e-04 2.088143535901693451e-03 2.017830567650283086e-03 8.834677861474824834e-04 2.179447481803607149e-03 2.892957778624822254e+02
7.575585414482865695e-04 8.999498002947620319e-04 2.083571384799429941e-03 2.003793008406020044e-03 8.786557172533843944e-04 2.167123660412736616e-03 2.893200713031147302e+02
7.533656268451876083e-04 8.990866174308866955e-04 2.078054662365890620e-03 1.989639038786394313e-03 8.737062654195380459e-04 2.153850115060046682e-03 2.893443647437472350e+02
7.491452195861805080e-04 8.983611561599792348e-04 2.071573665387988795e-03 1.975188803792849671e-03 8.688126891047250533e-04 2.139502305323506218e-03 2.893686581843796830e+02
7.450543900740199451e-04 8.978853672801542741e-04 2.064133253286330825e-03 1.960285628553564211e-03 8.641874439178844243e-04 2.123992267420889146e-03 2.893929516250121878e+02
7.412382140835882798e-04 8.978156193580919897e-04 2.055758602019253437e-03 1.944800831933394571e-03 8.600580257150346186e-04 2.107267494930153192e-03 2.894172450656446927e+02
7.378289406085030300e-04 8.983447224428171883e-04 2.046488328418524100e-03 1.928645965218794530e-03 8.566614907729569852e-04 2.089311752029940870e-03 2.894415385062771975e+02
7.349496844167452154e-04 8.996852999588432487e-04 2.036370861036269214e-03 1.911774381559822565e-03 8.542380903668856350e-04 2.070142624534190498e-03 2.894658319469096455e+02
7.327150446392059540e-04 9.020732574511941331e-04 2.025463148750510957e-03 1.894183407444525406e-03 8.530338806530667495e-04 2.049811598669867927e-03 2.894901253875421503e+02
7.312318546899256510e-04 9.057564532263533315e-04 2.013827702812164087e-03 1.875920881145294204e-03 8.532947495627688341e-04 2.028405169750879204e-03 2.895144188281746551e+02
7.306057646023463373e-04 9.109893840787612693e-04 2.001532613582584792e-03 1.857088134991851259e-03 8.552693842631002618e-04 2.006046615278047306e-03 2.895387122688071031e+02
7.309432789857964446e-04 9.180277098843569973e-04 1.988656799794750064e-03 1.837849965982969952e-03 8.592079606458883191e-04 1.982906764954755780e-03 2.895630057094396079e+02
7.323460382931711900e-04 9.271018180565746827e-04 1.975290850274192839e-03 1.818436059964152664e-03 8.653411991312539610e-04 1.959205629372889196e-03 2.895872991500721128e+02
7.349165767403680917e-04 9.384095886477394595e-04 1.961538664232801224e-03 1.799133884100908437e-03 8.738814678023324248e-04 1.935209731728094800e-03 2.896115925907045607e+02
7.387544064526784752e-04 9.521064814803971996e-04 1.947522831335875499e-03 1.780286701270082216e-03 8.850132813691484988e-04 1.911235956146363968e-03 2.896358860313370656e+02
7.439530190255590116e-04 9.682944206308823076e-04 1.933387977325281637e-03 1.762293728837771665e-03 8.988839390506517518e-04 1.887654768048507934e-03 2.896601794719695704e+02
7.505948865438433724e-04 9.869976118929790852e-04 1.919305422444167377e-03 1.745604214307020256e-03 9.155845541970874125e-04 1.864891028885516840e-03 2.896844729126020184e+02
7.587393628530264078e-04 1.008141741660060348e-03 1.905474388706685429e-03 1.730696079348567748e-03 9.351265820578993741e-04 1.843412526335837763e-03 2.897087663532345232e+02
